 	il	vino	buono	deve	essere	invecchiato	</S>
a24	0.530582537366	0.0423684960865	0.00777653623762	0.000129057198649	0.107013713039	0.294132420982	0.0179972432667
a46	0.456538964316	0.0372876361875	0.00753497784247	0.00156675595402	0.0488747576344	0.429057337151	0.0191395717027
a31	0.390732600433	0.0627231793846	0.012464306633	0.00221177463424	0.0269259442294	0.432596783114	0.0723454136449
a17	0.436963110031	0.0825407800993	0.0153530720785	0.00173469206008	0.0199857541384	0.352952905133	0.0904696885415
a37	0.402207024781	0.0604815587807	0.0104648637342	0.00215969268028	0.0241378022301	0.466763856729	0.0337852177725
a31	0.415114820392	0.0238741364763	0.015625705234	0.00261669561795	0.0373549701277	0.491107294583	0.0143063888816
a39	0.365508787254	0.0185506512335	0.0509857922073	0.0045459690942	0.050509294977	0.502893389277	0.0070061193852
a31	0.287249917237	0.0225919195025	0.065019679046	0.00451906175695	0.0792140316959	0.535133673466	0.0062717355348
a37	0.24109474543	0.0209094246088	0.0947560625455	0.00829089094053	0.0999253131593	0.520337302855	0.014686257074
a31	0.103472406022	0.0129997801703	0.0950588213423	0.0106685358574	0.0922058293564	0.661325113685	0.024269497458
a46	0.0509681132708	0.0129344925939	0.0540881545439	0.023764444631	0.118704658572	0.691738909895	0.0478012174207
a31	0.0256290018483	0.0120785410047	0.039964776862	0.0301233973923	0.125288984783	0.687485115298	0.0794301756149
a46	0.0120047585681	0.0170874473292	0.0420659412373	0.0389144120284	0.133804366173	0.650027631099	0.106095450345
</S>	0.0105322970221	0.0278936692738	0.0603160486966	0.0574443917937	0.167057449718	0.554370654549	0.122385505491
