 	puoi	non	parlare	di	questo	con	Anna	</S>
a31	0.142246976485	0.130773151121	0.0224019925555	0.0377040125919	0.254426730428	0.181311256929	0.176314985568	0.0548209188536
a20	0.200966760147	0.0924550437283	0.0123125315357	0.05741866343	0.223825092026	0.126228060889	0.142332005332	0.144461860755
a11	0.259160408655	0.0755918228758	0.0118312620813	0.0511973755772	0.201074709814	0.053028946205	0.115980822727	0.232134661678
a10	0.278746761628	0.064997943729	0.0191378512643	0.0282439533893	0.208995964117	0.0318923713203	0.106471228973	0.261513936947
a39	0.217312006983	0.0823137380849	0.0360370912107	0.0333601691136	0.234235358559	0.017689131531	0.0980960344976	0.280956469864
a7	0.178600721929	0.0970668421976	0.0538631645164	0.0335263575858	0.243585295148	0.00785182641321	0.0985349219756	0.286970846877
a37	0.191691004382	0.101645861064	0.0690553562708	0.0206741119345	0.220606522164	0.0038577088721	0.110467458333	0.2820019534
a8	0.161647775806	0.103381157839	0.0806621412172	0.0175055797942	0.234319512302	0.00470126775283	0.13346844178	0.264314109561
a18	0.146990096325	0.100356404563	0.093659981873	0.0212160342481	0.230725866663	0.00553307703201	0.147789043423	0.253729471426
a46	0.165281347928	0.0871125413044	0.0901247450679	0.033548003936	0.166579014205	0.010882676464	0.191485988354	0.254985654686
a31	0.169438016629	0.0718377282225	0.0603750204753	0.0542696050192	0.174920866406	0.0206023337235	0.21110901405	0.237447411091
a18	0.205029589923	0.0843711169205	0.0480194239082	0.0607159191883	0.152993443867	0.0212075295833	0.185982216349	0.241680758997
a24	0.206807869122	0.0898840558758	0.0519927725225	0.0520385375118	0.124029184951	0.0190303490784	0.151888353883	0.304328878472
a28	0.176836826447	0.0860601501644	0.0454447413094	0.0472523508801	0.148968501167	0.0193197453057	0.148739215301	0.327378482929
a31	0.180076459018	0.0735065979266	0.036093989796	0.0598600468632	0.17100592317	0.0206265429829	0.15058862094	0.308241828453
a20	0.185519973432	0.0772186620592	0.0343813031743	0.072326816677	0.146738541676	0.031919422203	0.171362687247	0.280532605058
a31	0.184724813906	0.0717520030899	0.0413057912626	0.063205609874	0.101196896456	0.039346241952	0.185860849979	0.312607783039
a3	0.174507124103	0.0734986882742	0.0381258194907	0.052511849139	0.0733373924004	0.0529765029867	0.189385461156	0.34565713479
a31	0.170078518399	0.0741819372459	0.0287325501779	0.0426145676582	0.0342199335804	0.0627812628779	0.194297923545	0.393093295569
a20	0.160358313498	0.0799476370355	0.0256851877709	0.0380669081986	0.0194234386545	0.0662931080316	0.217717366875	0.392508033979
a31	0.156057183794	0.0822404702626	0.0210277726748	0.0344467529908	0.0110926034336	0.0749525963306	0.230015249778	0.390167368466
</S>	0.17251540827	0.0532471629894	0.0171727365785	0.0272517317304	0.0085008008347	0.0740246771379	0.188193095319	0.459094396092
