 	non	mi	aspetti	non	vengo	</S>
a33	0.0234944950195	0.17889403373	0.181196282526	0.125672376	0.365045626992	0.125697177034
a31	0.0103437586592	0.0735673482741	0.268013740391	0.17660226284	0.346809432882	0.124663435313
a37	0.0131507753201	0.0704036162978	0.358060054636	0.194446484411	0.267155801225	0.096783233937
a35	0.0233407593801	0.0810711527472	0.364200283345	0.165184625763	0.289166907524	0.0770362354598
a31	0.066609935521	0.0640031524034	0.350651571842	0.148357652676	0.314243255908	0.0561344321526
a7	0.108469500319	0.0644336833485	0.247220689689	0.0863024389187	0.431866096103	0.0617076161709
a18	0.111496510071	0.0469300308967	0.120740174382	0.0433514180529	0.578730333034	0.098751544843
a24	0.094795715663	0.0288935106429	0.0872578519985	0.0338926349911	0.590362420345	0.164797880388
a31	0.0656783460475	0.0266320659296	0.106839263152	0.0460746415854	0.526079323748	0.228696375574
a20	0.0380587413839	0.0214285881359	0.095369086987	0.0532023311893	0.520772002349	0.271169251136
a8	0.0146168131199	0.0131078763471	0.047251591159	0.0389038088229	0.577857743916	0.308262167985
a31	0.00640578995023	0.0098277219824	0.031688710448	0.0230564549895	0.531803616639	0.397217708168
</S>	0.004304992257	0.0078774954549	0.0226278531451	0.0158352033866	0.47947578382	0.469878662644
