 	è	che	stanno	ancora	svegli	</S>
a31	0.113934524538	0.07562814884	0.209333078805	0.263742347868	0.31719890199	0.0201630016586
a11	0.151264125352	0.122853006534	0.155948230078	0.195453948462	0.341029890272	0.0334507941234
a7	0.148243035893	0.191417044079	0.165091474997	0.146087848539	0.292770193264	0.0563903942758
a24	0.132190523586	0.231750977562	0.171300581631	0.113668883538	0.249452322991	0.101636709606
a31	0.113030941434	0.21813991768	0.168828453805	0.12874963624	0.282744182834	0.088506862793
a20	0.098059742738	0.176178310036	0.127690908756	0.203932340447	0.338209665578	0.0559290342127
a31	0.071411511589	0.150745277793	0.130109359957	0.203225536002	0.373017937626	0.0714903949653
a46	0.0849511166203	0.124943976562	0.122859673328	0.144031379474	0.420295291409	0.102918575208
a41	0.0898989800898	0.142023218685	0.0738872556516	0.0939756151047	0.467587061223	0.13262788392
a31	0.0519485889214	0.173864827694	0.0986624415354	0.0591769161616	0.411961000828	0.204386239713
a33	0.0668048580072	0.158484309986	0.111577878208	0.0610923491832	0.337092789316	0.264947829658
a31	0.0763500575127	0.153613066619	0.113390681922	0.0667710864637	0.310930599212	0.278944530219
a0	0.0977672766862	0.146898229863	0.10793480294	0.0624150145453	0.276246583607	0.30873810224
a31	0.113704097007	0.135881276189	0.104897986348	0.0659221472868	0.264728029492	0.314866465447
a20	0.105357071135	0.129880051425	0.100374714184	0.0691605370957	0.251817884791	0.343409745309
a28	0.139578215927	0.112954575605	0.0565165333921	0.0777802057344	0.260946218264	0.352224247296
a11	0.162453101462	0.103045639949	0.0411659027989	0.0850939148584	0.292066242561	0.316175190199
</S>	0.173999757777	0.0963979281065	0.0385612566298	0.0803485196346	0.308442819699	0.302249709699
