 	hai	già	mangiato	</S>
a31	0.0710582362785	0.534866265374	0.376872606192	0.017202901013
a37	0.110635484443	0.455307700942	0.405035876925	0.0290209379779
a31	0.113904640448	0.392980017631	0.465850470242	0.0272648682616
a46	0.114701831197	0.315793156251	0.484552533481	0.0849524813763
a31	0.120389966702	0.282118754285	0.49247846096	0.105012811768
a39	0.0807413121481	0.287899471605	0.55732144312	0.0740377713838
a20	0.07011260839	0.226889633672	0.60755776504	0.0954400096293
a31	0.0571563809066	0.221039817787	0.551234564013	0.170569253823
a46	0.0629901774906	0.221609007896	0.467785808338	0.247615009834
a31	0.0591043365699	0.247715454138	0.386977473313	0.306202734705
a18	0.0666130214307	0.278057501443	0.292826707438	0.362502774595
a24	0.148729919268	0.194257301703	0.306727036089	0.350285741246
a46	0.197940080906	0.152497195531	0.299405585141	0.35015713461
</S>	0.191470831102	0.165241685534	0.278408106524	0.364879381125
