 	puoi	non	parlare	di	questa	cosa	con	Anna	</S>
a8	0.168120062668	0.146116567888	0.150582541219	0.012610058865	0.12531669244	0.121299919078	0.0838856910938	0.0889574817752	0.103110979322
a28	0.259023438686	0.122121327037	0.151839282464	0.0149518855793	0.151398596397	0.0573591337046	0.0487325531284	0.0620803154192	0.132493477345
a31	0.256834705353	0.106066664495	0.146243083441	0.021356862706	0.199003756365	0.0354201832813	0.0949210847094	0.0497798704038	0.0903738117794
a8	0.224001619019	0.100083050414	0.136624814588	0.0390496477867	0.208207272478	0.043803576525	0.102404459639	0.0544220537522	0.0914035195916
a31	0.305353895833	0.0794704340685	0.104388446477	0.0378353387397	0.136176993974	0.0388694176595	0.106688597989	0.0892411417613	0.101975735982
a28	0.374864300253	0.0556064826136	0.102126356717	0.0192972929607	0.05579127596	0.0265254738462	0.106851429452	0.139790059052	0.119147321327
a10	0.357355549173	0.0406267662898	0.142425906056	0.0301786627427	0.0291731134184	0.0264866816047	0.0414326925118	0.154980843405	0.177339763064
a39	0.291913879766	0.062714150662	0.175273033142	0.0462115195294	0.0206285922546	0.0235436907298	0.0192846940622	0.148758253749	0.211672174087
a31	0.320139309824	0.0666810554337	0.152691187244	0.0391074141131	0.0188447874118	0.0255458884549	0.0670470353013	0.138913626531	0.171029703473
a20	0.308164711354	0.0857882292391	0.139550432933	0.0320178503755	0.0269348700475	0.034643100363	0.0852112445203	0.147835599569	0.13985395881
a31	0.263777152725	0.102073379998	0.119570458181	0.0374863510223	0.0466625501846	0.0531748720127	0.092161316115	0.155100243398	0.12999367662
a18	0.264462807609	0.108547300995	0.0919482727776	0.0392445227112	0.0667819879357	0.0585500839533	0.0971205036103	0.146998346027	0.126346187828
a41	0.26307092756	0.122836257947	0.0878270641975	0.0349228940043	0.0730219351152	0.0398590834625	0.0459478170301	0.138125721638	0.19438830767
a7	0.2854031062	0.11161588314	0.0735278396883	0.0354969593556	0.0533976416561	0.0289384353575	0.0235666821574	0.149093078693	0.238960367145
a38	0.278080963523	0.114876670116	0.0693221676712	0.0368453821101	0.0281102569534	0.0278889584186	0.0148131291637	0.144287535551	0.285774936687
a10	0.275208334195	0.117637614852	0.0632243852792	0.0381523065876	0.0199843495038	0.0270027553572	0.0135666357267	0.161440136084	0.28378349495
a31	0.272919452484	0.0919445439313	0.0902771196279	0.0381172733592	0.0261699341428	0.0389465348984	0.0487510678815	0.161426655783	0.231447421436
a46	0.238516453184	0.0802268033451	0.103203708049	0.0452621721712	0.0307886593641	0.0491660924815	0.0714786824962	0.156121974849	0.225235460478
a31	0.218448711981	0.0695350319729	0.115129015022	0.0452987108959	0.028209526922	0.0417222815478	0.0860033707624	0.169552901409	0.226100456986
a24	0.215458221568	0.0965731765791	0.113727932578	0.0376738362014	0.0261682593904	0.0307190902469	0.0896453591055	0.138781676002	0.251252449619
a28	0.24294752668	0.12681737306	0.0658436743318	0.0364605749532	0.0226464161111	0.0208910072819	0.0568277152052	0.143719538907	0.283846170373
a24	0.268335126559	0.115160742905	0.0529014477342	0.0348674285247	0.0200383702776	0.0172516670885	0.0417467972643	0.151107960136	0.29859044906
