 	non	deve	parlare	davanti	a	Anna	di	questo	</S>
a31	0.115217492672	0.00835881717399	0.0223777643083	0.0923476814143	0.15849840796	0.0383575537164	0.2649534275	0.259602305829	0.0402865318234
a28	0.175213031076	0.00921577001595	0.0177437426719	0.0445110802678	0.100476243807	0.0858038443925	0.197144039652	0.236319898856	0.133572343927
a37	0.194760996446	0.0049745714268	0.00606648739623	0.0187957717475	0.0826466489366	0.122295312116	0.105939847454	0.222699087732	0.241821256156
a20	0.185478459279	0.00201046635614	0.00295745920907	0.0156363456306	0.0883930769609	0.105715025037	0.0815391945114	0.220717138377	0.29755279871
a37	0.171908890923	0.00115537929575	0.00612715816569	0.0436961944241	0.106712294856	0.0721764829244	0.0573426156536	0.214709176916	0.326171792642
a24	0.144880367042	0.00119124705339	0.0136168287154	0.093473491552	0.0795437748464	0.0470825960311	0.0609065155587	0.21104393868	0.348261241104
a21	0.110580344469	0.00225018699482	0.0668612443361	0.0866933948345	0.0467515193563	0.0280904031958	0.0758401610497	0.208132882131	0.374799870707
a28	0.10685386347	0.00364797742385	0.125300273955	0.0414101866327	0.0350600417338	0.0299021013356	0.0953289010776	0.186438293852	0.376058370606
a24	0.11677238191	0.0124696644987	0.112178738585	0.0407196697996	0.0483612112146	0.0420444975144	0.0927172080659	0.153206673688	0.381529958077
a31	0.110139841513	0.0137922576421	0.0616860051391	0.0501163444143	0.102948177013	0.0398135290948	0.098955662871	0.166469245438	0.356078940682
a20	0.0907836153585	0.033179137714	0.0482127238396	0.0670472910762	0.102115916244	0.0420681609883	0.115178709969	0.144398530759	0.357015923829
a24	0.073068492469	0.0788574383478	0.0653147234513	0.0736494044703	0.0650017729767	0.0369502998721	0.0785469565553	0.101085619577	0.427525306641
a20	0.0513833041883	0.101711475516	0.0846336898371	0.0669421635961	0.0568556482475	0.0193759867567	0.0351775727244	0.099184593708	0.4847355779
a33	0.0325859299115	0.120935190762	0.100764214556	0.0718080479898	0.0410331353224	0.0152161004456	0.0296443467461	0.108982677426	0.479030367495
a20	0.0231723622629	0.114398832671	0.126933874793	0.0606859250117	0.0465149964935	0.0156800762912	0.039972358238	0.127922577238	0.444719001194
a31	0.021165272718	0.0639382228154	0.13593891643	0.0494687625341	0.0687426779072	0.0141457284404	0.06408206503	0.151904040697	0.430614315665
a3	0.0212946048177	0.120712003025	0.0862690200278	0.0390384787488	0.0648403909479	0.0120779575055	0.062473336814	0.132946920504	0.460347287946
a20	0.0226233898431	0.21879990859	0.0621273810747	0.0216207109157	0.038552660428	0.00964960269317	0.0335892708513	0.0703907703664	0.522646309693
</S>	0.0244649228698	0.232054512818	0.0698977275168	0.014236316699	0.0281630851687	0.00949652327059	0.0258207619756	0.0495703485736	0.546295817327
