 	pure	che	ti	vedo	una	volta	non	ti	dimentico	mai	</S>
a31	0.0683273391278	0.111872326539	0.028597569756	0.17562125474	0.0839161108248	0.00442788105615	0.0614352491281	0.21536279512	0.0562083862586	0.179620863418	0.0146102094539
a10	0.0529439076588	0.0979098838013	0.0735740476453	0.174289905023	0.0908340884292	0.00568760731316	0.0674369611896	0.206422002515	0.0251519961663	0.179808017235	0.0259415788775
a31	0.0380152974792	0.0468242612144	0.144585237115	0.18467467153	0.0927344584718	0.00654857445029	0.0733016073588	0.165437489737	0.0222725053962	0.195413303463	0.0301925998944
a10	0.0592046748243	0.0333895555548	0.195211999913	0.142811844684	0.0824595825923	0.00707412772023	0.0809014390626	0.126332977334	0.0393134667766	0.184904488785	0.048395835159
a28	0.0836941833585	0.0299828184353	0.205680906885	0.112825017483	0.128620719717	0.00467939574375	0.0534883331519	0.0865645987824	0.078970816125	0.134214813959	0.0812783756503
a10	0.0753302927541	0.0158836042684	0.175580158745	0.135222149705	0.174638955219	0.00304298041907	0.0379998841332	0.0515076193764	0.122477983078	0.119034044725	0.0892823060653
a21	0.101128339233	0.00981138939026	0.139080921131	0.168681883442	0.166636626324	0.0035856899523	0.0245115494527	0.0274404903687	0.15690281447	0.106969545958	0.0952507341535
a38	0.148275182091	0.0104859009949	0.0909362031674	0.214660284199	0.115581549379	0.0059107975919	0.0197995673036	0.0139074394306	0.15661337573	0.116315958833	0.107513744315
a41	0.174275014265	0.0292704993142	0.0761468557317	0.193018348471	0.088826826408	0.0125757382874	0.0271779384835	0.0119647996795	0.142459303142	0.123850039891	0.120434638147
a31	0.184673567928	0.0414311691661	0.0880204427265	0.143652176866	0.0771221687085	0.0133903973393	0.0447133312681	0.0147484629634	0.0989921882606	0.151025152527	0.142230934291
a18	0.180853957389	0.0545331338582	0.0821961844748	0.107603753285	0.0823641977006	0.0141011426985	0.0527011681329	0.0176314293053	0.0566572217744	0.167549853179	0.183807946144
a31	0.155776850987	0.0648983805302	0.0788621559785	0.0908340786486	0.0887500344709	0.0172791269477	0.0632751585111	0.0191257804745	0.0417728439336	0.170140668899	0.209284908771
a21	0.150516141376	0.0726391828048	0.0739109573659	0.0781710276089	0.098639494738	0.0168243427192	0.0630922928764	0.0182119771455	0.030662833282	0.173578778905	0.22375296374
a31	0.15352667149	0.0784929665568	0.0618179488469	0.069194638281	0.104347072379	0.0177265435322	0.0664690472728	0.0191784494024	0.0270381365282	0.174662918166	0.227545607675
a18	0.153580704822	0.0840836975298	0.055642298408	0.062696611987	0.108039071015	0.0174815603777	0.0682273777929	0.0203248951667	0.0149915986336	0.164755302526	0.2501768803
a17	0.164458053269	0.124906764276	0.0422156518687	0.0338886696636	0.102518376403	0.0188779237632	0.0487785417506	0.0197956968498	0.0219171803879	0.131857142655	0.29078599634
a20	0.162319553626	0.152847751748	0.0474704855968	0.028511843819	0.0751713304446	0.0205125834097	0.0415609092225	0.0181439347982	0.0264856532906	0.121205061338	0.305770897
a3	0.15663391934	0.1682809567	0.0485875640412	0.0268200320977	0.0592669266188	0.0240256843251	0.0371219629171	0.0144895507621	0.0304112056855	0.118523300413	0.315838899987
a35	0.153719866247	0.158569491821	0.0505309848003	0.024998699323	0.0468068395008	0.0301986676147	0.0397998643066	0.013297724996	0.0399262225172	0.125243002891	0.316908638349
a37	0.148143956962	0.160778460142	0.0558220448832	0.0273873336164	0.0406370271985	0.0325968043953	0.0374013937609	0.012850451556	0.0462893252724	0.133671997164	0.304421204343
a38	0.144420540874	0.158843347156	0.0551889627743	0.0248367833106	0.0361866456167	0.0350300943545	0.0354545969103	0.01247918709	0.0587181969108	0.136389273921	0.302452367794
a31	0.129891533565	0.137471956633	0.0760762492436	0.0389687649269	0.0298243063362	0.0338858469337	0.0376820447414	0.0120359768483	0.0482794784203	0.136390704843	0.319493127185
a37	0.139738841935	0.141665200126	0.0737477406929	0.0389727528383	0.0347113660687	0.026304281213	0.0323783390221	0.0128970249337	0.0311589168718	0.132137182484	0.336288338262
a21	0.148569751025	0.130687663251	0.0435473912564	0.0203147825157	0.0361988851205	0.0223908757603	0.030574463461	0.0149483912712	0.0573890198209	0.137361595095	0.358017167687
a31	0.123836157062	0.113276662372	0.047077742167	0.0186917418422	0.0227878494316	0.0285042992874	0.0414776288739	0.0172430490293	0.0636706200696	0.156155278032	0.367278969162
a29	0.109897642219	0.0927649106113	0.0471311682627	0.0181895080735	0.0311664192563	0.0320213561795	0.0510752806699	0.0199309093398	0.0693466282359	0.166922085877	0.361554099787
a31	0.0837987373609	0.0920918557917	0.028640158019	0.0287914182015	0.0296896549811	0.0233676166173	0.0376876433773	0.0159073043961	0.0743409760373	0.161359492426	0.424325152996
a33	0.0664597121921	0.103692866776	0.0264427233357	0.0327128973827	0.0321709419915	0.014952650029	0.0221505795469	0.0152392020051	0.0655071922209	0.166970714275	0.453700525665
a20	0.0577306222726	0.12205763871	0.0279303833645	0.0144146094766	0.0374511626352	0.0114093254458	0.0190412817975	0.0201765206678	0.0859336132421	0.176748396092	0.427106443022
a31	0.0498493267743	0.106424320305	0.0225392996208	0.010938141596	0.0203893881863	0.0160600628869	0.0251021586374	0.0175811868056	0.085031936808	0.158636590031	0.487447598607
</S>	0.0533004036221	0.0722898554129	0.0196132287297	0.0138575791118	0.01278729777	0.0212698714678	0.0327918148535	0.0144310242341	0.072228004955	0.144484773816	0.542946174304
