 	qualcuno	al	telefono	vuole	sapere	dell	Anna	</S>
a23	0.192810080867	0.150055957869	0.109000363359	0.0964902087143	0.0243224748413	0.108893217197	0.105260352522	0.213167334153
a31	0.141018924195	0.201270038721	0.111576212535	0.124250149966	0.0110780079373	0.0965460732558	0.131336916034	0.182923673821
a29	0.179558273488	0.2014317825	0.0423566511466	0.0766473181276	0.0376674905012	0.129302828252	0.120574237013	0.212461414769
a46	0.134319553372	0.202655711867	0.0802705996119	0.0423382841225	0.0549360503746	0.132199978504	0.106120058028	0.247159757634
a11	0.168894019994	0.197139845966	0.0965770646483	0.0294194415551	0.0334281179752	0.0979799110091	0.0969763363493	0.279585259075
a20	0.277187790209	0.168477725911	0.0735925931587	0.0178409620458	0.024884906089	0.050974876147	0.0747586356339	0.312282501266
a8	0.277220221306	0.119349466717	0.0978056438349	0.010861837232	0.0303647989792	0.0367277612937	0.102496508903	0.325173760132
a31	0.304760498379	0.0659798951861	0.0930235194118	0.0266199198515	0.0380075763333	0.0672680407607	0.122057024226	0.282283533279
a38	0.303497910991	0.0493403936395	0.113350018698	0.0346214339321	0.0396179193949	0.0727217429838	0.150337056705	0.236513517213
a31	0.291348076302	0.0541090325677	0.113142927104	0.0361691418527	0.033272153741	0.0924711522105	0.169548215188	0.209939296542
a24	0.281733487415	0.0853188867836	0.0982996297167	0.035361382326	0.0359483385961	0.101912969052	0.133900321425	0.227524995655
a37	0.210330226929	0.145619390492	0.104833163129	0.0221871064297	0.0469556338707	0.0500604438729	0.137117495544	0.282896549718
a15	0.186904060141	0.178666167017	0.0848920931635	0.0183436056511	0.0449420010752	0.0345664122019	0.178764415048	0.272921249292
a31	0.221652018971	0.157991723845	0.0764903892003	0.0280805569033	0.0353519855053	0.0808787320525	0.152985144359	0.246569476749
a20	0.189272814994	0.140102703405	0.071542996591	0.0345840815561	0.067763017498	0.0953523147417	0.156735922516	0.244646181059
a31	0.191112736679	0.125307580788	0.0551114901964	0.0259171915446	0.0827800919525	0.10844328423	0.164514522859	0.246813119422
a37	0.229812040326	0.0838513312547	0.0652472372569	0.0223349522127	0.072876154516	0.111164617928	0.14213578144	0.272577888694
a46	0.220722552385	0.0741293627354	0.065528219857	0.0307110094368	0.0844722605705	0.0542826437574	0.152081329813	0.318072600647
a20	0.236191054125	0.0892856236745	0.0408672231074	0.03123406947	0.0813359267236	0.0417793440436	0.136487898871	0.342818855121
a24	0.236819740769	0.114095708197	0.0334004219684	0.0195800723753	0.0737219271856	0.0374061946308	0.134616793347	0.350359154796
a31	0.237454409257	0.121450318694	0.0500131930725	0.0171807213326	0.0546020488953	0.075110171867	0.10278019362	0.341408946155
a17	0.227211034144	0.0930759809988	0.0557900727578	0.0219495893484	0.0873033733694	0.0867705935443	0.0861777419207	0.341721608553
a20	0.251796838342	0.0672773748511	0.040569735497	0.0262058472079	0.0989339620697	0.0479452593976	0.10494345444	0.362327520464
a38	0.263966688242	0.0649300529218	0.0331640994901	0.0259076609599	0.0801461172912	0.0386687582436	0.120280488313	0.372936130708
a31	0.217915163216	0.093719598822	0.0322114594877	0.0247770952004	0.0719207362729	0.0774023865947	0.110848803284	0.371204758523
a17	0.195380800582	0.0908213528354	0.0302294517042	0.0265626358579	0.0976400348918	0.08469853869	0.106316611308	0.368350574481
a31	0.203248514973	0.0844087369779	0.0213909618087	0.0249576355919	0.103458200131	0.0812642102224	0.111253740156	0.370017990467
a37	0.197697696413	0.078276523183	0.0167904569461	0.0217329191484	0.120085852424	0.0789154626741	0.116925430005	0.369575654209
</S>	0.185216243871	0.0495195579031	0.0145682205922	0.0229538884266	0.1803786748	0.047399050692	0.133962085653	0.366002284885
