 	ho	finito	di	scrivere	</S>
a38	0.310451025173	0.149675939179	0.133510151232	0.33606921872	0.0702936711397
a31	0.185662359826	0.15204811171	0.246285986892	0.339623643384	0.0763799033241
a15	0.184507357935	0.170225186171	0.251777845736	0.31604786165	0.0774417417106
a18	0.283078346607	0.125397981266	0.149792111248	0.335859793171	0.105871764863
a31	0.331826568798	0.0896936987897	0.10871804036	0.39227622338	0.0774854652367
a37	0.361641262553	0.0923841087032	0.0876012556393	0.416145941427	0.0422274378419
a31	0.337061413428	0.0789078563649	0.119547990217	0.434512057342	0.0299706760985
a0	0.215694612508	0.0575650996307	0.149922105283	0.540825672981	0.0359924962594
a31	0.0930886529924	0.069425822239	0.146859821474	0.58475553326	0.10587017467
a18	0.0666357080796	0.114487007323	0.164790981516	0.493424897087	0.160661403387
a31	0.0448632710001	0.167797688097	0.139263735916	0.414951154962	0.233124149809
a39	0.0724509339744	0.209414827456	0.126748221491	0.308925673892	0.282460342563
a20	0.116454122239	0.228257453679	0.146271974867	0.250930073869	0.258086369581
a31	0.0770245758308	0.235146831757	0.111102241625	0.264339199823	0.312387143327
a8	0.0765833033881	0.22255062263	0.103837585516	0.260273761741	0.336754721576
a20	0.0796851242965	0.237418514429	0.128211065019	0.238312548747	0.316372747859
a31	0.0620925389915	0.207725639796	0.090158173086	0.252887655929	0.387135983886
</S>	0.076204851883	0.15865852508	0.0541603592556	0.263956633934	0.447019616643
