 	il	morto	lo	piangono	lo	piangono	tutti	i	familiari	</S>
a8	0.0166904642251	0.247477858788	0.0459310031313	0.149728857911	0.031434540151	0.0583892601569	0.118514775849	0.200317270653	0.0721577889145	0.0593581540779
a31	0.0143988825111	0.201336808229	0.0466632798139	0.118438314239	0.0368375557924	0.0672662817504	0.199637291961	0.179626005607	0.076066497369	0.0597290608192
a39	0.0454204037886	0.186959363224	0.0356617244154	0.0670069628943	0.0400330003975	0.0422124686173	0.280177659495	0.145183309556	0.0634365534385	0.0939085361484
a31	0.05886992414	0.183777026723	0.0299412223654	0.041084898677	0.0309309960997	0.0589244450498	0.277666776268	0.151508918436	0.0533696425062	0.113926125312
a27	0.116657879959	0.147065632005	0.0274424246219	0.0324607670338	0.0235291745318	0.0640539579023	0.211083987003	0.204912738833	0.0486006899021	0.124192753157
a11	0.203870239072	0.0745644417813	0.0483266297459	0.0394286737913	0.0216240360306	0.0288625871549	0.199703431538	0.226406996129	0.0430717086607	0.11414127256
a37	0.208577004402	0.0715664055489	0.0646273333204	0.0466986715198	0.0200373760195	0.0289402077817	0.183821721063	0.241584512037	0.0401322912475	0.0940144719006
a31	0.205678299137	0.115738053067	0.0560036907373	0.0394224943299	0.0145483885262	0.0286891479052	0.159243848728	0.219668954775	0.0582138246898	0.102793283311
a3	0.192482031483	0.131571899777	0.0642632318853	0.0344024730999	0.0286976990178	0.0241923879717	0.114051506947	0.164108152219	0.100422261766	0.145808344754
a20	0.182192274774	0.110502171571	0.0690560537434	0.0308612502933	0.0383537159553	0.0508264066692	0.0599644023932	0.144039568363	0.15308854049	0.161115625772
a31	0.16985698411	0.0987540416007	0.0596135061812	0.0448710088927	0.0445233700925	0.0743119844082	0.0390593561847	0.150591071016	0.17235153517	0.146067167261
a11	0.147071494942	0.0929913073607	0.0808946891692	0.0580468057725	0.0627385300716	0.0731861986006	0.0285357056213	0.124039063788	0.175223855628	0.157272375568
a31	0.108024445096	0.0823425256442	0.084396682843	0.0720041790542	0.0636835924766	0.0805322199036	0.0273796746384	0.110152426996	0.204526532367	0.166957734862
a29	0.092899532547	0.0779458412805	0.088081044458	0.0777576350374	0.0676526820516	0.0856426532339	0.0249604687644	0.100080217048	0.213103401065	0.171876536903
a39	0.125302954116	0.0647166529795	0.0952223466097	0.0550085018285	0.0641544023199	0.096035038454	0.0271131968227	0.0727928601324	0.195991587806	0.203662470884
a21	0.148740722885	0.0883514899799	0.0783869791319	0.0416138749562	0.0442662667226	0.0867297323713	0.0240785744689	0.0693028408365	0.186493715205	0.232035806609
a31	0.111668916976	0.183066261773	0.072698403497	0.0390441303194	0.0311217888935	0.0638325318126	0.015189432421	0.0886654574655	0.151043768637	0.243669305621
a37	0.0843083758264	0.196070978346	0.0837039890423	0.0482056741871	0.0386240288371	0.0705340418903	0.0177057451759	0.0797363853692	0.137836140142	0.243274634913
a31	0.0726975244516	0.125878257169	0.104039441517	0.0795002294457	0.0518379589448	0.0651208648895	0.0216211321117	0.0708968593397	0.145553793902	0.262853926667
a7	0.05904239988	0.107778128045	0.115750439746	0.0930271479586	0.0604769429501	0.0652807151132	0.0197742664063	0.0670365731566	0.140593327788	0.271240049389
a31	0.061937958752	0.0922697842826	0.130021421778	0.0988022092462	0.0535819490992	0.0651454094854	0.0231313677483	0.0655039753789	0.12896868265	0.280637230256
a23	0.0641801962193	0.0914653296528	0.111323580747	0.0883580226287	0.0441174180642	0.0480586496682	0.0211295338686	0.068117701353	0.141526972273	0.321722579912
a13	0.0827601218231	0.108135127589	0.069716953425	0.0495095742589	0.0470059239581	0.0433685514827	0.0165044996445	0.0508866514043	0.15140641076	0.380706192571
a3	0.106613925928	0.108961963573	0.0749639110637	0.0363143610706	0.0438335135827	0.0363464672509	0.0147265590602	0.0445118170081	0.124064187443	0.409663301674
a20	0.127832796476	0.115285225978	0.0973359590599	0.0322432488598	0.0375479849722	0.0246242103603	0.0125170967627	0.041844141856	0.139635845861	0.371133491727
a31	0.0995512739171	0.122615453454	0.111290181699	0.0495163913497	0.0414155835497	0.021704583552	0.0162374789802	0.0628705323813	0.123922448918	0.35087608364
a46	0.0772959626441	0.125116146419	0.0886547144741	0.051622433225	0.0426133637208	0.0253957154669	0.0204231931547	0.0716816855498	0.138595335936	0.358601460393
a31	0.08625306318	0.116071954718	0.0690189408191	0.0486419092727	0.0400368560901	0.029939263805	0.0272300607296	0.0674189355333	0.148813761165	0.366575252378
a17	0.104772522933	0.101546976884	0.0698192114505	0.049580238578	0.0463028998839	0.0346649987565	0.030842849094	0.0681303037444	0.115534146801	0.378805850019
a31	0.122106834813	0.0773944628254	0.0743865935087	0.0497796504855	0.0510005482805	0.0402362439567	0.0309123468898	0.0656695317221	0.10238443526	0.3861293525
a20	0.115412700905	0.0679062677826	0.0723184151622	0.0498049569898	0.0522553558431	0.0432159744891	0.0312261895275	0.0639272955794	0.101396762333	0.402536071153
a8	0.100605746812	0.0671549023195	0.0544488321184	0.035248053086	0.0512269234331	0.0565612367075	0.0263683987886	0.0694830688945	0.111152100144	0.427750744571
a31	0.0753274207407	0.063150633026	0.0647488146475	0.0476389650115	0.0715954954947	0.0653354176765	0.0296198933611	0.0785371709982	0.08546372283	0.418582485924
a10	0.107786910325	0.0750911537559	0.0738649595586	0.0505665043448	0.0813255160548	0.0535664643261	0.0290798208047	0.0652741172407	0.0778164985453	0.385628060441
a11	0.165600119333	0.0852414952555	0.0790930773815	0.0338776173608	0.0628871507015	0.0529890857438	0.0208228267269	0.0508324241082	0.0787525443724	0.369903651727
a37	0.168638908978	0.093349299888	0.0950380785713	0.0282052338207	0.0503302033272	0.0481066543111	0.0141450179999	0.0485721453361	0.0860939317055	0.367520526576
a29	0.161909640466	0.0992556592467	0.102180901111	0.0274650857464	0.0420392847697	0.0316912128374	0.00910445083637	0.051549306672	0.113014081579	0.361790386279
a24	0.162073353382	0.104819910975	0.102534078563	0.0245329381983	0.0359471247428	0.0200096252489	0.00624109147239	0.0531698217573	0.120045596993	0.37062645842
a6	0.151672731947	0.0943884319273	0.106701930949	0.0273447335634	0.0324935078372	0.01817710494	0.00545462878253	0.0523690717191	0.120275827299	0.391122037867
a8	0.117606278949	0.0684355565012	0.0980981389541	0.0351407797905	0.0321224347431	0.0261813010867	0.00874543513018	0.0650067263264	0.129085254968	0.419578093222
a31	0.0831740427363	0.112022482656	0.0802334104526	0.0400703240068	0.0354746935476	0.0285875571776	0.0228388667181	0.0689808459288	0.112686625529	0.415931142141
a0	0.112380163237	0.131496746723	0.0742979775343	0.0371375203659	0.0407422883727	0.0249125993446	0.0272262590353	0.0655844665189	0.0968589621163	0.38936301918
a37	0.181571681167	0.0853376480011	0.0630883924824	0.0290699029911	0.0412880438212	0.0277714826449	0.0176144331051	0.0689798722623	0.0904844596388	0.394794093793
