 	i	bambini	piccoli	non	si	vestono	da	soli	</S>
a8	0.163188142487	0.279150430427	0.0086916500419	0.0510976663622	0.013487020946	0.0310240734132	0.142213414062	0.290367356939	0.0207802735137
a13	0.199041778481	0.26486277899	0.04425093472	0.0579869374447	0.0266491296606	0.0336665942432	0.069565995081	0.271868415395	0.0321074365336
a0	0.229374365121	0.171666289209	0.115756621308	0.0750765113539	0.0391635929004	0.0285378097638	0.0390176700351	0.269305842898	0.0321012917286
a31	0.21494890669	0.0747115300916	0.165439132704	0.109701158499	0.0466750555617	0.0291081260048	0.0424577695199	0.293278997116	0.0236793053551
a18	0.234212422132	0.0355762723201	0.174637089712	0.085438251213	0.0492569920735	0.0302265108103	0.0441066962381	0.330683462974	0.0158622944012
a31	0.283638877637	0.062447010179	0.132367637021	0.0445162260466	0.0342940609565	0.0207270248118	0.0501586431846	0.359010136707	0.0128403974264
a28	0.287231492336	0.0711481309548	0.120631855558	0.0256180106826	0.0230912619237	0.0141836504027	0.0596113004482	0.379523951	0.0189603548112
a20	0.271668251931	0.0262359344085	0.144646362729	0.0300765165162	0.0389548912096	0.0135620130738	0.0516558640722	0.385891978305	0.037308191347
a31	0.289679071723	0.0623701440382	0.106783149756	0.0277126112743	0.0460357111067	0.0177259495947	0.0537035304013	0.353969432348	0.0420203938285
a7	0.278161691396	0.0854287586384	0.105892248716	0.0277954122984	0.0550669178971	0.0301416799266	0.0679534968596	0.313734410351	0.0358253840517
a38	0.219211653484	0.0523527321947	0.127582489576	0.0403490221857	0.057700255117	0.0372602503775	0.0938320273711	0.312941231124	0.0587703408765
a24	0.200644651538	0.0420878442302	0.139414030248	0.0395448081131	0.038973264314	0.0328562794481	0.0939813331636	0.308151535955	0.104346255712
a46	0.20360124918	0.0353541930729	0.114101074825	0.0320848031921	0.0281488448523	0.03431487338	0.0737143081878	0.345022379765	0.133658277798
a31	0.199778190714	0.0862068735884	0.0512692443557	0.0276058550535	0.0511253572141	0.0394583058411	0.0558607897295	0.375129711062	0.113565664495
a38	0.205142948717	0.115025171601	0.0587657354716	0.036524283225	0.0688485114054	0.0364433032848	0.0532778267674	0.339774708561	0.0861975009252
a31	0.156262569091	0.127451342169	0.0645535650994	0.0396864084891	0.0671344039718	0.0437226197469	0.0542935715335	0.355053878607	0.0918416468984
a13	0.11379901115	0.135279591705	0.0921843728384	0.0366297007774	0.0563234647657	0.0452048105671	0.0507372261582	0.376110274756	0.0937315669601
a31	0.0876512677508	0.119702793447	0.111209805739	0.0329281374124	0.039433523077	0.0331480602105	0.0495647687409	0.405773550252	0.120588101163
a8	0.069174840112	0.109258182478	0.0966782603488	0.032643795865	0.0340225583229	0.0313103427946	0.0481205416968	0.445704385951	0.133087087733
a20	0.0712481036424	0.112533663424	0.0965850059479	0.0366749293306	0.0246444943664	0.0299389675505	0.0615533871666	0.453808273384	0.113013176364
a31	0.0410388602579	0.162121165505	0.0587605543535	0.0314435595046	0.0465924448186	0.0241441207914	0.0511303272642	0.435153813061	0.149615149861
a15	0.0610867567364	0.13924438397	0.0664423218228	0.0371860603974	0.0567250923985	0.0342901512672	0.0399338477367	0.393298864954	0.171792506454
a31	0.064003522957	0.101432951674	0.097003383184	0.0335283508062	0.0395428286649	0.0348112081325	0.0352704249566	0.406425724451	0.187981603611
a20	0.0683807601712	0.0859182706039	0.116773422172	0.0289393563179	0.0299219254644	0.0344381538792	0.0294193777166	0.407124007617	0.19908474845
a39	0.0801828716296	0.0751218150617	0.121556158753	0.0327499332728	0.0204256146619	0.0421271105825	0.0371548304542	0.423434514006	0.167247187963
a31	0.0439248890843	0.0884537192887	0.0830775531614	0.0263362353721	0.0262457174763	0.0310080337419	0.0326738930114	0.455218606669	0.213061382721
a8	0.0386207785563	0.0730601743931	0.0842457202549	0.0249824626927	0.0280107284407	0.0387340513941	0.0330898370105	0.43979692909	0.239459342574
a31	0.0375790647873	0.068327822067	0.0892369492155	0.0205866350717	0.0189305975871	0.0384419768762	0.0321217301102	0.43358248123	0.261192758951
a37	0.072021697681	0.0693733487267	0.108682565959	0.019741859017	0.0158384540666	0.0262441481432	0.0238722743927	0.38627249901	0.277953160964
a20	0.0948417926054	0.0525860123344	0.12338534748	0.0266838981515	0.0146324150825	0.0338724185029	0.0314802032469	0.38851404827	0.234003859875
a8	0.056504106276	0.0905576837929	0.0934878522422	0.0258001710978	0.0151269921287	0.0316631166147	0.0418253448023	0.436812874557	0.208221854225
a20	0.0384768138415	0.122174909824	0.073277509884	0.022284616687	0.0162774062141	0.0235735291302	0.0423368327128	0.464891943052	0.196706441008
a31	0.0351857352163	0.089814305136	0.0444763075843	0.0151392917713	0.0141991193918	0.0235388879398	0.0273625214963	0.485549320084	0.264734508869
</S>	0.0339372235487	0.066317014933	0.0278680624955	0.010021228804	0.0117639909951	0.0243519981239	0.0175219954181	0.479885773042	0.328332709234
