 	la	casa	la	costruisce	il	mastro	</S>
a20	0.0130121258237	0.0520432782013	0.131449918188	0.233015175471	0.1151532171	0.199723435127	0.255602831383
a17	0.0105756712307	0.0534513104104	0.0684650178181	0.228075801614	0.100975063358	0.259472130539	0.278985008345
a10	0.00511341069917	0.025105267847	0.0257674838142	0.20412154657	0.101329920936	0.357066374882	0.281495999585
a24	0.00344844506329	0.046075163018	0.0121462632613	0.202820515018	0.121350801193	0.359654126327	0.254504684236
a46	0.00453595680371	0.0683717986106	0.00878880513167	0.201854818775	0.12124498385	0.344258863528	0.25094477013
a8	0.0111888064377	0.0552457973496	0.00928276480646	0.195438381576	0.0942454425365	0.363476062973	0.271122741795
a14	0.0520944241286	0.0612010706027	0.0355058732878	0.129596457852	0.0856104705031	0.347512115334	0.288479596106
a31	0.109897238246	0.0602401163418	0.0409558009345	0.156184681124	0.0891818828532	0.250876728408	0.292663552267
a20	0.098378415846	0.0544638004981	0.0388899985816	0.186553004548	0.0727138021505	0.247542443046	0.301458530098
a41	0.046958481456	0.0568744361031	0.04822200562	0.134411602704	0.0641901138042	0.313221160968	0.336122194283
a29	0.029678367232	0.0839170903997	0.0627919612842	0.0996811104794	0.0724439295414	0.287886119618	0.363601407753
a31	0.0224658874073	0.0823575524225	0.0605216983947	0.130678958016	0.112172044214	0.216101181687	0.375702664353
a30	0.0170514747564	0.0584927107332	0.0795616480749	0.14603908855	0.124143558105	0.183039546817	0.391671957377
a31	0.013172454523	0.0488023554922	0.0851899395284	0.137399955974	0.139436227082	0.186270813259	0.38972825726
a28	0.0138429211687	0.0565024849342	0.0888866084195	0.161570426909	0.145633305674	0.160488801191	0.373075463183
a31	0.014510516441	0.0615695445667	0.101311224925	0.150476299472	0.146148550225	0.147613121727	0.378370730878
a17	0.0158865691578	0.0672259090915	0.0769955527717	0.168790467812	0.147914126275	0.14644962921	0.376737726892
a20	0.0186774285778	0.101254223906	0.0823747042394	0.191307236741	0.103348815825	0.136226692837	0.366810886324
a31	0.0135733579531	0.0923591177734	0.0749209546258	0.169966698998	0.100085789475	0.125221524436	0.423872554495
a20	0.0198517792108	0.0860036398498	0.0661448548755	0.132040138482	0.0960438028517	0.141506654283	0.458409129752
a29	0.0226760268902	0.120188991762	0.0618032175707	0.123498321048	0.0825914311039	0.147163466108	0.442078538712
a31	0.0150347312052	0.138443200912	0.0609533696462	0.0843203131315	0.0633897897346	0.123809851009	0.514048737519
</S>	0.0117663767619	0.12961589936	0.0635321682071	0.052686926992	0.0435569167273	0.114382918113	0.58445878949
