 	lo	posso	finire	di	fare	</S>
a20	0.204184898624	0.21466474594	0.174858163563	0.116870954081	0.087483632259	0.201937586769
a31	0.0891668110048	0.298348387626	0.257231820218	0.0742562451679	0.135052295667	0.145944432245
a46	0.0657114453449	0.350704322395	0.220371740169	0.0387334582942	0.19706912608	0.127409907598
a31	0.0601705165764	0.343889913369	0.264576784369	0.0215644118021	0.212734243235	0.0970641413983
a41	0.105579505014	0.272844725672	0.296891488076	0.0147067266827	0.205824619038	0.104152930016
a18	0.249641590385	0.202565764212	0.170647850136	0.0214584482369	0.171043708079	0.184642629905
a7	0.283816424045	0.120091914954	0.155986782157	0.0570193375996	0.156806095266	0.226279449026
a41	0.188521209455	0.0833063668909	0.135827167374	0.120215907325	0.188636331889	0.283493030966
a31	0.190128006457	0.0567484320046	0.0911876236913	0.173301515588	0.23641615643	0.252218291589
a0	0.168942767496	0.0468328326345	0.0673481173637	0.155888163353	0.34404396661	0.216944163576
a31	0.0724203184103	0.0580924654164	0.0374174845975	0.0952229930217	0.41905562687	0.317791102905
a39	0.0485367110467	0.0760142552583	0.0249391622284	0.0681012308939	0.431685839623	0.350722789368
a46	0.0365709593637	0.0907478333381	0.0108689360614	0.0603446158844	0.444417013874	0.357050633789
</S>	0.0316154199682	0.0939852591173	0.00675241460934	0.0543489409118	0.432921199937	0.380376758295
