 	avete	fatto	già	le	verdure	</S>
a6	0.0073547282792	0.569947657197	0.015082824439	0.0809487486162	0.225620254995	0.101045784681
a46	0.00866732487463	0.562358306642	0.0195998722895	0.0818207813641	0.211732590032	0.115821136439
a21	0.00711009012188	0.570056511502	0.0188921106591	0.05939530071	0.184056010267	0.160489987276
a20	0.00805644326414	0.578921159812	0.017512470591	0.0398781701056	0.161033059895	0.194598711219
a24	0.00866748894945	0.582227881586	0.0151789464774	0.0223669819976	0.162279552436	0.209279161029
a31	0.00586537185859	0.585388829448	0.0101627733176	0.0123484279491	0.180157326709	0.206077279756
a14	0.0160795737716	0.520201265749	0.0612375869304	0.0156681234535	0.200310102247	0.186503362181
a41	0.0260202434605	0.429435380446	0.136134903202	0.0177408980465	0.202546910931	0.188121693173
a37	0.0359303985368	0.383681280739	0.136737245115	0.0295047012682	0.225346722592	0.188799670851
a31	0.0351821032387	0.402596253363	0.0816346040266	0.04243160832	0.238422373246	0.199733050089
a6	0.0272558103628	0.384267342594	0.0825465401158	0.0420576104999	0.24701099893	0.216861681167
a46	0.0300536657291	0.280931618133	0.098938570976	0.0793397393963	0.28823435311	0.222502044602
a31	0.0287886533982	0.258993986246	0.089969311246	0.116682152859	0.271183113176	0.23438278368
a17	0.0289464101836	0.242659254204	0.147244100979	0.105304865327	0.243178156252	0.232667202311
a20	0.0262215753932	0.200002303381	0.152726964402	0.111603343373	0.267714114204	0.241731684708
a31	0.0209790118924	0.21466283148	0.0999647655666	0.136842487837	0.260254205491	0.267296689569
a17	0.0266021701887	0.203805008376	0.139824211206	0.117265865408	0.24338960532	0.269113129423
a20	0.0340936278467	0.143975045636	0.153483590921	0.127331729577	0.275021588113	0.266094400441
a31	0.0469902180125	0.117491794227	0.101329931652	0.133925426984	0.270422638046	0.329839980814
a20	0.0708951820311	0.0978697995934	0.126892054337	0.0961102498917	0.262878400784	0.345354314538
a17	0.075869410739	0.0603585101721	0.137995120883	0.108790264076	0.296704019415	0.320282681779
a31	0.0569692838171	0.0444482101997	0.0874143831097	0.113499489967	0.283504496111	0.41416414946
a23	0.0497503602663	0.0423527443851	0.0848530398096	0.0955509799518	0.28658367715	0.44090920162
a31	0.0509554345474	0.0493442798028	0.0749605288719	0.0869666633979	0.290256132709	0.447516955073
a8	0.051046411247	0.0525867608028	0.0595624871152	0.073876111788	0.30217229946	0.460755926524
a31	0.0505361216544	0.0547689751902	0.0556049772472	0.0703638155959	0.306129845674	0.462596268208
a28	0.0828678419133	0.054998936437	0.0528687639714	0.0618075547645	0.288504111821	0.458952794583
a21	0.097922071537	0.0332925686641	0.0632471223701	0.068977815809	0.310397532174	0.426162887241
a31	0.0633067938954	0.0247109509683	0.0518076828323	0.0782244531774	0.293479535376	0.48847059208
</S>	0.0526193259714	0.0277867490054	0.0466423868425	0.0711822794562	0.271037534965	0.53073174154
