 	il	lupo	non	cammina	mai	nemmeno	con	la	volpe	</S>
a39	0.0223511970243	0.403322207486	0.0228074994308	0.00918430480461	0.0167675677964	0.189320808923	0.00902091874666	0.0693860182694	0.0128636816601	0.24497581965
a3	0.00978470015657	0.393271297755	0.0300584008859	0.00781719747206	0.0172092927033	0.185694008824	0.00953917110446	0.0972854593771	0.0136906495004	0.235649837888
a39	0.00425429917966	0.379194717751	0.0390465828976	0.00550889249601	0.00831750663224	0.189854233558	0.00389295729091	0.139932059595	0.0060890656822	0.223909673728
a3	0.00244573514708	0.322804112725	0.0837249477425	0.00263093593681	0.00502629061421	0.193542483696	0.00146178549493	0.174235227449	0.00246341101218	0.211665063857
a10	0.00284971718004	0.25264661552	0.147640224427	0.00149823799003	0.00660222464484	0.193699649905	0.000788093832275	0.190280608953	0.00117443790329	0.202820200894
a38	0.00828336988103	0.218951068122	0.152557766217	0.0047361147962	0.0108250234016	0.196347673326	0.00953036678508	0.198016256419	0.00272623780229	0.198026118411
a37	0.0183646937901	0.206734634018	0.148417014354	0.00601565835685	0.0102641411324	0.193845452572	0.0150087331232	0.200830100239	0.00466112134002	0.195858435748
a24	0.0305649305967	0.20053498591	0.163128721502	0.00339018217379	0.0102236386102	0.175781404975	0.0129701449235	0.199256759435	0.0044358136162	0.199713419025
a31	0.0279130489358	0.265257365312	0.10961232977	0.00225681117384	0.0197994200271	0.157081537934	0.00966563601829	0.166344178951	0.00688347968884	0.235186212433
a3	0.0172411799688	0.287028270176	0.0847741627245	0.0029083146015	0.0257549639197	0.151242940898	0.0123408345047	0.155146209298	0.013339531516	0.250223591986
a20	0.0153469373429	0.236335465608	0.0937776991729	0.00628567399643	0.0239304933484	0.145858311716	0.0221399786931	0.189957203116	0.0343285608796	0.232039663933
a31	0.0104055234943	0.279759178844	0.0548797570983	0.00627865889791	0.0456522442382	0.122887407627	0.0172284349492	0.155021290548	0.0411808040816	0.26670670298
a11	0.0110569955334	0.284883631049	0.06764222501	0.00548401228027	0.0537607640453	0.121445174031	0.0180979499544	0.11858969977	0.0303126356035	0.288726915567
a7	0.0263737400331	0.224491530979	0.102506059061	0.00930453274109	0.03985067455	0.123601569976	0.0301507716104	0.137939615223	0.0333805504988	0.272400954659
