 	devo	comprare	il	pane	ogni	ogni	giorno	</S>
a31	0.00815233369573	0.0429586983415	0.20595909198	0.173209435523	0.0779953247587	0.169508880243	0.3102719888	0.0119442675281
a20	0.0785610532986	0.11929991664	0.160121826643	0.114463913172	0.113630825365	0.138967211572	0.252157924247	0.0227973333334
a31	0.107647385236	0.148524216394	0.109974772827	0.111219417646	0.116406149685	0.0841558850943	0.297008981369	0.0250631794197
a20	0.119872918676	0.11094752241	0.107479992375	0.12906534457	0.112027558459	0.0715900168224	0.31618335983	0.0328332813452
a31	0.118894901698	0.0985354811607	0.0995790036481	0.148104129475	0.0882107793521	0.0491570881619	0.355901323023	0.0416172873423
a20	0.04483263026	0.0765537890136	0.0914138020612	0.206727276106	0.0751940312878	0.0332989706544	0.414049893114	0.0579295862993
a31	0.0197430405029	0.0574442308757	0.0847578946363	0.224564066617	0.0823347915157	0.0342058734304	0.385547050131	0.111403037377
a35	0.0110608254755	0.0325221980841	0.0732720311	0.181234643598	0.094568677396	0.0679438193095	0.367985283177	0.171412528162
a31	0.00915778879463	0.0287900379008	0.094058378252	0.150469219928	0.0782066430179	0.0724254796803	0.367753060659	0.199139406147
a15	0.00869316561044	0.037651836075	0.119336059123	0.115918757879	0.0651858381478	0.0793187213285	0.347094486886	0.226801143036
a18	0.0122310164521	0.0476951342631	0.118932800896	0.0543822431782	0.0726597222013	0.0995835064075	0.315529803629	0.278985775045
a31	0.0121460651832	0.0595083497198	0.139392334223	0.037861208261	0.0470318455612	0.0655667060823	0.326851915476	0.311641576948
a20	0.0133255374135	0.0618777458413	0.130574643508	0.0323362279989	0.0437820879327	0.0900497010839	0.323854762092	0.304199301849
a7	0.0150670827421	0.0914324675326	0.0861883369055	0.0227847806149	0.0466385930033	0.106659122171	0.361008098164	0.270221529683
a31	0.0127502894227	0.0973301256904	0.112310043181	0.0198400317848	0.0301535287534	0.0592550971437	0.363522244855	0.304838639894
a7	0.0161811991254	0.0643353658693	0.136103301221	0.0200929172925	0.0393320954123	0.0574371747579	0.360814260818	0.305703670678
a6	0.0208625821767	0.0613088272431	0.100145398358	0.0239885168403	0.0572601462475	0.09235148521	0.376338223473	0.267744808939
a20	0.0202742501742	0.0644859249254	0.0656142422003	0.0240323456951	0.0526931482757	0.0927842907673	0.390357943824	0.289757844446
a3	0.0169914992125	0.0680256006158	0.0484162566691	0.0185298089093	0.0504641862192	0.0726735839724	0.384719302608	0.340179754482
a7	0.017353593041	0.0781946441717	0.0430559706654	0.0152495509922	0.0567196245344	0.0681566310641	0.358283585336	0.362986405894
</S>	0.0205009629492	0.0936059268758	0.0445889366603	0.0152130440291	0.0568502509086	0.063537174482	0.357827262368	0.347876449547
