 	la	macchina	vuole	riparata	dal	meccanico	</S>
a31	0.025568905832	0.32046583426	0.0923536944561	0.106487830992	0.140988980141	0.303239685655	0.0108950699017
a33	0.0130385752124	0.23932426775	0.0548482929281	0.226642694239	0.0922808694859	0.365829521776	0.00803577714182
a31	0.0168292893266	0.193494023417	0.0333228256374	0.274407499421	0.0370327103299	0.44025064276	0.00466301772088
a41	0.0559609731482	0.162131248838	0.0242708781096	0.278485214558	0.0154234337084	0.460636632123	0.00309163608955
a18	0.092179577308	0.193712466796	0.02881797381	0.265238767367	0.0078442472165	0.408875596775	0.00333138059439
a11	0.139395304806	0.276821368202	0.0246665471164	0.155197628531	0.00586264994967	0.393852589998	0.0042039182245
a17	0.21417709913	0.270264355374	0.0161399172019	0.0721203386485	0.00871417794791	0.413482086501	0.00510204739739
a11	0.214480091433	0.237910035008	0.0217400255981	0.0667753397524	0.0203650693204	0.429766739156	0.00896273161621
a31	0.124947834929	0.230107873244	0.0192606095556	0.119817667849	0.0670127498611	0.42176302789	0.0170902680229
a21	0.0610463060786	0.206664065693	0.02013136409	0.170392293777	0.0834954178726	0.439080433201	0.0191901508011
a31	0.0387007658951	0.197256429999	0.0204806824781	0.187682066322	0.0849890599458	0.448517833483	0.0223731821445
a15	0.0266572141067	0.150775027405	0.0233746196962	0.210903377125	0.0894312324319	0.46669151351	0.0321670092123
a31	0.0235334878919	0.116769976112	0.0242552154543	0.216202486138	0.0901222549369	0.47428173757	0.0548348323708
a11	0.020088854694	0.0975119279709	0.02347265698	0.20029150654	0.092420174694	0.49965959039	0.0665552867703
a31	0.0197967074699	0.0509538726645	0.0230619338992	0.175783289446	0.0883008162157	0.539979540463	0.10212384533
a11	0.0204317757189	0.0326377919016	0.0200790428984	0.169244550197	0.095891895764	0.543423409354	0.118291529697
a46	0.0253143445465	0.0243352698149	0.0318056346776	0.185432827709	0.0764516809479	0.559076768758	0.0975834548457
a31	0.0186827807031	0.017170078509	0.0259403518826	0.161491579664	0.0629447346117	0.536830438693	0.176940036249
</S>	0.0144096382693	0.0122959374999	0.0153873883689	0.134276292168	0.0623303830079	0.510566594346	0.250733783875
