 	stava	ancora	cucinando	</S>
a8	0.305810869923	0.3257291651	0.214602736658	0.153857235866
a46	0.337897974194	0.24686327006	0.233734569227	0.181504188498
a24	0.453993644533	0.142102814267	0.19788215361	0.206021396707
a37	0.530922142088	0.057942332029	0.183803325762	0.227332203699
a20	0.494969395649	0.0345681718717	0.233487562025	0.236974862474
a31	0.490276752475	0.0314467504419	0.247165650128	0.231110842123
a37	0.478857260974	0.0382616951071	0.257008512873	0.225872519166
a31	0.411322039117	0.0850979559458	0.267245899464	0.236334096275
a20	0.284826237348	0.101063479927	0.3426378525	0.271472430052
a31	0.158780879714	0.0904413490384	0.408017096807	0.342760674551
a6	0.108152751974	0.0951548095651	0.427992684271	0.36869975285
a31	0.0968182900182	0.0689722720982	0.427443621843	0.40676582355
a20	0.0944373725693	0.0674064074831	0.431767201844	0.406389032383
a46	0.046401183878	0.0620251538845	0.50552300467	0.386050660794
a31	0.0257413599643	0.0303527086751	0.471913223132	0.471992695265
</S>	0.0220655459151	0.0177889231461	0.434780014096	0.525365495933
