 	lo	posso	finire	di	scrivere	</S>
a20	0.214688848472	0.188847557249	0.225336443091	0.0679212987932	0.165140412126	0.138065443339
a31	0.0834228951342	0.229575362927	0.306806521764	0.0833707046867	0.178099233967	0.118725285369
a39	0.0990619817496	0.19053638585	0.31741035448	0.0748877782599	0.226717739147	0.0913857676406
a24	0.218921505432	0.159777249562	0.235814361706	0.0344986580553	0.244011471682	0.106976761139
a18	0.319202754284	0.12114401973	0.15914041228	0.021481648924	0.252173130667	0.126858032162
a24	0.329940893528	0.104059543026	0.106964311184	0.0205387623509	0.316111023996	0.122385451919
a31	0.319589037035	0.0732985453883	0.0998842273947	0.0347519269076	0.382642111565	0.0898341398853
a20	0.246120275885	0.0501262294083	0.0978307808026	0.0534563527672	0.483824310288	0.0686420437284
a31	0.109680642586	0.0479493311517	0.0783513849019	0.0684974308097	0.607124698763	0.0883964969361
a1	0.0506074236954	0.0618037971003	0.0827039265051	0.0652234374812	0.639438124454	0.100223276485
a31	0.0266467932064	0.0657937726893	0.0592280259767	0.0410965451303	0.650060515685	0.157174340468
</S>	0.0148261738896	0.0457908163245	0.0428053916891	0.031748776937	0.659290897843	0.205537938234
