 	mi	si	gonfiò	il	dito	</S>
a41	0.524527735407	0.0254186014766	0.130175564915	0.08198081071	0.160444796656	0.0774524711494
a20	0.471306493435	0.0752368222255	0.114206845644	0.06886622549	0.191520384256	0.0788632118361
a39	0.372088397745	0.0979596311779	0.164671646286	0.0761346524567	0.234456335083	0.0546893270748
a31	0.319799403987	0.112456101381	0.122932273249	0.130750763992	0.256340342599	0.057721113141
a37	0.240569127307	0.204444936323	0.0483019658232	0.124223763697	0.266161969124	0.116298243211
a21	0.145003261922	0.284683272657	0.0172607616822	0.048864498179	0.313864841255	0.190323358878
a38	0.095225656174	0.281478775601	0.0113519830025	0.0335106309397	0.393733036298	0.184699912219
a18	0.0842359149447	0.235225898098	0.00970985375106	0.0291282977066	0.446030699433	0.195669351304
a46	0.0819529483816	0.171310459147	0.00836869431751	0.0228484132089	0.532528843144	0.182990660666
a31	0.0895252746605	0.173175578829	0.0117568768462	0.0277947339563	0.567371498046	0.130376052595
a20	0.101307493418	0.180759227307	0.0239608756976	0.0497211909514	0.510720380347	0.133530837821
a46	0.079242047426	0.129720055676	0.03561224966	0.0773567842125	0.538110615449	0.139958247256
a31	0.054843447164	0.139439268039	0.0260847726862	0.0676477738468	0.523039303816	0.188945434532
a8	0.0480960218631	0.126562421963	0.0428916192258	0.0789305791943	0.511666256605	0.191853090377
a31	0.0729884493602	0.0891425071473	0.0481894993609	0.0828395846648	0.477713288255	0.229126665212
</S>	0.0955127988761	0.0858647743937	0.0267585800301	0.0583444510344	0.416636864208	0.316882536636
