 	quella	famiglia	non	ha	da	mangiare	</S>
a20	0.138167752269	0.373639215979	0.0809880787266	0.0125375679113	0.0803601273269	0.229018282141	0.0852889942018
a31	0.0772834599941	0.327776125599	0.179507595543	0.0356997654909	0.103612241243	0.236960215616	0.0391606085311
a37	0.0997929752041	0.30955708149	0.188452706254	0.0492167596491	0.0659102764792	0.26476873395	0.0223014691925
a31	0.158141220232	0.301024159711	0.195322982188	0.0407733516526	0.0297796474449	0.26538098072	0.00957765589226
a13	0.181772354966	0.255226805521	0.236622653283	0.0418902863138	0.0249675045275	0.253980580375	0.00553981131812
a31	0.197819382111	0.244992193838	0.162036791631	0.0456646032757	0.0444187419348	0.301399526431	0.00366875344968
a43	0.179833385094	0.193134125427	0.111544857942	0.0729034386337	0.103421010993	0.334069429868	0.00509373588891
a31	0.111849159493	0.207323214723	0.0959075432743	0.0728661650154	0.114121081195	0.387458520823	0.0104743105879
a20	0.0999067337901	0.209661502757	0.113659463983	0.0363256221127	0.118979078508	0.402327162474	0.0191404228408
a31	0.0923780332136	0.207245842116	0.134485948268	0.0212571457697	0.114871970959	0.366171529518	0.0635895010676
a11	0.0406937583129	0.263181630497	0.129109329636	0.0253991260431	0.0704779260489	0.385597397586	0.0855408015365
a31	0.0248334260287	0.306151666291	0.116193329156	0.0258458995727	0.0569021255209	0.352368702395	0.117704805909
a30	0.0358430730288	0.326432824695	0.0805117816009	0.0397100420735	0.0493546413836	0.333138698412	0.135008908966
a31	0.0425374807494	0.349134456724	0.061994045829	0.0451742762291	0.0455987890243	0.320095382444	0.135465554122
a42	0.0717277059449	0.318166720999	0.0513201202102	0.0180410669694	0.029876996424	0.324699914788	0.186167446441
a20	0.0909301452811	0.253457775444	0.0432214045248	0.0081111864186	0.0291623371622	0.384652668463	0.19046447048
a31	0.056281352454	0.332641982924	0.0359916536732	0.00418084036348	0.0306537857847	0.360206579388	0.180043817513
a20	0.0971086297192	0.274586143098	0.0330986947656	0.00531245792917	0.0277399484452	0.357678039076	0.204476098791
</S>	0.151125203347	0.161657483432	0.02811237233	0.00746314752021	0.0289187545281	0.397234398908	0.225488653295
