 	non	ho	finito	lo	posso	finire	di	scrivere	</S>
a31	0.0170248105666	0.0234717989432	0.0377823513542	0.244796819483	0.155645857182	0.123712142316	0.159586267567	0.231222740879	0.00675721848303
a24	0.0225876356151	0.0386236698688	0.0129639393491	0.186241963799	0.184454701269	0.160756432402	0.118452096312	0.273191860609	0.00272770005519
a28	0.0339072282735	0.0603922572612	0.0130726637243	0.130022471388	0.174827667295	0.212374974857	0.0646050058956	0.306702862511	0.00409486832802
a31	0.0298738144061	0.0578415935923	0.0159505389284	0.12013987018	0.120943281703	0.233353857821	0.10671758181	0.309694566177	0.00548490517112
a8	0.0780007310632	0.0754132803385	0.00871530784539	0.100215486832	0.13233393977	0.192661619953	0.111982263425	0.296134401112	0.00454297673891
a0	0.148850014941	0.117431901199	0.00430333249894	0.0406063298748	0.198562164111	0.177317411386	0.0391980561899	0.268488447459	0.00524234753796
a31	0.148060114809	0.104580756618	0.0112829200449	0.0428038944506	0.177563221356	0.148749501355	0.0435207779633	0.288609880186	0.0348289357387
a39	0.104094289895	0.0775478161068	0.022327464958	0.0516919888249	0.163132412454	0.113150859711	0.0646812510904	0.307252504595	0.0961214113714
a31	0.0547322540393	0.0578006161635	0.0247538622994	0.0482962526636	0.141304371162	0.113118990259	0.0706868735995	0.357118735198	0.132188041283
a8	0.027379020955	0.0372405157006	0.0207959019254	0.0450954668014	0.0857268964903	0.0821644097819	0.0624270668865	0.512101009266	0.127069702227
a31	0.0444413351484	0.0520729824125	0.0231414343531	0.0525696842993	0.0469770284135	0.0408227231395	0.0517383132008	0.517218826422	0.171017662589
a24	0.0558457844665	0.08747633753	0.0275439888233	0.0535356452078	0.0485194501503	0.0277751535218	0.0444161160192	0.390109256807	0.264778271543
a46	0.036461586882	0.0851489053812	0.0285104756507	0.035287887375	0.0657424282435	0.024949595584	0.0322721951553	0.413117041602	0.278509891714
a31	0.026662146755	0.0517983311174	0.0346369836403	0.0419213261349	0.0559434487552	0.0281379253894	0.0360479604642	0.451082817467	0.273769064871
a1	0.0265620781892	0.0477925417408	0.0361112905722	0.0425575647359	0.0513463383755	0.0284509871611	0.0383917417718	0.464736068756	0.26405139039
a31	0.0506818280686	0.058044659791	0.0281432200509	0.0256805065508	0.0386333794439	0.0293093744945	0.0349015883258	0.457384325919	0.27722111673
</S>	0.0759459954423	0.0651670935348	0.0230393013986	0.0187004741625	0.0240261288775	0.0322497440365	0.0336065077657	0.40455964646	0.322705114465
