 	mi	si	gonfiò	il	dito	</S>
a31	0.5154869817	0.0405165576166	0.177649487964	0.119268073588	0.134623709092	0.0124551717762
a11	0.425089295245	0.130244204556	0.134434272997	0.109358426708	0.180265116181	0.0206086786022
a31	0.342145730115	0.173384596796	0.125315256514	0.124625049889	0.210009484467	0.0245198899032
a15	0.315378739706	0.159247562315	0.134418145079	0.120258956476	0.210786305462	0.0599102995689
a31	0.343694713425	0.125316098561	0.155833341325	0.0961749201387	0.203315996973	0.0756649222938
a0	0.322855821974	0.102458668364	0.165264163134	0.0902848769296	0.279404464837	0.0397319996977
a46	0.179369242919	0.12386357907	0.139997385473	0.0970648358599	0.431572801312	0.0281321709092
a31	0.111471353107	0.129905026366	0.0977600943352	0.11595526442	0.481206911767	0.0637013586631
a18	0.0959332080628	0.145277148505	0.0664015258068	0.128775327617	0.477410333319	0.0862024538144
a31	0.0716911741766	0.154880759944	0.040011958859	0.117455203749	0.50673135515	0.109229539465
a24	0.0745596910339	0.152686171184	0.0262379879832	0.0828926336894	0.500943485894	0.162680013622
a28	0.112569062075	0.124394850364	0.032922217856	0.0805659513522	0.489756333565	0.159791564878
a13	0.117022075659	0.115523524294	0.0355199790846	0.0860860391067	0.512690524388	0.133157854917
a20	0.0852967261447	0.134032949139	0.0282398513467	0.0836630617959	0.492341708863	0.176425715512
a17	0.0562627480847	0.151385417309	0.0215851211309	0.0820693598115	0.449635821688	0.239061535817
a39	0.0478250804021	0.153843842786	0.0210320861166	0.0816526850737	0.430048544029	0.265597758239
a20	0.0450238591963	0.141905355408	0.0230103820624	0.0749893996276	0.411330487743	0.303740508613
a31	0.0715534100811	0.113035120617	0.0198294815861	0.0666657510591	0.373945114148	0.354971120271
a41	0.0790277114076	0.099628006465	0.0301808758368	0.0711318578555	0.388992099616	0.331039450824
a8	0.0446140148581	0.122001089192	0.0453519229064	0.0791507474201	0.431792756539	0.277089464341
a37	0.0318954745204	0.141310156774	0.0419768896071	0.0749545444236	0.423104813046	0.28675811658
a8	0.026187946658	0.151815112818	0.0346493236364	0.0663802525198	0.418460679349	0.302506667327
</S>	0.0207788743148	0.15759586341	0.0308579956841	0.0614473276872	0.420458686874	0.308861221663
