 	non	ho	dove	d	andare	</S>
a20	0.0173952283427	0.12605273669	0.48263365336	0.136204529636	0.231355403278	0.0063584440823
a31	0.0221348494745	0.177594168628	0.413874055155	0.0839973921466	0.292928853256	0.0094706710161
a37	0.0835933659851	0.133394080111	0.345112871433	0.0907732167796	0.338518448094	0.00860803059044
a31	0.135115031922	0.0721824406345	0.337037141153	0.0829729325907	0.365802246807	0.00689023520968
a29	0.206760183017	0.0482873426144	0.247648068542	0.0969259976884	0.3944388776	0.00593955833272
a41	0.270248055859	0.0506276802282	0.0962419930355	0.155675383997	0.423699733733	0.00350717145393
a31	0.221859044136	0.0555436420953	0.14502336874	0.116921033954	0.449702310378	0.010950618392
a18	0.129087443476	0.0425366723379	0.160050411207	0.126518068972	0.518478097926	0.023329308368
a31	0.0573840484951	0.0341467792044	0.140594940924	0.182848553669	0.537468716775	0.047556943976
a39	0.0314772851474	0.047225165805	0.133645914192	0.214759827482	0.490855475725	0.0820363221453
a31	0.0155900706522	0.0433433666735	0.10072175961	0.24426153774	0.468257711642	0.127825556982
a8	0.0120514047296	0.0471772480377	0.0882128155497	0.259756898123	0.426816359347	0.165985286361
a31	0.0149069578963	0.0574006279057	0.0697545148036	0.235237791134	0.403813413116	0.218886706874
a8	0.0155542601707	0.085287660389	0.0606816291412	0.175940512794	0.405299780172	0.257236157778
</S>	0.0143911171512	0.12416426642	0.0351048331816	0.158553332966	0.417901291386	0.249885153889
