 	lo	sentii	che	arrivò	</S>
a11	0.0894951527662	0.45606107787	0.080273749139	0.270571728103	0.10359828721
a31	0.0897960342039	0.377666786077	0.0908258604483	0.306983303179	0.134728000982
a28	0.0945971032751	0.342619506153	0.118209485282	0.300262298668	0.144311588006
a37	0.0521847809955	0.356025035289	0.174695218526	0.263785422172	0.153309539127
a20	0.0251543957042	0.364918997246	0.201440734383	0.243436538877	0.165049322251
a31	0.0150291909574	0.445076098485	0.143174561307	0.230571151192	0.166148979237
a1	0.104536566693	0.38072717735	0.0789952491213	0.307370113744	0.128370885536
a0	0.21629010245	0.191803076247	0.0952234406338	0.35385700242	0.142826377385
a17	0.247513863323	0.116709588066	0.0968541010373	0.34011519074	0.19880725233
a31	0.237928684486	0.177160536121	0.0518078957451	0.334145365738	0.198957525853
a0	0.183112421411	0.176654461525	0.0538140381444	0.402731675404	0.183687430572
a46	0.117272492276	0.0704990741978	0.0593070558241	0.567834238468	0.185087153715
a31	0.115930823641	0.123089974061	0.0315041457614	0.512687635823	0.216787417152
a18	0.113022648664	0.138111578997	0.0214201494947	0.499219752541	0.228225873131
a31	0.101087608262	0.0968020903649	0.0174455254692	0.499795808514	0.284868980157
a39	0.0911315040135	0.0816504671682	0.0146103700649	0.502349145571	0.310258514552
a31	0.0849308530773	0.0571881424147	0.013276257049	0.514067291457	0.330537452017
a46	0.0847581679073	0.048725452577	0.0155160504663	0.498843601286	0.352156741172
</S>	0.0561680211274	0.0276519456051	0.0221687815748	0.585354627443	0.308656649836
