 	quando	divento	vecchio	vendo	mia	casa	e	vado	a	vivere	al	mare	</S>
a31	0.0328650746925	0.23617127432	0.174787739091	0.00255870959506	0.00526177898526	0.01169527087	0.0207370931576	0.0674061526367	0.0381688719326	0.0239711405902	0.28124678483	0.103597458718	0.00153265712959
a39	0.032316846906	0.2120615104	0.203026352387	0.00186302442811	0.00446221111188	0.0156433149468	0.0142940144475	0.119291096837	0.0388560757648	0.0634084772492	0.170577961715	0.121196007944	0.00300312339671
a31	0.0258453250396	0.220935873271	0.167530527749	0.00167331249672	0.00184040125758	0.0149961238043	0.0101142742415	0.102601306528	0.0415965337138	0.0743420987107	0.174648589933	0.160582954309	0.00329269393448
a18	0.0397736780131	0.193987358432	0.1201462466	0.0549109060063	0.00247777296802	0.0155171000096	0.0123754698458	0.0490467206888	0.051683749431	0.0492691444992	0.232846208338	0.173474595809	0.00449104818349
a37	0.0895405911496	0.169179674358	0.0588879587647	0.103336951215	0.00627637756716	0.015506786745	0.0186032872161	0.0271541757714	0.0695780711999	0.0503218216576	0.196861725213	0.188314241303	0.00643834425845
a11	0.156683650311	0.1682310531	0.0352311473866	0.0697342466323	0.00747970182249	0.0116121455147	0.0168969097528	0.0217861307323	0.0742392644897	0.0382321006018	0.18820389274	0.206101110756	0.00556866079096
a18	0.184262300588	0.16993406847	0.0382601342029	0.0367214876354	0.00698070783714	0.0122164945143	0.0148493019217	0.0245011211636	0.0706517488142	0.0302318388216	0.173808682599	0.231640157303	0.00594197649987
a31	0.154479146136	0.151900222226	0.091166471611	0.0374383875345	0.00741356851437	0.0130195929357	0.0195744772946	0.0247400724108	0.0693814936001	0.021710856523	0.197307256546	0.204274235085	0.00759424324829
a18	0.0915268717611	0.132556985341	0.150536193337	0.0458774617382	0.00822963592512	0.0142221428415	0.0190250310208	0.0289247809762	0.0515592630173	0.0246576933336	0.191354994918	0.233456722215	0.00807223008683
a46	0.046582927389	0.115300276344	0.169806976848	0.0612940799741	0.0188779322513	0.0174492664127	0.0104157779276	0.0493602754466	0.0324613297975	0.0401937497031	0.133549148424	0.296538476678	0.00816978001688
a31	0.0302989830403	0.117384319604	0.20932768142	0.0543227411107	0.0197559741712	0.018542137827	0.0135778712027	0.0503508667811	0.037676877721	0.033950087072	0.131662378335	0.274708350362	0.00844173527861
a46	0.021684575502	0.102618684057	0.230395498846	0.0455862422306	0.015209710721	0.0215628894389	0.0152276571292	0.0517397524375	0.039475859496	0.0372044021548	0.116410802331	0.29442397688	0.00845995220412
a31	0.0347668737227	0.0774317708521	0.218621071924	0.0526593287019	0.0154829323359	0.0290801309763	0.0112954584787	0.0510077878186	0.0357449721457	0.0375652208555	0.111470567653	0.306303456113	0.0185704424125
a15	0.0380391576113	0.119603054312	0.213838442669	0.0553093044109	0.0172870824222	0.0261781986018	0.00922512733323	0.0277587068445	0.0319809078702	0.0233295667421	0.104861872791	0.310896932994	0.0216916594654
a46	0.0269482667274	0.131867077521	0.205563277797	0.0772392669762	0.0368196868008	0.029548586048	0.00686426349828	0.0244478754978	0.0200024819671	0.0345308095142	0.0668030587692	0.319832817023	0.0195325398971
a31	0.0338395092348	0.111375834237	0.187336952477	0.115134907828	0.0481153917878	0.0374739596645	0.0109486319922	0.0296121407453	0.0277701415072	0.0327507588201	0.0805282403261	0.258575074907	0.026538452104
a13	0.0359130255022	0.133774024754	0.172092464791	0.126019619994	0.0399494310218	0.031696999638	0.012787243927	0.0255059165606	0.0304098153717	0.0241808620179	0.083447710207	0.259989754171	0.0242331367018
a39	0.0306541856874	0.133996563897	0.176473540622	0.121538549836	0.0335046301485	0.0282939509358	0.00921909940744	0.0206301312919	0.0220056808084	0.0266172316102	0.0560548361843	0.301865810454	0.0391458083626
a20	0.0276840785211	0.110863461624	0.172844150525	0.120545869018	0.0267343847045	0.0277395097573	0.00789872107631	0.0222726499244	0.0197309848988	0.0262955883791	0.0540117701614	0.327003875493	0.0563749648349
a46	0.0306114968479	0.0947223100231	0.152579912182	0.103249513212	0.0229361606383	0.0285585595667	0.00760830867925	0.0229166553297	0.0162147050332	0.0274907535955	0.0601246656805	0.367800509031	0.0651864492696
a31	0.0307417972616	0.0656287040364	0.117776139091	0.105088006904	0.0315822533353	0.0609013332637	0.00969233385958	0.0232697987995	0.0145620540165	0.0247186538296	0.0867195742395	0.322990083472	0.106329267097
a24	0.0332904982157	0.0675935391095	0.0947488867123	0.138759850399	0.0311697157663	0.0681958742044	0.0102938910958	0.0244986329074	0.0138244877925	0.0236286982374	0.0932184372858	0.300098860506	0.100678635479
a31	0.0663520984669	0.085280380536	0.0762732875614	0.163579578899	0.0454428000539	0.0428260468475	0.00891250186956	0.0187077395267	0.0101935817838	0.018772698427	0.103793053177	0.261941144281	0.097925088433
a24	0.0802032660113	0.101417715555	0.062086120928	0.170568035342	0.0514870350866	0.0326757159507	0.00847669473939	0.0146633560292	0.00802458827187	0.0196409222576	0.101699589475	0.257772747816	0.0912842052177
a31	0.0893808706335	0.101605808233	0.056117685004	0.180344843762	0.0647056418537	0.0280565461149	0.00897837970295	0.0132241925371	0.00740354761156	0.0206813994168	0.100032900342	0.253633906582	0.0758342826059
a46	0.092011645537	0.0845767041305	0.0495318549447	0.176411621585	0.0772470558086	0.0357790134924	0.00943600585608	0.0152009817908	0.00770781979679	0.0264436573444	0.101906613382	0.213953847994	0.109793180529
a39	0.0747855055286	0.0869304445162	0.04745862138	0.14401939819	0.0510429430366	0.0363984301507	0.0101564142612	0.0180622426367	0.0107570989793	0.0379139641732	0.0849360401481	0.272560574798	0.12497832695
a31	0.0563542106363	0.0670444215074	0.0439738110155	0.120927422685	0.0647712995286	0.0637546953317	0.0175856199508	0.0268090856846	0.0128724999392	0.0344251869211	0.105532259962	0.235966164066	0.149983341717
a37	0.043079762381	0.0608158202922	0.0473934571645	0.146699710851	0.067068839977	0.0718662026752	0.0187690945383	0.0340916523343	0.0120222479935	0.0420657761758	0.0910188968577	0.231306961471	0.133801591792
a18	0.0548680645396	0.0778352496062	0.048464102742	0.161043574139	0.0419942898229	0.0424760765736	0.0130656355093	0.0305803209867	0.0131459178191	0.0536140535155	0.0717634826659	0.292735348952	0.0984138848707
a31	0.0610752463296	0.0705365826702	0.0432261363902	0.130869985035	0.0497036032601	0.0464315684633	0.0141368603412	0.0239950044167	0.0129245410428	0.0419862560947	0.0976819392396	0.239200467463	0.16823179361
a20	0.0576020035352	0.0787236260837	0.0422203515908	0.130044093894	0.0475525789879	0.0455295154604	0.0138135779518	0.0219673143272	0.0105576596827	0.043275654948	0.0931360325442	0.220283384328	0.195294184363
a18	0.0548275636707	0.0924020699031	0.0435437019279	0.133481403298	0.0398308427348	0.0375826106324	0.011971292969	0.0243621060155	0.011958255772	0.0570606828558	0.0802870054321	0.265625406083	0.147067047768
a31	0.0431697483465	0.0660579113752	0.0409977440264	0.109259457302	0.0498182470174	0.0637558540117	0.0162278378104	0.0232214118566	0.0127051377653	0.0467894056459	0.106082601214	0.228515836228	0.193398811343
a1	0.0368825164218	0.065459718898	0.0416820498581	0.110270803992	0.0488169240268	0.0720899207382	0.0166631419886	0.0236955830307	0.0117619284515	0.0490454258908	0.0996489063437	0.221300578409	0.202682513074
