 	sapeva	che	fa	freddo	e	non	aveva	di	nuotare	</S>
a31	0.122157830687	0.0801749231881	0.0113187471687	0.105439951511	0.134895399523	0.144901392504	0.0314698519299	0.200686588547	0.151684622059	0.0172706983309
a20	0.109920944499	0.0916305179031	0.0144520483773	0.160902821489	0.0880971046442	0.175841285277	0.0222810232581	0.153670458256	0.166018655659	0.0171851384178
a31	0.0464633400152	0.153095098953	0.00853625362405	0.13863154414	0.043759266721	0.223609262551	0.0247156926075	0.127097170588	0.219382951698	0.0147094111868
a29	0.0368400968813	0.19314881379	0.0190424130843	0.130777291515	0.0243910513611	0.158052586964	0.0390477503935	0.141055314222	0.241088217491	0.0165564580253
a15	0.063449862692	0.23193938277	0.028582895341	0.174429978354	0.0164797987866	0.0768979972762	0.0436359561681	0.125081193961	0.210469892588	0.0290330262236
a31	0.140066101478	0.198177586205	0.0261596845176	0.176773022241	0.0178909178686	0.0403533718301	0.0276251040595	0.0947875826233	0.255612915323	0.022553706019
a18	0.175084981145	0.159247605223	0.0209740832592	0.162149520748	0.0281486629569	0.0360973450496	0.0180597187154	0.0698097700522	0.298818043019	0.0316102640833
a46	0.148344579551	0.15243534541	0.0150997354945	0.154327656903	0.0267550735397	0.0515628852371	0.0240998356176	0.0699435268418	0.306324725549	0.0511066173786
a31	0.180628602065	0.103093698115	0.0190447538306	0.134531549324	0.0323125678027	0.0797332409573	0.0190104221844	0.0539594045479	0.339121388922	0.038564361277
a37	0.171236802117	0.0865743844892	0.0196828139616	0.12476216777	0.0317430366634	0.0869927392264	0.0132101417494	0.039537767292	0.37721091183	0.0490492296359
a31	0.140255064142	0.085318294488	0.016221220666	0.129753655489	0.0275596289527	0.0797953519273	0.0130564802429	0.0400729390707	0.382143787143	0.085823572396
a41	0.120387839685	0.0744085609039	0.0194311467765	0.119487241549	0.0253221900843	0.0805754655729	0.0119679058983	0.0515886810662	0.386273000748	0.110557962863
a31	0.0688707103613	0.0811918032219	0.0205529174346	0.125788327821	0.0287083610106	0.0775249858727	0.011925308517	0.0601591008164	0.374390688303	0.150887781884
a3	0.0434927386064	0.0808004177835	0.026808242123	0.11693591926	0.0299896544125	0.0736580105824	0.00953828256158	0.0697287020965	0.366910811134	0.18213720869
a31	0.0292291680878	0.101897224335	0.0344699147179	0.109353547479	0.0263373060182	0.0568152380833	0.00755957880549	0.0730857981379	0.365586804464	0.195665414085
a23	0.0420313254619	0.109683508832	0.0363563060645	0.0959625628963	0.0295178809168	0.0465824387449	0.00970791046308	0.0685902749493	0.299727855981	0.261839925476
a29	0.0472835674476	0.13086562871	0.0432741276889	0.0534175402705	0.0305134969872	0.0492496868611	0.00958995702128	0.0674263893176	0.280777714854	0.287601878345
a46	0.0458899938136	0.12368278259	0.0454948213112	0.0382139577774	0.0393363477802	0.0596614415985	0.0284010616665	0.0612126478475	0.267170983705	0.290935956568
a23	0.0443616075363	0.0834903303026	0.0474657118329	0.0388210001518	0.0669257419861	0.0573146890423	0.0351701792628	0.0552730842198	0.229951580968	0.341226077189
</S>	0.0336044778475	0.0820624964894	0.0498190232984	0.0412519162534	0.0903344220556	0.0459110734258	0.0200384127137	0.0530474704599	0.224331116484	0.359599595095
