 	non	deve	magniare	la	sera	</S>
a20	0.31811467131	0.0330401858834	0.19223723695	0.097717249394	0.117759061718	0.241131598379
a31	0.147462416697	0.0333311056354	0.258268591266	0.138480537454	0.163381613504	0.25907574558
a18	0.25549198278	0.0170369735671	0.153100242625	0.113117720427	0.151227120524	0.310025961463
a37	0.464647364597	0.0152203697733	0.0524525326682	0.0572335961178	0.122187992638	0.288258140136
a18	0.434073390878	0.0157978002397	0.0241573846846	0.105665835198	0.165093627469	0.25521196418
a31	0.386628574283	0.0133155109995	0.0143639529388	0.228485062265	0.171591120582	0.185615755755
a13	0.302705345668	0.00913610974898	0.00889898257295	0.307214598288	0.208974268221	0.163070666407
a31	0.202109526176	0.0105119775402	0.00843446417845	0.329968570029	0.28332494274	0.165650498869
a17	0.147639724231	0.0179572952263	0.011573785378	0.264515822103	0.354130143913	0.20418322609
</S>	0.0763068453334	0.0244189707283	0.0157765862795	0.189576203592	0.439314353956	0.254607053645
