 	hai	già	mangiato	</S>
a38	0.147911541925	0.443445994553	0.32971153327	0.078930924264
a31	0.142024423796	0.355910316382	0.399654497307	0.102410754177
a20	0.149923496769	0.346816959068	0.421515771606	0.0817437641907
a31	0.147765615187	0.349206384488	0.452269551135	0.0507584406934
a27	0.0992731205434	0.352389731375	0.522536349312	0.025800797009
a31	0.0938125045322	0.368593879606	0.517697063904	0.019896551719
a20	0.0681953052595	0.315158044332	0.536028274101	0.0806183688997
a31	0.0487484305063	0.255063187693	0.507509235434	0.188679134713
a39	0.0794498823542	0.230818924571	0.431683314545	0.258047877318
a20	0.127757248025	0.185149848443	0.390816829848	0.296276067306
a10	0.177333066586	0.143323469064	0.353288030089	0.326055419176
</S>	0.213121626833	0.112999886835	0.333763880755	0.340114595599
