 	Maria	ora	sta	vicino	a	me	ma	sta	dormendo	</S>
a31	0.0657671746177	0.234186434154	0.0533288423831	0.0703841804161	0.118518490926	0.00903369519247	0.281673068618	0.154022108698	0.010385924085	0.00270010467357
a1	0.0670071349945	0.186609790548	0.05736916327	0.0919481368934	0.114532224588	0.00485932072763	0.279682785493	0.126547338163	0.0510665643453	0.0203775566387
a31	0.0314476572353	0.188144334916	0.0324496918211	0.0592418475876	0.154549670721	0.0280447170766	0.227320971708	0.161450247298	0.0915924663291	0.0257583986169
a24	0.030410552251	0.187677344303	0.027004267279	0.029014913513	0.152083532083	0.0877749443748	0.181037291291	0.186104892153	0.0992505331757	0.0196417309847
a31	0.0460482435848	0.174340442754	0.0252068061395	0.0201159268491	0.121102401911	0.179209989564	0.138075520425	0.158598245172	0.119660242212	0.0176421997214
a37	0.0708441747027	0.175675395645	0.0195331551663	0.0176436596605	0.0887271489452	0.204312786692	0.127687505458	0.133039966455	0.130515298235	0.0320209281981
a31	0.106911994143	0.147544961812	0.0167677242405	0.029569637747	0.0687537354855	0.181873819056	0.149142659032	0.12580500488	0.136082036916	0.0375484386104
a17	0.109254155189	0.145442705465	0.0193489024501	0.0335408295822	0.0531635207642	0.15891730999	0.16711606636	0.133604009461	0.139692617346	0.0399199108478
a31	0.116429253207	0.137186420705	0.0298766648526	0.0732234349851	0.0597909644883	0.0973347231611	0.190928416125	0.139099950412	0.11394353716	0.0421866564278
a20	0.14148055157	0.104034456036	0.035372127775	0.087091481113	0.054651724115	0.0585886028548	0.224579210232	0.145103034171	0.103168831884	0.0459299942885
a17	0.162099558809	0.111569073529	0.0438258227399	0.0488391163157	0.0367165049141	0.0401412214843	0.234944863935	0.0938591282556	0.123953884887	0.104050838741
a20	0.179907862771	0.143176840263	0.051263943194	0.0366232632539	0.0334063909478	0.0248938917832	0.16602379964	0.0707085327023	0.138657592592	0.155337890784
a8	0.179608495158	0.160702885603	0.0490806589221	0.034818788244	0.0339700886693	0.0184989434758	0.108630325652	0.0568448000078	0.159271701308	0.198573321859
a31	0.121604981228	0.185200700881	0.0566896316886	0.0578372463945	0.0495202585336	0.0157463906047	0.0976658148785	0.105442318691	0.12736534778	0.182927313542
a37	0.0975965282795	0.212184026906	0.0668098144227	0.0747491971912	0.0542182663037	0.0161817815654	0.0934889548662	0.120906304356	0.0919966926268	0.171868426313
a13	0.138546320175	0.190075774824	0.0677377626097	0.0597325599416	0.0341231040906	0.0168119854578	0.0677052726137	0.0830246048287	0.1245127437	0.217729854157
a31	0.100650001072	0.200354508421	0.0657730232706	0.0608229751454	0.0226220564138	0.0126969859689	0.0908640982042	0.115638600052	0.113037116111	0.217540612006
a20	0.0783072112723	0.190570460713	0.0612063225433	0.0585712889318	0.0248968101195	0.0118388759239	0.134485084075	0.126209360134	0.111120524335	0.202794051674
a31	0.0743338696155	0.160440553727	0.0616726833932	0.0890708297341	0.0220841463855	0.0129102605152	0.137884721844	0.129217326264	0.121679573771	0.190706039317
a28	0.0698781983813	0.175499072568	0.0750300032366	0.100761030352	0.0191185766188	0.0145265493621	0.118705790544	0.128928372101	0.110529353993	0.187023060882
a31	0.0774460841069	0.178279046147	0.0730798606954	0.10747908229	0.0177588800498	0.0174834644931	0.0960246298425	0.129395787257	0.100975221481	0.202077951904
a17	0.0865353319017	0.158939156908	0.0678423051666	0.114688199162	0.0176969670823	0.0195962778576	0.101568173788	0.131392144469	0.0985897754505	0.20315168036
a31	0.0958311179197	0.146946261779	0.0648653949768	0.126750166304	0.0179512830608	0.0252842077592	0.0902413542877	0.131396460356	0.0887635194468	0.21197025094
a8	0.106511247705	0.123671644847	0.0563134937632	0.139249394613	0.0189936234264	0.0264855947013	0.0811107338819	0.130321918245	0.0974960086056	0.219846354193
a31	0.104686028211	0.120285934398	0.0567863659113	0.159485818529	0.0199303138255	0.0306924938761	0.0742227474186	0.125369526034	0.0961232341957	0.212417553166
a46	0.101772262525	0.120215647472	0.0536330221448	0.162444319461	0.0192718531871	0.0314255524147	0.0699847691239	0.124158870483	0.0973985667924	0.219695149611
a28	0.122395547849	0.1480300311	0.0597863768568	0.0940762703486	0.0226070897173	0.0325526765838	0.0768480431745	0.0787823579667	0.133133189997	0.23178843453
a31	0.0846459035701	0.163427988765	0.0671057705707	0.134062952049	0.0186488115118	0.0402598532712	0.059616842523	0.0938504057212	0.105034842124	0.23334665975
a37	0.0737976701938	0.123775964591	0.0626814419281	0.148055413377	0.0193337921809	0.0353726641004	0.103440362969	0.110970772527	0.0991589934995	0.223412939697
a24	0.121222567512	0.118895402613	0.0627584128924	0.0849073758351	0.0215126622008	0.0326944572104	0.112434093113	0.0937704665263	0.127265398466	0.224539149832
a20	0.138235334717	0.140547259197	0.0682649789915	0.0569985721371	0.0188602057235	0.0359615240649	0.0730382322443	0.0906570197794	0.136939572521	0.240497282117
</S>	0.129234342768	0.148057317091	0.0699825396142	0.0490496394189	0.0165797289845	0.0364277272439	0.0703750142762	0.0874127655197	0.142923410661	0.249957501959
