 	Marika	cerca	una	macchina	che	consuma	fa	poco	consumo	in	benzina	</S>
a31	0.0416177137687	0.0726212507496	0.133273589259	0.0964563735666	0.0318700894795	0.097480975392	0.0343029295325	0.0175180512558	0.164214472839	0.0659577284363	0.241035835675	0.00365097946786
a10	0.0887984630696	0.0898925740906	0.109018190213	0.0819490908019	0.0810039162632	0.0764106047727	0.0345842958816	0.0178438632489	0.181134575478	0.0232236315458	0.212057400307	0.00408336801407
a20	0.152270046859	0.0636988834139	0.0415907234616	0.0419899832246	0.112837802295	0.129690920098	0.0129216355451	0.0216730145959	0.180584097263	0.0356235647611	0.200918854287	0.00620047143322
a31	0.132972068899	0.0530709899255	0.0237936920192	0.0788163759945	0.106960536883	0.127107528412	0.0183784305225	0.0502527246503	0.131983027815	0.0402405169274	0.230555198636	0.00586892939731
a20	0.0871566944889	0.0919749888774	0.0200717338357	0.0887619982832	0.139313091569	0.109136684874	0.0203743352578	0.101160679593	0.0635429258502	0.0232454930845	0.245876184073	0.0093852069346
a31	0.0883029796637	0.114073227256	0.0236912892667	0.0995541284621	0.121783729254	0.0971591764905	0.0173260853565	0.103333033802	0.0361029368635	0.0212388229901	0.264210717234	0.0132238857218
a17	0.0672016908307	0.142143595536	0.0251155871548	0.113571166692	0.0921858582816	0.081526221636	0.02056153364	0.104956026969	0.0344427926704	0.0160220024566	0.286758905569	0.0155146109029
a31	0.0234655724302	0.183756693309	0.0172323380846	0.125662269192	0.0804006945415	0.0863982585078	0.0209809349378	0.110316366095	0.0342137520993	0.0144232530662	0.287469426367	0.0156804400388
a26	0.0256151582964	0.179910694077	0.0159861324523	0.118969355903	0.0624027928488	0.106617514991	0.0230354276164	0.0987282861122	0.0550228015242	0.0185112785837	0.277831432351	0.0173691311504
a23	0.068206035816	0.131055331982	0.0240607636097	0.062862137013	0.0583307277229	0.107378436116	0.0330018632212	0.117458665024	0.0779178392417	0.0261148583121	0.261377353375	0.032235990906
a31	0.101734959283	0.124710605343	0.0375309960422	0.0655189695465	0.0546049422629	0.0752184278245	0.0387308278591	0.0891823788731	0.0753672962029	0.0233410349816	0.278366128205	0.0356934432613
a20	0.100727699633	0.112001440508	0.0416658681383	0.0868159132204	0.0673669486336	0.0823504538901	0.0317363280949	0.0651987973908	0.101911210323	0.0239164972657	0.254311310815	0.0319975425964
a31	0.122660340945	0.0651597253212	0.0402743346302	0.100675209876	0.0802747365479	0.081966513356	0.0308512941336	0.0593276477338	0.137794969828	0.0259392808691	0.220297203993	0.0347787538881
