 	non	ti	dimentichiamo	mai	</S>
a8	0.0940500026565	0.29229111796	0.44380344598	0.129506002482	0.040349455842
a31	0.0432092146088	0.215548027344	0.540857933993	0.159836766484	0.0405480631069
a20	0.0384492632353	0.166827856939	0.637967730745	0.139702406769	0.0170527381036
a31	0.0419885196392	0.249887974822	0.561113584115	0.129158697959	0.0178512167623
a13	0.088685412781	0.247195145826	0.51273143893	0.130100905328	0.0212870871008
a31	0.137653730598	0.273957603674	0.454566857596	0.120115456687	0.0137063576934
a13	0.159800352379	0.26468409435	0.377457316472	0.182452833229	0.0156054101286
a1	0.149715531375	0.17875025474	0.305583498602	0.287311512856	0.0786391856759
a31	0.100817342068	0.193969106419	0.332888240725	0.237551043593	0.134774250083
a41	0.0775652812914	0.211275061779	0.340334568172	0.260749746439	0.110075331363
a15	0.0542228629485	0.185884285574	0.297950968217	0.386065630146	0.0758762479823
a13	0.0483959326316	0.167862400379	0.214910080806	0.500239484982	0.0685920932208
a31	0.0571068504079	0.154497411913	0.230239886502	0.438122489527	0.120033334454
a11	0.079599403309	0.143855461611	0.267863651601	0.376964226376	0.131717242199
a31	0.0873025128267	0.117733828597	0.2415852926	0.381205492125	0.172172873028
a46	0.0879239948009	0.0782228464716	0.222380955913	0.416019501375	0.195452692109
a31	0.0767476457796	0.0509483194632	0.176337796418	0.454342343125	0.241623887503
a46	0.0587224822183	0.0302455168641	0.163044853399	0.469039167042	0.278947976434
a31	0.0632520745097	0.0195641187111	0.11758930604	0.496045409014	0.303549097211
</S>	0.0678189679895	0.0149969556155	0.08825529289	0.435687465507	0.393241330306
