 	questo	muro	vuole	uno	specchio	</S>
a31	0.370931209374	0.0308615086407	0.275192717789	0.18894693991	0.101505725409	0.032561872227
a24	0.314559631364	0.11819625117	0.240542836584	0.178444716767	0.125646096139	0.0226104569578
a31	0.264035424521	0.182775488846	0.210786215855	0.152136506748	0.161213480793	0.0290528698887
a41	0.286023453147	0.187514436087	0.147980941539	0.117777770813	0.201951967759	0.0587514123235
a39	0.354242814811	0.165994331141	0.0649030230214	0.0613370674835	0.249420879526	0.104101873309
a43	0.378822985692	0.151063376695	0.0363039611583	0.0421326012409	0.247309925581	0.144367143019
a24	0.332990407947	0.201977126053	0.0212645415343	0.0309152624371	0.233526303527	0.179326352723
a37	0.298773196122	0.244790896133	0.0161368992802	0.0245776077317	0.218978823763	0.196742558123
a20	0.306232669695	0.225990688988	0.0184437630783	0.0152349208871	0.252677432254	0.181420491088
a41	0.300221705379	0.187002389096	0.022973474002	0.0155402098184	0.345169414085	0.129092786549
a18	0.280354899582	0.1517764852	0.0342042482724	0.0204732460901	0.422290654895	0.0909004680697
a31	0.362729157125	0.100751385531	0.029946157391	0.0236786916969	0.366869288536	0.116025340005
a11	0.368758934517	0.08427867034	0.0343722646951	0.0409108508793	0.322927624416	0.148751681936
a31	0.302736965953	0.100502727156	0.0395099059766	0.0575174923141	0.300723519005	0.199009407444
a29	0.282799072366	0.108669908785	0.0458279903208	0.0646633548705	0.274977220268	0.22306246816
a7	0.24079079426	0.0959920104869	0.0620977233184	0.0598781046381	0.318537414823	0.222703955133
a31	0.265893310484	0.0963884220097	0.0433160872672	0.0451547553165	0.282473371494	0.266774056911
a37	0.23045839668	0.0943148656126	0.0489025801344	0.0606763742457	0.291318667651	0.274329140437
a31	0.160143949096	0.0984458102836	0.0571891968234	0.0656103324671	0.312174217277	0.306436517079
a20	0.114213114398	0.0983411654153	0.0652792478915	0.0662445819348	0.330800662819	0.32512124236
</S>	0.0666201119334	0.0833277951987	0.0871815933213	0.0787838502614	0.387184604309	0.29690206388
