 	perché	aveva	lavorato	molto	</S>
a46	0.458946193891	0.100172898255	0.296502520825	0.13359455975	0.0107838293767
a31	0.512680803927	0.0806890427815	0.324908444795	0.0702374525244	0.0114842566612
a17	0.569362866293	0.078039419576	0.273989668605	0.0704020573123	0.00820598733268
a31	0.553519794847	0.0737212219922	0.292125306842	0.071525290687	0.00910840594938
a37	0.471431860029	0.0720182662444	0.326404297932	0.11398093455	0.0161646703467
a31	0.45411564536	0.0518954396605	0.285292994329	0.190610357387	0.0180855761234
a18	0.38110510556	0.0435219568703	0.220262518361	0.333216998065	0.0218934181939
a10	0.261013931973	0.0196761721925	0.196853229082	0.489263356184	0.033193296016
a31	0.223673826599	0.0103665294931	0.215294346077	0.446239006743	0.104426281514
a46	0.216098297605	0.00836101894295	0.185371449882	0.443207332163	0.146961905982
a20	0.223196669123	0.00898058884763	0.143433877907	0.517093191858	0.107295674467
a11	0.226342728267	0.00773064508343	0.124035688667	0.531104936409	0.110785993628
a18	0.216135074694	0.00551224870383	0.118794297934	0.518449752856	0.141108613389
a31	0.206755985374	0.00351068954997	0.105165113233	0.454188142366	0.23038006895
a0	0.200479355309	0.00517382754399	0.134254857106	0.438831184602	0.221260791457
a31	0.201049211365	0.0057582437719	0.139987323721	0.425353492492	0.227851741046
a8	0.167126040834	0.0144387972505	0.137241560926	0.433400799522	0.247792809122
a31	0.151675855471	0.0173655445679	0.150250034486	0.419123916374	0.261584653307
a7	0.134529433913	0.0185249899393	0.169822883037	0.406923011991	0.270199670236
a31	0.122276407861	0.0188767230737	0.18093179718	0.393047461064	0.284867596479
</S>	0.150177096345	0.00970077164086	0.146301066896	0.317156207132	0.376664853939
