 	vuole	vuole	mangiato	caldo	</S>
a37	0.271756619535	0.133195450355	0.17699882329	0.374864717073	0.0431843897235
a31	0.145448093183	0.168708602036	0.282509585044	0.363628897719	0.0397048313851
a41	0.146454504229	0.15524692563	0.307350119835	0.372069050095	0.0188794156272
a31	0.214055252233	0.133880312148	0.273211074264	0.367575474698	0.011277904661
a11	0.220542407646	0.0996160211277	0.224866929287	0.444918109779	0.0100565558279
a20	0.164966127689	0.0495529961711	0.155838283976	0.59070699882	0.0389356205505
a31	0.0847421884283	0.0304943125329	0.101080615765	0.72024832694	0.0634345725882
a18	0.0458550829729	0.0262812943247	0.070868939164	0.661393209513	0.195601472681
a31	0.0267926759224	0.0216794768365	0.0768274697797	0.541523722704	0.333176655747
a20	0.0371197332172	0.0476745818603	0.0860034817748	0.462807973101	0.366394225489
a21	0.0490917731137	0.113193928597	0.0707286837682	0.3500157707	0.416969840536
</S>	0.041244100657	0.146396585075	0.0608432292607	0.31241696705	0.439099121248
