 	forse	stanno	ancora	svegli	</S>
a31	0.126309655997	0.275922035882	0.26651483901	0.279965977095	0.0512874945899
a10	0.0953668485075	0.317364213251	0.205205190323	0.323345150692	0.058718609832
a20	0.101841542098	0.385347638304	0.169624400798	0.299924968857	0.0432614683951
a31	0.150952920347	0.329442200357	0.234356214941	0.261459505619	0.0237891753494
a18	0.187788305008	0.216529897432	0.285188481578	0.27747318654	0.0330201397205
a31	0.151609211066	0.131092374987	0.331234644116	0.339317582847	0.0467461806205
a35	0.0889533663181	0.111625363066	0.340272479031	0.385422548549	0.0737262386142
a31	0.0858276150294	0.112813815809	0.269660913784	0.391643147516	0.140054508475
a10	0.0868594485061	0.13199153835	0.17889948496	0.376355092132	0.225894442265
a20	0.104558155011	0.139357589135	0.102396274919	0.352389406004	0.301298574548
a29	0.115698106145	0.124516580834	0.0706623975565	0.352272084848	0.336850817803
a20	0.0926045057527	0.129888714163	0.0563148793232	0.347037395186	0.374154483021
a31	0.0847462482188	0.104554121858	0.0424141798644	0.340696122387	0.427589314874
a28	0.0644436897442	0.136932299484	0.0468549746938	0.317543842872	0.434225196471
a8	0.0544837387152	0.167583101529	0.0687037388302	0.284157974287	0.42507143545
a21	0.060739711238	0.138805526235	0.0745893365588	0.277211680735	0.448653729197
</S>	0.0599060699614	0.122096161352	0.073933085736	0.282955163045	0.461109507998
