 	noi	ti	amiamo	a	te	di	pocchi	giorni	e	non	ti	possiamo	dimenticare	mai	di	questo	che	trocammo	bene	a	te	</S>
a31	0.0899963175822	0.113214791213	0.121730474404	0.032427647795	0.0127459039944	0.0246341801803	0.129882256038	0.00763206998999	0.0036519628961	0.0180403252115	0.0606261940616	0.0228987935792	0.0947498649607	0.0160035363663	0.0119807982773	0.0114324746008	0.0147611118232	0.00370236000763	0.0661908863299	0.099198720458	0.0137497864187	0.030749541883
a11	0.0848787269539	0.0996382670821	0.174234791142	0.0329823500039	0.0140252828887	0.0252966521459	0.0503259842613	0.00548083257554	0.0033499805569	0.0102458887303	0.0345343308498	0.0408057160951	0.130088453779	0.0112180997307	0.00891306868919	0.0104508778663	0.0104645458317	0.0101735352952	0.0717663284515	0.0839202668842	0.0107280823099	0.0764779303778
a23	0.0316513265113	0.0612265485538	0.203773547745	0.0332079694889	0.0557877824499	0.0167477655613	0.0326182858324	0.00324698272183	0.00185354133077	0.00479879505356	0.0150612375175	0.0832613516088	0.106053077956	0.0107072116925	0.00841192607972	0.0489450384852	0.0123621733542	0.0122230575096	0.0709466280517	0.0383060242559	0.00727629854986	0.141533421092
a46	0.0124735616731	0.0369581019809	0.162072256742	0.0376858876463	0.115937682177	0.0186048922474	0.0375704592308	0.00694841910061	0.00238987522959	0.00637738107198	0.0149319392438	0.104386003358	0.0611489209898	0.0148522477117	0.00942719433819	0.0935876338234	0.0147156924726	0.0113105915183	0.0260329730203	0.0479187285602	0.00640862339862	0.158260954624
a8	0.0146364140102	0.0260604323571	0.146008205553	0.0400371374794	0.0916067150167	0.0212283994729	0.0350675005503	0.0314591474909	0.0044535928572	0.0114631917962	0.0303999526229	0.0893933106822	0.0415459467657	0.0186079428679	0.00716980020797	0.0659961275518	0.009626927109	0.0216171710731	0.0135330255885	0.0833726761723	0.0360077301368	0.160708685146
a31	0.0222118640819	0.0760389932079	0.0979883488099	0.0503954437838	0.0427612095516	0.0196507072246	0.0814095189268	0.0382047681398	0.0046578669444	0.0100430882931	0.0307802682143	0.0543664632014	0.0265042969065	0.0147066173876	0.0054539382231	0.0462508651449	0.00728906268013	0.0410975388876	0.0147438964599	0.142347095334	0.0546468026074	0.118451365915
a20	0.0681256930438	0.0940311260623	0.057292181084	0.043641011247	0.0271328388668	0.0219051685837	0.130683704529	0.0504272568568	0.0032634482476	0.0075955326098	0.0175076851408	0.0377256410253	0.0242181394391	0.0205909917605	0.0197640095311	0.0439890474089	0.0102577772547	0.0365963343136	0.013842514098	0.126486357385	0.0316158607193	0.113307674418
a31	0.125067352142	0.0579082631938	0.0565497790327	0.0439176112914	0.0259992861733	0.0248367985721	0.0951521227863	0.0538353644689	0.00526599051533	0.014221735055	0.0175446314429	0.0374571605041	0.0300571945903	0.030305172262	0.0340427506906	0.0246236872197	0.0176153190904	0.0511125894625	0.0118447047948	0.11127773372	0.0256057580171	0.105758994771
a39	0.13628530878	0.0399274782987	0.055614932833	0.0461882235525	0.0219076719446	0.0473403842065	0.0445569220446	0.06952436415	0.00658879663184	0.016717556903	0.01771932331	0.0384199699795	0.0431790913459	0.039175424908	0.0405510383299	0.0134214771658	0.019503241894	0.0573489586995	0.0132544426849	0.105303533269	0.0239738115485	0.103498072511
a10	0.14460615336	0.033214258837	0.0594575133428	0.0302485723428	0.0145105858851	0.0915884195493	0.0312038200921	0.0810295030963	0.00517564382835	0.0133723703869	0.0146463146092	0.048698755943	0.0564377560363	0.0544280731028	0.0508901656651	0.00737448897533	0.0173560551759	0.0227687793996	0.00955003252473	0.0424947347171	0.0133395220133	0.157608494699
a31	0.120981336737	0.0395088311103	0.0890715792573	0.0615317111376	0.0229524354796	0.100622684606	0.0263718997188	0.038803199693	0.00686869307912	0.0184697122304	0.0198382759116	0.0475711158846	0.0550830651555	0.0516263039988	0.0454675307791	0.00610712283311	0.0178638545466	0.0115492659087	0.00665345400624	0.0779494228455	0.00941007932247	0.125698424248
a8	0.101239779591	0.0374149900603	0.0818238914576	0.0687133374339	0.0208600593092	0.0955262322523	0.0168321029663	0.0214699769655	0.00849027117837	0.021335639415	0.024994036129	0.046863896097	0.0636265075317	0.0536750449863	0.0502546718741	0.00696884813837	0.0191168690695	0.0114205907814	0.00701581943332	0.0859418715714	0.0333268725828	0.123088671719
a31	0.112096127578	0.0375439653603	0.0478488989737	0.0312626193313	0.0131162468259	0.0943713481678	0.0563698977914	0.0148819838325	0.00779363140479	0.0235480883125	0.0256574218338	0.0460864659043	0.0664080771035	0.0554611260362	0.0535700714683	0.0242472211288	0.019524420601	0.00945781175357	0.00669718445421	0.0911828805351	0.0407675921429	0.122106900807
a20	0.108928296905	0.0407371265945	0.0354880061714	0.0175420449898	0.0106135650021	0.11599732082	0.0752516059985	0.0481500230846	0.0068190779866	0.023876823757	0.0216637245771	0.0418500445555	0.0571139872268	0.0546154416494	0.0471763490873	0.0310994013335	0.0187718797477	0.00628605948236	0.00595699389252	0.0920543147726	0.0182049017877	0.1218029965
a31	0.101389417667	0.0414301710666	0.0337944730993	0.0145936700993	0.0116740553298	0.115186610593	0.0742692266458	0.0596850116122	0.00606358192187	0.0237036059797	0.0185790288068	0.0392221130502	0.0515738238473	0.0547726474312	0.046749897292	0.0407714394526	0.0185006542948	0.00505585762531	0.00586937718372	0.0913352805014	0.0103476612152	0.135432374051
a20	0.0947097916142	0.0413140487549	0.0319108291407	0.0127063521191	0.0126338961956	0.11059205051	0.0802471895109	0.0662536128564	0.00523537937596	0.0231930536546	0.0166453646483	0.0365731429805	0.0487320703294	0.0534441236545	0.0449903510802	0.0448109249059	0.0177484589127	0.00473092413089	0.00644449995845	0.0912833221087	0.00740861618855	0.148391976122
a0	0.075987931213	0.0391411914043	0.0221637102678	0.0089751543797	0.0122437403378	0.101737193013	0.0881623000563	0.0901164396739	0.00426980215999	0.0163778121249	0.0107010155781	0.0327652451827	0.0454011203512	0.0625105476152	0.0462410519619	0.0316799376999	0.0154135547922	0.00624381812101	0.00667640948085	0.0336670073962	0.00731344066981	0.242211559974
a20	0.054561066618	0.035302441944	0.0203824201509	0.00802863426923	0.0158463767688	0.056681436511	0.103079364309	0.0866043184626	0.004770718016	0.0154794286203	0.00946582537337	0.0280912025434	0.038536489578	0.0576077566946	0.0382574248191	0.0400312085285	0.0137577992983	0.00865149122875	0.0169246549246	0.0227862043497	0.00935404182487	0.315799687688
