 	guardate	che	il	ladro	che	il	ladro	è	entrato	da	qui	che	ci	sono	i	segni	</S>
a31	0.0957923307803	0.181443288393	0.0271897181639	0.0122715741367	0.028035592401	0.0404083715228	0.0668674208542	0.0044814113769	0.0087600530036	0.0087101468896	0.0884903405117	0.0153514821921	0.183566224686	0.00786998463802	0.073590983628	0.111117865203	0.0460532462233
a11	0.137307129739	0.177682020729	0.0377858216983	0.0407999905759	0.0405643860163	0.0420412880738	0.0551131501399	0.0116576056273	0.0100409300654	0.0177055150783	0.0700070152912	0.0194332357334	0.127313449701	0.00891847435808	0.071416152394	0.0421913179256	0.090022553292
a37	0.126951229392	0.146662009578	0.0455935108545	0.0878464661418	0.0300754477046	0.0202934533499	0.0458211800902	0.0171909621266	0.0133948449598	0.0278403544201	0.052576878348	0.0269722328045	0.104592370998	0.0220087251568	0.0732031437803	0.0257781440051	0.133199064233
a28	0.112089666898	0.116155786699	0.0392550623328	0.136213483124	0.0192283431377	0.017698964	0.0398640486167	0.0193681550087	0.014949925925	0.038889182238	0.0277171787148	0.0363594214794	0.088331732256	0.0382313538161	0.0945195388832	0.0236706104899	0.137457549919
a31	0.119223502195	0.0926349402374	0.0427710671663	0.110907136671	0.0207521396659	0.0229118495729	0.0381269564428	0.0160871756405	0.0111193577805	0.0341947541038	0.0134975766592	0.0319279382351	0.0472379846376	0.0346662938374	0.14285122753	0.107044900614	0.114045221135
a21	0.141361272202	0.0655234220007	0.0364840872694	0.103553597039	0.0186888831689	0.0212168324906	0.0592531523438	0.015283177745	0.00836683975672	0.0375822855741	0.00911847160293	0.0364920334181	0.0219234341028	0.0264875220811	0.143746242576	0.134103723313	0.120815052116
a31	0.177069006189	0.0396549522774	0.0217141794151	0.10950044893	0.0139103410237	0.0180406075794	0.0633395700576	0.0182060843405	0.00825950558243	0.0433072972642	0.00884493797009	0.0445095104753	0.0176341955313	0.024653860652	0.126269241127	0.145811689622	0.119274582114
a10	0.199119240704	0.025262574901	0.0174737908597	0.0723510428586	0.0159825488741	0.020567296033	0.0707062463935	0.0184295893536	0.0104767474472	0.0406135253498	0.00890214022521	0.0355367298807	0.0257525975146	0.0256370809794	0.125056925882	0.164478742188	0.123653184913
a31	0.227904740378	0.0277661042284	0.0187028882033	0.0530293011033	0.0164433351145	0.026594474218	0.0762697012723	0.0242953202195	0.0128140968372	0.0476731137984	0.0104417411293	0.03985258038	0.0307809863925	0.0198704388658	0.111293616747	0.131373042897	0.124894548177
a3	0.239015280666	0.0287684246904	0.0185292726151	0.040233677379	0.0164143396013	0.0275522944286	0.064102612663	0.025721050384	0.0152345332793	0.0461221405733	0.0119297388982	0.0387229334962	0.0402090927021	0.0102732631165	0.0974706482805	0.152171147905	0.127529593877
a28	0.224123287857	0.0217659550315	0.0134813899957	0.0366517924465	0.0214296170158	0.0279627304959	0.0834300654341	0.0248149248359	0.0203812499979	0.0496905901291	0.0163417380242	0.0354620183638	0.0547190680006	0.00756946807345	0.0519001007649	0.145963755306	0.164312280111
a31	0.244341650555	0.0283184680846	0.0203600880713	0.0267623001947	0.0267212326061	0.0427085498688	0.0720928992453	0.0315182421477	0.0184067751043	0.0499401460248	0.0150825810776	0.0370727484977	0.0395329253586	0.00669052651292	0.0775868168355	0.104354005146	0.158510073426
a20	0.242235240044	0.0252407544157	0.0209427632059	0.0479578712082	0.0245577073862	0.0435645845914	0.0556754615989	0.0371032407769	0.0190568833927	0.049765327432	0.0127543331146	0.0353277257196	0.0346323541607	0.00434102157851	0.0794994170725	0.101415551894	0.16592978415
a0	0.238809369506	0.0233763267926	0.0164536114226	0.0558607485381	0.0173105331221	0.0250136014376	0.0428971346893	0.0349054019113	0.0219524896562	0.0535278481822	0.0145460595078	0.0346754582778	0.0417673383468	0.00426508049679	0.0385163958333	0.137052434193	0.19907018593
a20	0.237694967227	0.0272208730766	0.0155003432043	0.0365222055375	0.019211255964	0.0200357805017	0.0297441452609	0.0404760713299	0.0215083003379	0.0509570248527	0.0133118611901	0.0339132288876	0.0350076891961	0.00754519013155	0.0313149915527	0.170936550095	0.209099539045
a31	0.223144267268	0.0502664748166	0.0196306916762	0.0237164458724	0.0200921512626	0.0273420630606	0.0264028419061	0.0451856734644	0.0172319974916	0.0473340000746	0.0101216328729	0.0333691638836	0.0235141128618	0.007841057339	0.0691998955037	0.139174069526	0.216433472821
a20	0.194801266907	0.0753428837402	0.0258627374274	0.0372989657686	0.0165318310908	0.0284608883213	0.0325361004179	0.038021284114	0.0155342735857	0.0476459847385	0.0101948574098	0.0319944350704	0.0170088835389	0.00521283973295	0.0741643268909	0.112394539055	0.236993904504
a8	0.154950224371	0.0768093159555	0.0263082226399	0.0441069074466	0.0157107528289	0.0194134344031	0.0292483395378	0.032226575979	0.0219556363956	0.0442965966904	0.0129706192413	0.0273219296071	0.031475185053	0.00945987318998	0.044418798437	0.136737919595	0.272589659785
a31	0.125020507079	0.0975509780039	0.054590676079	0.0224970711823	0.0165510762473	0.0217625950015	0.021820689034	0.0357154025067	0.0222200480032	0.0423982443288	0.0133024297054	0.0271648303836	0.0299404926583	0.0100821873461	0.0769028120283	0.0991426444337	0.283337304992
a10	0.100104805293	0.123580812439	0.0654089086247	0.018866563192	0.0185817285334	0.0282572792563	0.0411129842926	0.0375311458739	0.0173150870944	0.0503272208187	0.0122045501821	0.0313374983881	0.0182321613201	0.00537860660217	0.0779291544454	0.0900669155009	0.263764563136
a31	0.130124877125	0.133142326781	0.0473231840029	0.0156594912525	0.0161254797181	0.0271480846201	0.0441430694979	0.0357063496373	0.0133674611801	0.0569652180889	0.00941190974603	0.03638608885	0.0143549625422	0.00390890219826	0.0776286094845	0.0770731528946	0.261530816033
a18	0.119336491628	0.131401419534	0.0438021935257	0.0259607412649	0.0160281108543	0.0224753637458	0.0297445177933	0.0419714864426	0.0151828927644	0.0484354198757	0.0107227395807	0.0305385998169	0.0240735471762	0.00456297657029	0.0773020835842	0.0873791267462	0.271082278991
a31	0.12374131479	0.113593500978	0.0400318381253	0.0288736288727	0.0167880850228	0.0184188033247	0.0224639695494	0.0432629123678	0.0170197548892	0.047630791034	0.0122841512804	0.0296619692122	0.0286373076302	0.00502836399693	0.0777074707931	0.0916977637034	0.283158369357
a37	0.12708653189	0.113857968586	0.0394832462231	0.0287304243365	0.0179465108536	0.0167036056939	0.0267205619445	0.0371927098538	0.0177982640647	0.0455582599295	0.0127700101583	0.0285252042268	0.0239530425895	0.00419950141047	0.0759393418027	0.0948333583701	0.288701454088
a31	0.126504078687	0.113275529631	0.0366115039885	0.0287388527041	0.0175109430049	0.0151279002371	0.0278925566946	0.0347919690786	0.0188409799286	0.0448322684358	0.0138044990458	0.0275336444858	0.023162037251	0.00399712839495	0.0742845916989	0.0963950317324	0.296696476892
a21	0.122200359749	0.107961811532	0.0335981974329	0.0224156266133	0.0156577358793	0.0140587149708	0.0203677380892	0.0403103557062	0.0205319998836	0.0452060583161	0.0149265400623	0.0286506881548	0.0303848029408	0.00557551660578	0.076236202971	0.0895785424621	0.312339103233
a28	0.1023273463	0.131498185521	0.0324014457337	0.020944698664	0.0147571422258	0.0109336139756	0.0202042362904	0.0391591222791	0.0292940582005	0.0332818035895	0.0199997419341	0.017753533508	0.0471874457043	0.00569003450193	0.0364943017437	0.134810451832	0.303262829893
a15	0.123867017079	0.155756459784	0.0318117268707	0.0116529619784	0.0167257551241	0.0112792758399	0.0248846371787	0.0288004227244	0.0259106886328	0.0258610343695	0.0172823780697	0.0119079537891	0.0396209639548	0.00428643252664	0.0237644695346	0.153356514796	0.293231303084
a7	0.125696507239	0.162882367697	0.0325460866063	0.00965366733023	0.0191621537309	0.0139540244526	0.0311769783064	0.0245219302531	0.0202466128876	0.0217607271444	0.0159819711969	0.00877227513346	0.0303350227916	0.00409440094021	0.0227728527382	0.147982958435	0.308459466708
a20	0.110634433415	0.153391207211	0.0323113707145	0.00755337090074	0.0179304903836	0.0139295238475	0.025262658959	0.028975203459	0.0200169551479	0.0192397359328	0.0178450969356	0.00641455056582	0.0497034872219	0.00527986541407	0.0291066989661	0.147649234398	0.314756110523
a31	0.122820938192	0.132129832114	0.0383284562772	0.00538653510233	0.0163852968239	0.0139339987592	0.0171372021227	0.0347893377114	0.0182472056327	0.0279667896495	0.0162939138845	0.012825776301	0.049109240312	0.00603160557489	0.0655361450567	0.118269622042	0.304808098774
a28	0.116304973077	0.111738358982	0.036465922509	0.00743814915	0.018357248924	0.0145675531137	0.0205840974918	0.0449283196222	0.015782581585	0.0292242768231	0.0146453651168	0.0157157841327	0.032683264702	0.00775511107716	0.0734376436136	0.128955967792	0.311415377671
a33	0.0824585152131	0.101451201705	0.0270743525421	0.010445995079	0.0205679358727	0.013438034437	0.0207320125855	0.04145933375	0.0171920678993	0.0171753097323	0.0157561336987	0.0110079815089	0.0373297250253	0.0143331928297	0.0496665203112	0.174649149895	0.345262524904
a8	0.0762798861191	0.07713548073	0.0210910480396	0.00851729654683	0.0193487372034	0.0124909080165	0.0126448315217	0.0226515169779	0.0401514892662	0.0180728291023	0.0178803266298	0.0137117954478	0.0318141338484	0.0207130402632	0.0508823587904	0.178292253552	0.378322047015
</S>	0.0618332542872	0.0568727873932	0.0170155926276	0.00733737911617	0.0197701806435	0.0129106692419	0.0106108589566	0.017061373224	0.0585002106764	0.0205409644686	0.0168473953445	0.0163495980471	0.0236724581042	0.0229850985316	0.0530174343952	0.189883868906	0.394790849978
