 	mio	padre	ha	lavorato	sempre	</S>
a23	0.0256838314454	0.208275469289	0.050689732212	0.400580777296	0.232985593706	0.0817846180607
a31	0.0161097358711	0.264029455515	0.0633664474821	0.397318255603	0.187519906702	0.071656227721
a37	0.00829715708508	0.309121261648	0.0710591565444	0.413248609337	0.144316909177	0.05395692
a31	0.00731192203714	0.338089739016	0.0701519991936	0.385149127495	0.146890148426	0.0524070716186
a37	0.0211628407288	0.347019397919	0.101682597555	0.339058950605	0.136162314609	0.0549139029131
a3	0.0747501788083	0.355123005937	0.104889062204	0.241254163442	0.156179927763	0.0678036498755
a31	0.102485124887	0.288815823486	0.0641164235868	0.226589991155	0.218993071605	0.0989995520166
a3	0.0854944823379	0.226902825628	0.0868947132611	0.220821735059	0.25720364249	0.122682591537
a44	0.0646230502304	0.230254684638	0.103029301208	0.188786129153	0.277621568014	0.135685250544
a31	0.0423988669967	0.199260038676	0.0787492435351	0.174441534331	0.347000980071	0.158149322741
a8	0.0396615927117	0.137502004993	0.0647012042289	0.19031203679	0.36953931913	0.19828383212
a31	0.0483533313544	0.0899250244244	0.044033512528	0.18984800717	0.35566027415	0.272179840947
</S>	0.0541701278132	0.0690336184809	0.0397642248544	0.164316494845	0.356219432075	0.316496093763
