 	è	pericoloso	di	nuotare	di	notte	</S>
è	0.9698741	0.0047661583	0.000598101	0.00014049733	0.00022016886	0.0017969171	0.022604182
p	0.8186851	0.16290498	0.015489617	0.0018761918	0.00067054905	2.2399156e-05	0.00035111277
e	0.854977	0.085664645	0.04817352	0.0045986525	0.0063387975	6.212733e-05	0.00018510895
r	0.010426358	0.8988143	0.081989095	0.008392316	0.00026581812	1.0851078e-06	0.000111017325
i	0.10768782	0.8715368	0.010697801	0.002519905	0.007482541	6.999122e-05	5.0587914e-06
k	0.009914912	0.8150062	0.16593945	0.008233092	0.00081457145	2.176062e-06	8.959803e-05
o	0.020274838	0.92553073	0.02161093	0.009403441	0.022434687	0.00068174454	6.3713145e-05
l	0.013467106	0.4332251	0.5253873	0.023200797	0.0042271125	7.878565e-06	0.00048471385
ò	0.0112199355	0.8381938	0.051065326	0.045271568	0.050476555	0.0031961706	0.0005766543
s	0.00084517966	0.04421612	0.630241	0.28716043	0.036283795	0.00034874902	0.0009046957
o	0.007895143	0.21359359	0.2567256	0.43274322	0.087219216	0.0016201737	0.00020313614
n	0.0030003726	0.017812723	0.72866064	0.15761277	0.091109835	0.0006238942	0.0011798067
a	0.02012833	0.08438663	0.04789443	0.7464935	0.045816805	0.054167073	0.0011132376
n	0.004355669	0.01629618	0.38328224	0.113373354	0.47929683	0.0012520266	0.0021437411
a	0.01758056	0.052963972	0.029431487	0.7581893	0.057199348	0.0827082	0.0019270272
r	0.0017409245	0.005225339	0.14294346	0.11533148	0.7262273	0.003936368	0.0045951027
è	0.021949157	0.04538928	0.041071538	0.71270853	0.13479508	0.042976636	0.0011096575
t	0.00063485524	6.0192244e-05	0.03234256	0.45272687	0.43655723	0.05960783	0.018070448
s	0.0018452925	0.0019998823	0.075958826	0.75438654	0.123493224	0.040188197	0.0021279748
i	0.4606763	0.008151506	0.035856623	0.074169785	0.15081696	0.08033607	0.18999279
à	0.00029790358	9.8229924e-05	0.0067272363	0.124187626	0.42846948	0.021527447	0.4186921
t	1.45761705e-05	6.6717835e-06	0.0018113508	0.08139878	0.1223507	0.7785269	0.015890947
s	0.0007089738	0.0018850147	0.013712618	0.3959075	0.18265852	0.40313563	0.001991827
e	0.365495	0.0083955685	0.0058360277	0.01222899	0.12586986	0.34535435	0.1368202
n	0.00011837722	4.1906515e-05	0.0004654091	0.014874114	0.11039755	0.35765165	0.516451
ì	0.001131099	0.0040641334	0.0012626501	0.025408199	0.011534762	0.9442867	0.012312438
t	0.0006037126	2.0359139e-05	0.00010992725	0.0018967803	0.027116682	0.72514397	0.24510863
t	9.003409e-05	0.0011025912	0.0014656559	0.012985524	0.007462843	0.95762223	0.019271187
a	0.006363467	0.0007364112	0.0006127859	0.0019622056	0.009343968	0.66566753	0.31531355
</S>	0.00011347763	1.1140483e-05	1.33383855e-05	0.00041236976	0.00090777647	0.17991295	0.81862897
