 	guardando	le	nuvole	sapevi	che	sta	per	piovere	</S>
k	0.15946966	0.11695303	0.00074767123	0.007157955	0.0076493383	0.06436958	0.15520257	0.18904983	0.2994004
a	0.32249308	0.63063973	0.0014744415	0.023664154	0.0072813313	0.00067135814	0.001021643	0.0002328431	0.012521388
n	0.46594107	0.50763994	0.003605227	0.007059695	0.0037102257	0.000687519	0.0002993392	1.2187156e-05	0.011044787
o	0.0018949888	0.7835052	0.09245227	0.057473596	0.033946488	0.0053928173	0.006757771	0.0028665634	0.015710264
n	0.0255396	0.84300864	0.11115491	0.011674691	0.00607247	0.0022523683	0.00012805074	5.4948787e-06	0.00016376408
ì	0.00014638306	0.029295173	0.9439861	0.008041857	0.008616779	0.0038639933	0.0019036997	0.0004579019	0.0036879873
s	0.001245326	0.5670344	0.29752058	0.09007233	0.030290311	0.013242919	0.00042261364	1.9851963e-05	0.00015167508
o	0.011178142	0.69711554	0.27184927	0.011706195	0.004805979	0.0027018285	0.0003994443	0.00023269358	1.0913636e-05
n	0.0037937919	0.19560015	0.13705413	0.48709655	0.12997562	0.04411608	0.0015830275	4.1150066e-05	0.0007395419
t	5.1570685e-05	0.011286407	0.98333806	0.0029847235	0.0011790955	0.0006964958	0.00026905444	0.00015870019	3.5814548e-05
a	0.2617305	0.22444074	0.13903113	0.3072682	0.038871445	0.002546642	0.0002571806	1.1069051e-05	0.025843183
t	0.00012680341	0.007135913	0.2760283	0.35354996	0.21560067	0.107009836	0.016876133	0.0002451496	0.023427222
e	1.8583287e-05	0.020619774	0.2585647	0.21194144	0.31721285	0.0886906	0.06604497	0.024726423	0.012180679
s	0.0009862276	0.011394314	0.1504879	0.3466566	0.2737579	0.18889989	0.018891484	0.00085644587	0.008069187
m	1.03614475e-05	0.001651422	0.43942168	0.10147486	0.21533939	0.13520055	0.08011544	0.018708657	0.008077648
à	0.009435444	0.04760461	0.28330734	0.4751084	0.097904325	0.008212535	0.0011668559	0.0002799625	0.07698046
n	0.0006023362	0.00030121548	0.036253992	0.06797947	0.03915158	0.055882066	0.09868167	0.0943917	0.606756
t	4.405112e-05	0.011157015	0.92984843	0.025544368	0.01699453	0.011208082	0.0023511606	0.002437016	0.00041528913
e	0.002115078	0.0006622156	0.009194602	0.48370686	0.36965552	0.056772094	0.008624726	0.0002656263	0.069003254
ì	9.595882e-06	2.1750198e-05	0.0040592505	0.02079031	0.12630218	0.38170135	0.2986999	0.03640119	0.1320145
t	3.922798e-06	3.0341946e-05	0.0035666397	0.016203256	0.026682371	0.16472386	0.2532118	0.42800024	0.10757765
s	0.00010456964	0.07982808	0.26748356	0.056371596	0.07888699	0.15157664	0.049528558	0.31318107	0.0030388872
e	0.00051874976	0.0013532023	0.00030016535	0.014264808	0.09239185	0.5158151	0.30698293	0.030099094	0.038274143
r	3.3259655e-06	7.5214725e-06	4.758593e-05	0.00038483524	0.0038556613	0.101904824	0.34684122	0.42164916	0.12530588
e	3.835248e-06	0.011364363	0.0025066196	0.0072781234	0.026468782	0.18597992	0.16149063	0.5960576	0.008850113
k	6.6144656e-07	3.393072e-05	3.170978e-05	0.0002738611	0.0016543966	0.10488387	0.33947214	0.45312446	0.100524925
a	1.1754269e-06	0.0028649382	0.0012369525	0.0048156483	0.018307108	0.19060941	0.24286857	0.5322226	0.007073558
n	1.6544209e-07	3.4954825e-05	1.849095e-05	0.00020715332	0.0010427937	0.06767308	0.2816567	0.5532042	0.09616248
a	8.6206234e-07	0.008505513	0.0004816454	0.0005652034	0.0016891945	0.024664778	0.0526093	0.91027546	0.0012080433
v	2.4612757e-07	0.000100981044	2.7912662e-05	0.00022123742	0.00062002236	0.03419318	0.1948448	0.6522016	0.11778995
r	2.2294087e-06	0.0191952	0.00046972296	0.00074711494	0.0012988701	0.012099627	0.031196127	0.9337117	0.0012793222
è	0.00038650996	0.06443399	0.0013900385	0.0068710325	0.008509395	0.102123484	0.29296827	0.39260975	0.13070756
t	4.2509277e-05	1.7121758e-05	4.014445e-06	3.871745e-06	4.0831114e-06	8.8209126e-05	0.0032328207	0.81648767	0.1801197
s	2.4073208e-06	0.004555078	0.00054185314	0.0024150587	0.0032975597	0.017732495	0.058103938	0.8908661	0.02248556
i	0.0002005456	0.01897181	0.000256793	0.008880989	0.00611522	0.01739799	0.057155933	0.37994707	0.5110737
</S>	4.004055e-06	4.824707e-06	4.16444e-06	2.647281e-06	2.5834156e-06	3.3504573e-05	0.0021990165	0.40009972	0.5976495
