 	vado	cercando	una	macchina	che	consuma	poca	benzina	</S>
p	0.9784557	0.004342819	0.00030483207	8.394129e-05	3.9569088e-05	0.001266334	0.0011139999	0.00028021235	0.014112656
à	0.4497332	0.5481223	0.0012168164	0.00011988691	0.00029644943	0.00014276148	3.335764e-06	3.5262738e-06	0.0003617326
o	0.17810385	0.8182667	0.0022629993	0.000786426	7.4138e-05	3.1233678e-05	1.4386788e-07	2.06595e-07	0.00047438347
c	0.7353801	0.26028207	0.0020330825	0.0002899008	0.0001273374	0.0016797151	2.429227e-05	1.588054e-06	0.00018193021
e	0.71787876	0.27665105	0.0044849175	0.00031479998	0.00022580083	0.0004297759	4.423243e-06	3.5524658e-07	1.01061605e-05
r	0.1615012	0.6868298	0.112513945	0.035896327	0.0025528057	6.104853e-05	6.709685e-07	1.0720487e-07	0.0006440435
k	0.018426167	0.38438845	0.50090075	0.09467498	0.0015571964	9.8138435e-06	1.0266382e-06	2.4808727e-05	1.684438e-05
è	0.5358392	0.32482216	0.09571562	0.039147742	0.00354851	1.458747e-06	5.8041574e-06	1.5191609e-05	0.0009043053
o	0.00059473165	0.38750198	0.47349453	0.12978081	0.007809736	0.00017719259	3.1151785e-06	4.863942e-07	0.00063748955
n	0.00033544117	0.009266692	0.5951076	0.33084846	0.04826323	0.012280242	0.0015311615	0.00016412529	0.0022029704
t	0.010888565	0.033315457	0.6657142	0.2839502	0.0058376854	6.760448e-05	7.1931413e-06	0.00014374599	7.530835e-05
a	0.29193684	0.017335216	0.2684425	0.2973557	0.11718924	2.7832586e-05	8.2793675e-05	5.7773566e-05	0.0075720535
è	0.0003107954	0.010851497	0.5073287	0.35076138	0.122850016	0.0018367979	5.2347288e-05	1.01435335e-05	0.0059982734
n	8.552933e-05	0.030901007	0.7655389	0.18073627	0.01655809	0.0030484097	0.0016474652	0.00074187847	0.00074250274
a	0.0069146273	0.000218256	0.52743566	0.45054895	0.013195535	8.949395e-05	7.1116905e-05	0.0005677523	0.00095863227
m	0.00058683497	0.0012016161	0.24134882	0.47669393	0.23482613	0.03590831	0.006754451	0.0002273353	0.0024524927
à	0.13226676	0.02239682	0.39877722	0.15127923	0.15170036	0.12775603	0.004316397	0.00085822114	0.0106489435
k	0.0007006605	0.0029624505	0.31821638	0.25721064	0.22360247	0.111745	0.060293365	0.0040611243	0.021207882
i	0.011615876	0.00010503831	0.29079813	0.46432033	0.2068561	0.003204814	0.010421139	0.00959006	0.0030886407
n	0.00053710333	0.0020731303	0.068674035	0.21219784	0.38249367	0.20236008	0.0869196	0.005689293	0.039055336
a	0.019556453	0.0033324866	0.2442469	0.5768904	0.09622165	0.00056706136	0.001382414	0.056725614	0.0010769552
k	0.0003076616	0.0026881122	0.027808387	0.065314226	0.30890983	0.25438142	0.28581786	0.012493857	0.042278588
a	0.020745631	0.00090458244	0.14760305	0.5225463	0.22727689	0.001758115	0.0055432743	0.06819361	0.0054286076
k	0.00027146682	0.0026158385	0.01742811	0.025405427	0.1376974	0.26142737	0.461533	0.026960028	0.06666139
u	0.042785596	0.0017659231	0.13126172	0.2528582	0.19453019	0.0030914159	0.025846433	0.34034353	0.0075170784
n	0.000287586	0.00277202	0.012516688	0.013546777	0.06424261	0.19503379	0.56564444	0.04769161	0.09826449
s	0.029486194	0.0029315907	0.11949774	0.056086116	0.048402272	0.002044407	0.032048855	0.70474255	0.004760182
u	0.70922303	0.07102615	0.009639859	0.017400604	0.066753745	0.020806072	0.021349635	0.010614115	0.0731867
m	3.3474174e-05	0.0003325426	0.00036337832	0.00026865042	0.007055921	0.1918947	0.086006336	0.003763326	0.7102816
è	0.018077608	0.0027955745	0.002867997	0.0010700341	0.0074716983	0.43606108	0.1176234	0.03748963	0.37654305
i	0.0010005601	0.00019562151	9.6916076e-05	6.4506545e-05	0.0007797696	0.22333609	0.14158295	0.056382883	0.5765607
o	1.461882e-06	0.00045309222	0.0025880337	0.00092245964	0.0016469546	0.04256773	0.581815	0.2740685	0.09593685
l	5.546721e-06	0.00054098724	0.0010143723	0.00032382552	0.0009540613	0.032642644	0.75020987	0.166814	0.047494765
ì	0.07076552	0.018566098	0.012494036	0.010503826	0.0045648604	0.008594493	0.066565104	0.7993302	0.008615925
b	1.8915522e-05	3.7016292e-05	0.00032639966	7.856822e-05	0.00054630754	0.03658883	0.7867035	0.14833413	0.02736636
e	0.00083429716	9.992111e-05	0.0030288612	0.0011043665	0.009119412	0.01709164	0.48831978	0.41641477	0.06398691
n	1.7791934e-05	0.00015440185	0.0023556317	0.0003756064	0.00051447406	0.0045741145	0.33906087	0.38054532	0.27240178
z	0.00052726903	0.0007670559	0.028896106	0.0026408823	0.0023061032	0.0019624545	0.24482803	0.71053207	0.007539952
ì	0.019246154	0.022871803	0.007304668	0.0055090715	0.0036079348	0.0003136446	0.039692488	0.591153	0.31030127
n	0.004376333	0.0009876897	5.104647e-05	7.3441993e-06	7.1738177e-06	0.0053849635	0.058622044	0.4600967	0.47046673
a	4.3785738e-05	6.734818e-05	0.0019399227	0.00072696054	0.0034935463	0.0049095796	0.29493806	0.4728443	0.22103648
</S>	1.0989558e-05	6.1448525e-05	0.0004334256	0.00014570972	0.00046426113	0.0014344936	0.15774874	0.14119971	0.6985012
