 	sono	stato	sempre	poveretti	</S>
ì	0.98734945	0.00623695	6.598388e-05	0.00010446733	0.006243035
m	0.54038537	0.41351882	0.04478942	0.00041681092	0.00088963937
e	0.9026844	0.091363855	0.0058566844	8.7803935e-05	7.3200836e-06
s	0.30898732	0.54959345	0.13933478	0.00031296542	0.0017715149
t	0.37046152	0.5930129	0.033618927	0.0014115521	0.0014951127
a	0.06999503	0.72052944	0.01486651	0.00046872057	0.19414039
m	0.004282292	0.11973129	0.6548824	0.03531138	0.18579261
m	0.019532343	0.7990238	0.14823152	0.024254076	0.008958256
è	0.0003396009	0.7686353	0.0094369985	0.0005861776	0.22100197
n	0.0105187725	0.0006500453	0.45465103	0.19654785	0.33763236
a	0.37560856	0.26993546	0.30787373	0.029577179	0.017005159
p	0.00029978144	0.0008199763	0.9208632	0.05796632	0.020050868
à	0.009231545	0.0037307104	0.65722495	0.31811413	0.01169866
n	0.026917115	0.00040896217	0.39251986	0.515965	0.06418905
t	0.010900455	0.024281897	0.5890693	0.37195405	0.0037943614
a	0.035821382	0.007681933	0.37190205	0.3676869	0.21690771
t	0.00022280028	8.873474e-06	0.088751405	0.7220489	0.18896803
e	0.002857788	0.00020788383	0.07615171	0.9093186	0.011464003
c	0.00020983347	7.73509e-05	0.07972091	0.67265576	0.24733613
h	5.3644275e-05	5.985384e-06	0.0039895107	0.87671703	0.11923387
ù	0.025979826	0.0016213212	0.33094463	0.37503594	0.2664183
d	0.17581774	0.0002823644	0.0022971889	0.6745352	0.14706752
d	9.753448e-05	0.00030283563	0.0062747207	0.948019	0.04530585
h	0.015563807	0.0010364018	0.005484307	0.10964677	0.8682687
i	0.02286919	0.0008707422	0.00087552343	0.037978	0.9374065
</S>	0.0002163609	6.4237497e-06	0.0002891967	0.15263057	0.8468574
