 	il	morto	vuole	pianto	</S>
t	0.9935056	0.003622542	4.2980264e-05	2.5557025e-05	0.0028032893
o	0.46359733	0.42238295	0.0009988573	0.08729172	0.025729222
n	0.056000464	0.8669925	0.01404724	0.028262915	0.034696914
a	0.039715044	0.15383214	0.022762544	0.39646703	0.38722324
p	0.013722881	0.9699812	0.01486219	0.0010624126	0.00037136645
e	0.026146347	0.057573553	0.09675842	0.41512784	0.40439376
s	0.0033462625	0.96220654	0.029579962	0.004061915	0.0008053782
a	0.026468687	0.076742746	0.44256613	0.3457487	0.10847385
m	0.0014390029	0.9152562	0.07423648	0.008093497	0.0009748981
m	0.013451904	0.4151329	0.03392607	0.5021859	0.035303228
è	0.010578092	0.42387465	0.0072892355	0.070746474	0.4875115
n	0.00042897314	0.06421581	0.08467253	0.44868582	0.40199682
o	0.8499957	0.028626693	0.10122665	0.012664729	0.0074862875
t	0.00014589643	0.0076432675	0.6603512	0.26167035	0.07018923
è	0.011742727	0.0009773131	0.52532005	0.35272464	0.109235264
l	0.0005869861	0.0024660619	0.8212669	0.1259383	0.04974173
i	0.048918582	0.012558288	0.9222851	0.008985632	0.007252542
g	0.0008171324	0.0020277717	0.36180767	0.4625741	0.17277336
l	0.04328765	0.0016169054	0.84421057	0.07808782	0.032797012
e	0.068638794	0.0048793526	0.06530752	0.3938059	0.46736836
m	5.6525776e-05	3.118698e-05	0.0031073098	0.13921562	0.85758936
m	0.0043886947	0.00062134967	0.038031287	0.37573922	0.58121943
è	8.048691e-07	3.4660698e-05	0.0011470424	0.16488557	0.8339319
n	0.0001699525	0.00019437008	0.011108574	0.21009153	0.7784356
o	0.664206	0.0015035548	0.1527014	0.07697855	0.10461051
</S>	5.7547695e-06	3.1444824e-06	0.007336086	0.12705752	0.86559755
