 	ora	io	sto	studiando	di	di	imparare	di	diventare	maestra	</S>
à	0.6252131	0.028732043	0.0015647927	0.00067726773	0.0026951681	0.0041125696	5.4696848e-05	0.008979252	0.0077986764	0.07415082	0.2460216
r	0.9573516	0.041704554	0.00072006776	0.0001103356	3.630856e-05	1.5766116e-05	1.1677385e-05	3.4916918e-06	1.2845474e-06	7.7926524e-07	4.405411e-05
t	0.033030722	0.9334501	0.01986741	0.009401604	0.003397599	0.0005054636	0.00013043688	4.0524043e-05	1.6771963e-05	9.382512e-06	0.00015005577
e	0.025377722	0.6603484	0.1905924	0.042804576	0.0011671364	0.00028071695	0.000119596334	3.679025e-05	0.000102665595	5.4133172e-05	0.07911589
n	0.0014980003	0.8055111	0.18157537	0.009867342	0.00096790795	0.0004036357	5.19083e-05	7.82633e-06	1.7109601e-06	3.5249448e-07	0.000114869195
a	0.0009341426	0.55850714	0.42873636	0.008973723	0.0016416148	0.000238527	0.0008643849	2.08451e-05	1.4835223e-05	8.117915e-06	6.0264167e-05
i	0.008965278	0.6061001	0.34080875	0.03622508	0.005793483	0.0015194103	0.00037915807	3.8067086e-05	4.668431e-06	1.0713436e-06	0.0001650079
v	0.0028400496	0.88706124	0.06721641	0.017180212	0.008006821	0.0031971242	0.009777472	0.0016999143	0.00077847054	0.00026460233	0.0019778234
ò	0.0978278	0.81011885	0.05555878	0.0073841303	0.007353052	0.0005704912	0.0194991	0.001495106	0.00010302211	3.703353e-05	5.258012e-05
s	0.0056524724	0.3878942	0.35299784	0.172717	0.04399096	0.026051236	0.009040015	0.0009530364	0.00034244586	2.9152538e-05	0.00033166973
t	0.00018438304	0.114230625	0.5910798	0.15507595	0.09152125	0.020146787	0.025742514	0.0010026267	0.00034134247	0.00057118497	0.00010353886
e	0.015752664	0.04968156	0.32064524	0.14601791	0.007830857	0.0010618754	4.3152453e-05	0.00018732472	6.715408e-05	4.5392506e-05	0.45866698
s	0.00025108425	0.08926086	0.36838454	0.39061493	0.10715436	0.020068707	0.00758968	0.0034640457	0.00038923623	5.3844997e-05	0.012768669
t	6.943534e-05	0.0034731461	0.5238311	0.2562496	0.10285889	0.015157649	0.09219568	0.002645122	0.0020678353	0.00093166874	0.0005197715
u	0.0010701397	0.0002463638	0.102476016	0.79764545	0.0372246	0.014200254	0.0008416559	0.0022270894	0.0013481122	0.00021212685	0.04250822
d	8.2648614e-05	0.0050977864	0.13666773	0.461114	0.24959114	0.03156425	0.012174141	0.012825599	0.0015029967	0.00041071838	0.08896892
i	0.00014793579	0.0011636944	0.08291814	0.396545	0.27303827	0.025945047	0.17259441	0.011750794	0.00694618	0.0052932976	0.023657294
è	0.00015233671	0.0004934641	0.03430617	0.2974546	0.43346626	0.15668426	0.056233805	0.01158768	0.002435596	0.0003850748	0.0068007805
o	3.7976229e-06	0.0014400397	0.011390723	0.13168296	0.4574236	0.20188957	0.14700451	0.041024197	0.005264323	0.00180958	0.0010666249
n	1.7684666e-05	0.0018240733	0.024642691	0.10279921	0.23957734	0.2911416	0.09515741	0.17429507	0.05517454	0.013019775	0.0023506025
a	0.00083535304	0.002373584	0.075782396	0.083821915	0.12976952	0.22728387	0.34367162	0.033229988	0.07454263	0.027518284	0.001170961
n	9.81622e-05	0.00017824359	0.0022241643	0.03420283	0.25376403	0.46897006	0.14639243	0.033015456	0.049940206	0.0065208715	0.004693593
a	0.00032463134	0.0015459133	0.018937917	0.026891	0.108771175	0.21072778	0.40966904	0.030326486	0.08526122	0.10690286	0.00064200955
m	4.2606196e-05	0.0002213666	0.0010938745	0.018681752	0.22744223	0.49389145	0.111213945	0.05296055	0.07566256	0.011400553	0.0073890802
à	0.017118808	0.007421015	0.001990553	0.007967454	0.11355302	0.13690569	0.3022959	0.31588086	0.059330884	0.023698397	0.013837473
s	6.495969e-06	0.000102485574	4.9768747e-05	0.0025939436	0.20232831	0.15716359	0.06623898	0.17119661	0.14689204	0.1674682	0.08595958
o	6.1394865e-05	6.303082e-05	0.00089638017	0.026072225	0.18227428	0.43395007	0.023581171	0.017912898	0.06001183	0.24945977	0.0057169693
n	1.4109205e-05	0.00026152824	0.00046469178	0.00462648	0.08023337	0.31911716	0.054649014	0.10784524	0.32020283	0.06686731	0.04571825
a	0.00028544106	0.00096776977	0.005228928	0.010876186	0.073511876	0.2565685	0.17849334	0.038818434	0.13231756	0.3018695	0.0010624712
d	1.13305605e-05	0.0002851967	0.00040600746	0.003021686	0.05097829	0.24572755	0.037756026	0.0997944	0.40636367	0.105083436	0.05057241
i	0.00095347676	0.0014961477	0.0067962823	0.0062525095	0.033549823	0.23701954	0.15447961	0.07576111	0.2720288	0.21028748	0.0013751963
v	1.8047846e-05	0.0003186116	0.0004966198	0.0026971062	0.02974694	0.16707222	0.0262065	0.08532085	0.49837363	0.12676093	0.062988564
e	0.001775076	0.00155249	0.005531914	0.006532697	0.032614756	0.12789287	0.102015235	0.030444773	0.15064944	0.53913414	0.0018565428
n	1.4014931e-05	0.00038381692	0.0005369361	0.0025565953	0.021522481	0.100939095	0.0152258165	0.055745896	0.5374984	0.18525374	0.08032316
t	0.00054534443	0.000981394	0.0037366534	0.005811329	0.017363556	0.055335294	0.08874108	0.014764298	0.1763162	0.6343569	0.002047898
è	0.14243568	0.004435496	0.00427412	0.0072521735	0.028563697	0.10095116	0.0042298133	0.093708545	0.15177286	0.11615173	0.34622473
s	4.976315e-06	4.292712e-06	4.448129e-07	1.5190775e-06	0.00012972805	0.00032911013	5.5248693e-05	0.01052936	0.050086748	0.673256	0.26560256
s	5.073969e-06	1.1972363e-05	9.9134566e-05	0.00040636447	0.0021778014	0.01654833	0.0003461937	0.02639235	0.062565416	0.8630245	0.028422894
o	0.012567483	0.005368749	0.0013118692	0.0016002184	0.0046441145	0.018102163	0.0015752823	0.027438585	0.12774624	0.25556254	0.54408276
m	2.2835004e-06	5.768593e-06	7.244871e-07	1.5584732e-06	6.067564e-05	0.00017891558	7.635169e-05	0.006768812	0.05641586	0.4374162	0.49907285
a	3.223736e-06	9.117404e-06	1.0408502e-05	3.4806657e-05	0.0005179761	0.005529925	0.00016818893	0.09031295	0.09501862	0.73263526	0.07575944
è	2.8935105e-07	4.244605e-06	4.97229e-06	4.4963177e-05	0.0008081229	0.004926926	0.0012278863	0.022499448	0.32642734	0.3446954	0.29936045
s	1.1933118e-06	6.185954e-06	8.3532126e-07	2.3980665e-06	0.0001435951	0.00028510002	0.00040710333	0.0066068964	0.06031842	0.76226515	0.16996317
t	9.871851e-06	0.00022457154	0.0006472443	0.0028600642	0.012642117	0.034496672	0.002017283	0.012973304	0.105734944	0.8227168	0.0056771
r	0.18766917	0.09515808	0.012944345	0.003771364	0.007595738	0.016703274	0.011286275	0.007148662	0.075165585	0.30226585	0.28029168
a	0.0006363973	0.0008395351	0.0006205197	0.0002866269	0.0009684928	0.0030078988	0.0006122981	0.006907194	0.023572322	0.5018353	0.46071342
</S>	9.567877e-07	1.5300211e-05	5.3126923e-06	2.1145626e-05	0.00028174347	0.0006444791	0.0005996566	0.003817974	0.098329365	0.2950536	0.60123044
