 	se	vieni	a	casa	ogni	sabato	</S>
a	0.77927953	0.0013733439	0.0010134823	0.00023604035	0.010156192	0.03130818	0.1766333
n	0.7957299	0.16414389	0.0053790295	0.007906744	0.0033987127	0.0007179721	0.022723762
è	0.0019918238	0.07287397	0.06470378	0.0075130295	0.016079087	0.0038243905	0.83301395
r	0.0022977092	0.95265657	0.013044805	0.029052984	0.00032080302	0.00038842074	0.0022387633
t	0.06144058	0.63011813	0.22628456	0.05725181	0.011387478	0.011928291	0.001589228
i	0.083844654	0.705574	0.194728	0.0061128787	0.00033149883	0.00034412532	0.009064874
è	0.00049867097	0.015108794	0.8066927	0.13207732	0.03503988	0.000471476	0.010111189
s	4.1810767e-05	0.0005328393	0.13639186	0.79109436	0.06446265	0.0025921487	0.0048842784
s	0.00012001416	0.001186322	0.16112782	0.7320357	0.07332448	0.030190267	0.0020153974
u	0.00794687	0.006517642	0.94291455	0.010176258	0.014095658	0.004622485	0.013726457
k	0.00059472414	0.00010230516	0.4353243	0.23846957	0.26415917	0.020929778	0.04042016
u	0.0008003148	0.006481125	0.56278527	0.29556686	0.06046441	0.0558387	0.01806325
à	0.00033952072	6.98458e-05	0.20335637	0.09136978	0.39934954	0.11059144	0.1949235
i	7.567487e-06	4.6405572e-07	0.015896741	0.26559713	0.5744436	0.097195975	0.046858568
s	2.376278e-06	1.4438697e-07	0.0057098814	0.22429256	0.2580432	0.41262823	0.099323615
à	3.1133097e-06	0.00028014337	0.029731376	0.08461674	0.102455445	0.76272035	0.020192891
m	9.4165324e-07	5.520674e-07	0.0007010478	0.004801683	0.11738972	0.7117123	0.16539378
b	1.8612376e-07	5.264499e-07	0.0002590178	0.012943315	0.0036456422	0.9290707	0.054080684
a	3.6916956e-07	1.3712187e-05	0.0017509419	0.0008328943	0.037951883	0.9020421	0.05740808
</S>	2.9300648e-07	1.2762888e-07	1.9752946e-05	8.39639e-05	0.0039304392	0.36782035	0.62814504
