 	che	vende	buon	pane	</S>
k	0.901741	0.022799691	0.0007584684	0.0070019937	0.067698866
a	0.6589282	0.2723277	0.014194796	0.014342625	0.040206764
i	0.025436418	0.8021887	0.025494292	0.0014015023	0.14547911
p	0.0022206998	0.47971696	0.18004817	0.2600273	0.07798686
u	0.00022732066	0.18122855	0.37382427	0.4241686	0.020551253
l	0.0013306632	0.95889795	0.036640916	0.00090399093	0.0022265404
ì	0.0018545163	0.41661888	0.5206455	0.05845298	0.0024280616
t	0.001673147	0.18061753	0.6560945	0.07407638	0.08753843
s	0.004099276	0.6023196	0.36400133	0.029560408	1.9377536e-05
o	0.24972633	0.53662944	0.059745066	0.0039165043	0.14998262
m	0.00072575436	0.019006716	0.30545837	0.04478308	0.63002616
ì	0.00011557807	0.003919418	0.16583385	0.7805651	0.049566146
k	0.0032184687	0.0014663631	0.07870985	0.090855524	0.8257498
a	0.0057771257	0.010233703	0.87316567	0.10564265	0.005180859
l	4.128943e-05	0.0009682505	0.15938011	0.7366529	0.10295747
ò	0.0014346004	0.0017040975	0.33054435	0.6518335	0.014483512
</S>	0.0103260055	7.299602e-05	0.008442948	0.29842865	0.68272936
