 	se	vieni	alle	sette	ancora	non	è	pronto	</S>
a	0.92175347	0.0023989233	0.000530241	0.000665357	0.005403792	0.009532971	0.012003664	0.00960424	0.038107485
n	0.7298509	0.22793096	0.0076321103	0.0027485674	0.004873611	0.019878652	0.00035062231	6.5959975e-05	0.0066687968
è	0.003040917	0.16119954	0.11271003	0.020820525	0.010111904	0.00906182	0.0026097703	0.00216552	0.67828
r	0.00067426474	0.96266866	0.017866861	0.0177599	5.436552e-05	0.00020399118	4.3402662e-05	1.1571598e-05	0.0007168543
t	0.05433145	0.5669072	0.3565417	0.016903425	0.0024205274	0.0005626282	0.0014500543	0.0005443886	0.00033864196
i	0.06354908	0.4747965	0.017553102	0.44151586	1.8834171e-05	3.460946e-06	5.0726958e-05	7.4560203e-06	0.0025050577
s	7.174034e-05	0.021368593	0.44678763	0.49992692	0.011911277	0.016978106	0.00039318134	6.9343296e-06	0.0025555706
e	0.0020219593	0.13815138	0.2836439	0.5594892	0.0014281368	0.00021803219	0.008036764	0.00085305684	0.006157616
s	0.00027497968	0.018776141	0.51397353	0.44658086	0.008288275	0.010239012	0.0011317213	4.1720883e-05	0.0006936932
i	4.4772525e-05	0.0061070533	0.43801257	0.44829053	0.00608859	0.0013881255	0.036820237	0.015977608	0.04727059
t	0.0005043777	0.011061269	0.6207382	0.309764	0.019888267	0.02680784	0.009245938	0.00069904875	0.0012910708
t	3.6733378e-05	0.0022699146	0.330547	0.5198196	0.00416501	0.0017823903	0.06978047	0.03529754	0.03630133
à	0.018147726	0.003686224	0.028937237	0.9453736	0.0005151058	6.391521e-05	0.0005185906	5.37422e-05	0.002703801
a	8.259015e-05	1.7601034e-05	0.2689836	0.061507486	0.28996545	0.13813612	0.16091327	0.026914988	0.053478893
n	2.582396e-06	2.9399584e-06	0.020971244	0.046041034	0.23049435	0.549631	0.03207853	0.0074807643	0.11329753
k	3.471567e-05	0.0033225748	0.04146378	0.09886871	0.0005849073	0.004360018	0.31911367	0.5157218	0.016529799
ò	0.06230407	0.045837265	0.06890229	0.29192412	0.007342664	0.016162146	0.38767105	0.09762894	0.022227418
r	9.985667e-05	1.6072574e-06	0.005238414	0.0018507054	0.16677807	0.23006755	0.39845902	0.13254395	0.06496088
a	0.0015005991	0.0041543455	0.21881282	0.25586325	0.15167788	0.056526504	0.05859923	0.19934922	0.053516127
e	5.0572435e-05	1.3121401e-05	0.0051459474	0.0033557808	0.012736409	0.21287432	0.53847075	0.17900515	0.048347954
n	1.5496003e-07	6.2826786e-07	0.0004786863	7.456242e-05	0.022476455	0.7074074	0.16805571	0.053553518	0.047952924
è	5.301106e-06	0.001498784	0.0022743624	0.0022729507	0.00034225467	0.019202191	0.32554707	0.62315243	0.0257046
p	8.595801e-07	7.2792056e-07	0.00049625506	0.00017270028	0.0047506983	0.08427883	0.57878196	0.2865756	0.044942394
r	4.414357e-05	0.0018916791	0.057332154	0.024717225	0.042547412	0.10932787	0.14025661	0.5724028	0.0514801
ò	0.00021319345	0.006280196	0.002814112	0.00055694743	0.0003538548	0.00064925867	0.17419478	0.78931934	0.025618263
n	0.0055355467	3.5619752e-05	7.042387e-05	6.608897e-06	0.012753832	0.036176648	0.025277406	0.44831058	0.47183335
t	9.355578e-06	0.0021501759	0.00503288	0.0002811611	0.0018019527	0.0018312216	0.04009005	0.93850464	0.010298535
o	4.05626e-05	0.0003715079	0.0005661886	0.00049712585	0.00013089948	0.00015922073	0.14642896	0.7593212	0.09248427
</S>	1.0291004e-06	5.2077223e-07	3.7517384e-06	1.0988975e-06	0.00028695425	0.001010011	0.024856163	0.25461516	0.7192253
