 	Marika	è	che	si	sposa	domani	</S>
M	0.97827727	0.008192393	0.0015628448	0.0019123976	0.0003766758	0.0011426561	0.008535754
a	0.8555123	0.0017174191	0.019242264	0.04645382	0.031581968	0.039012164	0.006480019
r	0.06349447	0.015917936	0.26525888	0.54697406	0.010923943	0.065644905	0.03178568
ì	0.00043029987	0.000113469876	0.0071309935	0.031001408	0.00084528205	0.0182295	0.94224906
k	0.000520659	0.97278184	0.022308039	0.001674074	0.00028766852	6.9065994e-05	0.002358568
a	0.00011533631	0.7850641	0.16611622	0.02170827	0.0007840394	0.025950328	0.00026166157
è	0.002836786	0.90178716	0.085443385	0.007456624	0.0012883941	0.00040235714	0.000785335
n	0.020427281	0.33899835	0.23191804	0.040426727	0.25360227	0.112737454	0.0018898551
a	0.0016114063	0.063842006	0.026875252	0.05988606	0.076585814	0.77005523	0.0011442726
r	0.013604579	0.07497015	0.25950015	0.31321162	0.207431	0.11965196	0.011630497
m	0.0034214575	0.013682351	0.018539853	0.0649316	0.0654434	0.83190596	0.002075388
a	0.0023277455	0.037850138	0.44995546	0.22521965	0.002521358	0.0070415484	0.27508417
s	0.000107940585	0.0047005694	0.06362263	0.13930266	0.0341924	0.26643497	0.4916388
t	0.0019201249	0.0017179769	0.01770197	0.08629017	0.04871717	0.7891149	0.054537676
ì	0.00022028729	0.00069664	0.014882175	0.0023006578	0.0010799267	0.006285454	0.97453487
à	9.0064925e-05	0.00012432231	0.0005767518	0.011271342	0.04729034	0.90961975	0.031027386
v	4.279728e-05	7.1519253e-06	0.00020405899	0.00721015	0.07877828	0.9118454	0.0019121793
v	0.0038186838	0.008491931	0.0040675816	0.010609488	0.031563837	0.9266593	0.014789201
r	0.2283465	0.06202816	0.06416601	0.09688829	0.009076146	0.054834135	0.48466074
i	0.1647026	0.030441308	0.010936817	0.008852695	0.002664467	0.076151244	0.7062509
</S>	0.00012814367	0.00034594935	0.0019113848	0.027404832	0.011661396	0.090192124	0.86835617
