 	se	vuoi	restare	sempre	magro	non	magniare	la	sera	</S>
a	0.74630165	0.00928079	0.0035012527	0.012400624	0.0019351803	0.031597402	0.0005016652	0.15124243	0.0068500093	0.036388908
t	0.28258353	0.706595	0.0052473135	0.000383904	0.00026057652	0.0016486214	6.6975435e-06	7.6777134e-05	4.2347e-06	0.0031933964
e	0.007027181	0.046466928	0.25830254	0.026201343	0.25507283	0.029006703	0.036752474	0.02689954	0.023885261	0.2903852
l	0.0060278843	0.8970115	0.09197084	0.0037526165	0.0005060332	0.00026309525	6.2340805e-06	4.9289024e-06	3.2700243e-07	0.00045653462
ì	0.0014844291	0.8309536	0.14016594	0.016199151	0.00878235	1.8137382e-05	0.00025759754	5.4076845e-05	4.329949e-05	0.0020414784
s	3.0537358e-05	0.48571432	0.4636993	0.040110413	0.008862224	0.0011309475	1.9169222e-05	1.1827352e-05	1.6016132e-07	0.00042099156
i	0.0048874062	0.32301167	0.59712213	0.06831124	0.0064671584	3.275459e-05	9.64456e-05	5.1958184e-05	1.2331209e-05	6.9814605e-06
n	0.00033310338	0.49351877	0.42165923	0.07066472	0.00803416	0.005446244	2.4793135e-05	1.07527285e-05	6.0313255e-08	0.00030823558
a	0.00016961388	0.45896727	0.43490902	0.09450192	0.010793425	1.3797e-05	0.00018650712	3.099382e-05	8.949072e-06	0.00041863293
m	0.0003964101	0.14380729	0.55736405	0.28431883	0.010572444	0.0031669633	0.00015500846	6.903866e-05	8.977542e-07	0.00014899073
ì	0.00055300904	0.04465109	0.48412633	0.067983046	0.2937037	0.057881124	0.0097300075	0.021071501	0.0059095654	0.014390686
n	4.4703844e-05	0.0059104827	0.59820133	0.18956092	0.16130394	0.039313436	0.0017420101	0.00096500514	2.7486845e-05	0.0029306975
i	6.3198095e-05	0.0893819	0.6091699	0.28364876	0.015746577	2.1620097e-05	0.0018073875	0.00011360956	3.285535e-05	1.4193688e-05
p	0.00012291854	0.0054796967	0.24009584	0.66327363	0.0637583	0.022982428	0.0018547787	0.0012314523	3.3004202e-05	0.0011679061
à	5.45799e-05	0.040357716	0.4217319	0.38794503	0.1447482	0.00044174172	0.0029445784	0.0005388266	0.00011406628	0.0011235274
n	2.4899013e-05	5.0511076e-06	0.015941909	0.05594395	0.72131425	0.12734127	0.032065175	0.0361174	0.0040411274	0.0072049266
t	0.00041368444	0.015417547	0.25878546	0.5923378	0.12541747	0.00033548393	0.0054177837	0.0011203592	0.0006070025	0.00014749437
a	0.09569931	0.07434268	0.050395448	0.32552072	0.33738056	0.0029060454	0.00027369018	0.0004810979	0.00013162104	0.11286885
l	1.4707726e-05	1.3069177e-05	0.0043543493	0.10795612	0.6600428	0.1293611	0.0033947623	0.012815869	0.0015870165	0.08046018
e	4.108252e-05	0.0061655296	0.020923099	0.21071333	0.7057626	0.003345574	0.010178427	0.009698274	0.0028284655	0.030343603
t	3.3037635e-05	8.445383e-05	0.009602341	0.41697305	0.21512476	0.19278978	0.03166922	0.09228264	0.0066103605	0.03483033
t	3.78962e-05	0.0047183027	0.025295934	0.37784335	0.49122027	0.0031500098	0.052930426	0.022982573	0.008934399	0.012886867
ò	0.024990967	0.02622356	0.007482625	0.68079126	0.20482391	0.009316177	0.0043917224	0.012528251	0.0011210715	0.028330542
m	0.00017989942	6.032511e-07	0.0001303289	0.010366251	0.14309081	0.08261179	0.07939424	0.19092923	0.32578206	0.16751482
i	3.6091256e-05	0.0041913097	0.004050318	0.07897499	0.30077773	0.14689064	0.09381618	0.09506758	0.12603419	0.15016091
f	3.4723547e-05	8.008327e-06	0.0008425187	0.027725961	0.05188828	0.06521222	0.10318407	0.36073947	0.22803263	0.16233215
à	5.123836e-06	0.0010605112	0.007351733	0.03166444	0.068909004	0.006006378	0.07625107	0.53980905	0.24848615	0.020456595
i	0.0001231623	1.5416408e-07	1.4761383e-05	0.0003704272	0.0023145443	0.00850755	0.040798694	0.113263845	0.7286473	0.10595963
t	1.3773332e-07	8.9416474e-08	8.9488356e-05	0.0006134374	0.0030170786	0.04260227	0.27586207	0.1188123	0.4372697	0.12173345
o	4.9603163e-06	0.0009783809	0.012810378	0.012838125	0.0058718533	0.0019980422	0.5338196	0.10371858	0.3203554	0.0076046474
v	1.1035432e-07	5.742003e-06	0.00030315496	0.00064445037	0.0024437204	0.0066758366	0.05468339	0.4726869	0.31417608	0.14838056
r	6.093608e-06	0.0010518173	0.0154052	0.0085097775	0.0049864263	0.00025642733	0.249781	0.25478917	0.46311665	0.0020974295
à	0.0039561857	0.020553147	0.011274231	0.03034442	0.0062497794	0.0028091467	0.007578059	0.7787322	0.061601195	0.07690175
i	0.00025770697	5.5688406e-07	1.19144415e-05	2.8787823e-05	5.0126142e-05	0.00032226954	0.0023049891	0.024285698	0.79953223	0.17320569
</S>	1.2544491e-07	1.3400833e-07	6.0080027e-05	9.68375e-05	0.0004801816	0.002670743	0.060723532	0.0682978	0.5943645	0.27330604
