 	dovevo	comprare	il	pane	ogni	giorno	</S>
ì	0.0025756021	0.00035223467	0.0067560337	0.20043448	0.49837068	0.22681205	0.06469891
c	0.937202	0.059060957	0.0019882908	0.00020825634	0.00010992868	1.0890035e-06	0.0014293703
h	0.10361507	0.1032341	0.46654382	0.27020547	0.048178867	0.0039267335	0.0042959023
a	0.9647141	0.032842163	0.002265224	4.7638923e-06	1.1962594e-06	1.2488017e-08	0.00017260537
n	0.6828722	0.30029345	0.0127861835	0.0015734303	0.0008860562	1.9062087e-07	0.0015885552
a	0.114671126	0.8228355	0.05849952	9.143596e-05	2.5663141e-05	1.4744011e-06	0.0038753145
a	0.04537343	0.6694972	0.26371983	0.0059257396	0.0021330372	2.14636e-06	0.013348694
g	0.0045838812	0.14434357	0.09974384	0.07440053	0.03770771	0.00080063136	0.6384198
o	0.00042551692	0.011728849	0.59962237	0.371539	0.005946486	0.0085492795	0.0021885706
r	0.0002941233	0.0028430305	0.7985272	0.14610302	0.03651875	0.00020524513	0.015508644
à	0.00017101655	0.6088504	0.34982583	0.010410143	0.0035064444	1.1977317e-05	0.027224189
s	8.928817e-05	0.00028300297	0.033307895	0.24814175	0.39462522	0.05230564	0.27124715
o	0.00029208275	0.07616492	0.48540184	0.3587597	0.07328526	0.0028650046	0.003231303
o	2.2546159e-05	7.943896e-05	0.097358584	0.5702762	0.31581715	0.0019626233	0.014483476
s	2.7142124e-07	5.5491197e-05	0.00048436652	0.1120776	0.8182632	0.0124093	0.056709748
s	0.0002772868	0.033744838	0.02287531	0.52528393	0.29451802	0.017921781	0.105378866
o	0.0007558677	0.005635015	0.76862955	0.16257207	0.031182164	0.0005953649	0.03062994
m	4.5529313e-07	1.33468e-06	4.0255232e-05	0.0065180934	0.12196775	0.021851756	0.8496204
ì	2.4275589e-05	0.0008576304	0.0010827794	0.29103315	0.18296124	0.1091361	0.41490477
k	4.9826795e-06	7.18364e-07	0.00013946439	0.017195022	0.03387361	0.34268892	0.6060973
a	7.027554e-07	0.00047755183	0.00072389055	0.08855229	0.8903535	0.0097270645	0.010164999
m	7.825943e-08	4.13316e-06	6.631769e-05	0.012560248	0.4162641	0.28180027	0.28930494
è	1.0119537e-08	1.6157586e-05	9.7650736e-05	0.0839579	0.4707316	0.23519148	0.21000515
r	3.890873e-08	4.029103e-08	2.0497578e-06	0.00037635132	0.0053685405	0.75196624	0.24228679
i	6.148423e-08	0.00037907856	0.00050829217	0.043959145	0.6575604	0.29214686	0.0054461653
</S>	4.007987e-08	1.8686446e-06	9.974135e-06	0.00036205145	0.051757496	0.21767564	0.7301929
