 	voglio	che	Maria	viene	domani	</S>
t	0.9254909	0.002651205	0.00033187823	6.6222885e-05	0.003152661	0.06830716
è	0.01619128	0.022549435	0.045111507	0.2353418	0.6767806	0.0040253745
l	0.99131936	0.0063070073	0.0006399276	0.0013311326	0.00017981845	0.00022277643
o	0.98709315	0.005993086	0.00035111423	2.8140414e-05	0.006524107	1.0413851e-05
e	0.12444746	0.8356334	0.036396705	0.0026694199	0.00063112925	0.00022183325
M	0.0016466427	0.02344267	0.01604176	0.007076643	0.93995863	0.011833715
a	1.7112845e-05	0.00064432697	0.008532861	0.06256558	0.9281464	9.366828e-05
r	0.012919799	0.010296908	0.5060188	0.44764337	0.020105546	0.003015551
ì	0.0013650553	0.0003184199	0.010710709	0.008995908	0.7142036	0.26440635
a	0.00011436703	0.0015528119	0.17909706	0.038137	0.76632875	0.014769918
n	1.0666646e-06	6.0546707e-05	0.007856307	0.01793798	0.96449906	0.009645132
a	0.0017999301	0.00048729638	0.025643133	0.024539996	0.9456303	0.0018993029
r	0.00028902577	0.0008163398	0.30300963	0.4168035	0.26634488	0.012736643
t	0.011264822	0.0028322556	0.03302749	0.07505653	0.8719478	0.005871063
i	0.2506478	0.017634401	0.21054898	0.12661715	0.1293537	0.26519796
à	2.149382e-06	1.5103737e-06	0.0060906447	0.047446344	0.8352627	0.1111966
v	8.335693e-08	1.9055697e-07	0.0014050001	0.006971482	0.99143726	0.00018597303
v	0.00045794647	0.00024384339	0.008755667	0.021266047	0.9384179	0.030858636
r	0.073111005	0.01601221	0.04513194	0.013852187	0.10276298	0.74912965
i	0.17609343	0.006680039	0.0037027914	0.0006105677	0.051182847	0.7617304
</S>	8.525912e-05	5.021273e-05	0.0181729	0.041808642	0.08502832	0.8548547
