 	volevo	Maria	domani	di	venire	da	me	</S>
ì	0.8441097	0.0048819133	0.0045957807	0.0008336586	0.00097613316	0.0026347854	0.06514376	0.07682414
t	0.8661719	0.12680088	0.0048476295	0.00094969606	0.00014683243	6.843682e-05	2.2676848e-05	0.0009919886
e	0.96812886	0.016563702	0.01239677	0.002330635	0.00044154667	8.464116e-05	1.1681732e-05	4.2214462e-05
l	0.09943831	0.83168685	0.056019623	0.01048563	0.001048986	0.00012483525	3.7331029e-06	0.0011919977
a	0.08960742	0.46636754	0.35596043	0.0811374	0.006182698	0.00069910305	2.7041882e-05	1.8407822e-05
e	0.030855967	0.72614986	0.16541655	0.070926875	0.0049934923	0.0005152351	8.948313e-06	0.001133111
M	0.00027730467	0.0032618484	0.978458	0.012751618	0.0028353068	0.0010735093	0.00020901456	0.0011334189
a	0.0018956237	0.24704799	0.40117708	0.23867685	0.08364762	0.021697879	0.0043227263	0.0015342161
r	0.010703778	0.04350555	0.02665348	0.73150325	0.12387058	0.047009267	0.0046760114	0.012078072
ì	0.01842508	0.02729902	0.20719744	0.080162205	0.019884016	0.0101982625	0.0015973623	0.6352366
a	3.9403763e-05	0.00041478383	0.994118	0.0005662736	0.0017968792	0.0010823235	0.00020424953	0.0017780124
à	8.123871e-06	7.610061e-05	0.9653656	0.0030935786	0.006253651	0.004313587	0.0034014164	0.017487932
v	1.2336578e-06	4.4881785e-05	0.9923229	0.0014655661	0.004646945	0.0013569752	7.009664e-05	9.134238e-05
v	2.900383e-05	0.00032069962	0.9086022	0.016694048	0.060489785	0.011168422	0.0012234818	0.0014723124
r	0.22850911	0.0016139626	0.082255945	0.21981822	0.24193814	0.21061005	0.012623624	0.0026309516
i	0.38683313	0.0034671992	0.02110673	0.08702737	0.20770654	0.22771531	0.055446092	0.010697648
n	0.00048499808	0.0012671868	0.100445196	0.024720782	0.5791952	0.2223612	0.04419085	0.027334563
a	0.008073622	0.0039514056	0.036746684	0.046973377	0.12057305	0.5342258	0.22966246	0.019793581
r	0.00081454637	0.0020794654	0.022809371	0.009727029	0.40978244	0.37716505	0.10936135	0.06826076
t	0.018001294	0.01799919	0.05033473	0.03893764	0.12285464	0.5610409	0.1777006	0.013131024
i	0.4887339	0.00962901	0.009018741	0.0595685	0.092269786	0.26931235	0.046986647	0.024481082
s	8.2691986e-05	7.844976e-06	0.0110663185	1.1495791e-05	0.0015611108	0.018492589	0.2847732	0.6840047
e	0.0063863485	0.0025923818	0.052560866	0.0025936752	0.011264763	0.26667124	0.3051435	0.35278726
m	0.00013820022	0.00038602637	0.017482692	0.0005019815	0.04785275	0.20627144	0.30083677	0.42653012
è	0.0005372641	0.0001037991	0.00977968	0.0022121654	0.07344517	0.45161155	0.25943258	0.2028778
n	0.00037573924	9.48003e-06	0.013487389	1.9349442e-05	0.0011656383	0.0048033907	0.22452214	0.75561684
a	0.006131173	0.028433774	0.007231349	0.012168948	0.041028634	0.26934963	0.6223593	0.013297239
</S>	6.392506e-05	8.32911e-05	0.010251129	5.9780443e-05	0.006965637	0.055708993	0.33274052	0.5941267
