 	mia	sorella	ancora	non	è	venuta	qui	</S>
t	0.99090683	0.00021229366	0.0039015685	0.00040455314	1.7928574e-05	0.00035172695	4.0928615e-05	0.0041640806
i	0.8648306	0.038916413	0.0122753205	0.034190968	0.0029972778	0.012748456	0.00061200024	0.033428896
n	0.35563755	0.23291007	0.033588525	0.040448908	0.0069626863	0.17945038	4.0245166e-05	0.15096171
a	0.2094672	0.40382546	0.052208196	0.084841266	0.07350856	0.04841579	0.021858955	0.10587456
d	0.04441271	0.8793847	0.03203431	0.023212196	0.020026926	0.0007514759	1.334886e-05	0.00016433188
r	0.014586844	0.97315764	0.00062530645	0.0006590031	0.009629778	0.00022502789	0.0005350876	0.0005812882
e	0.02346704	0.9764604	1.2861813e-05	3.919176e-06	4.496674e-05	1.0711816e-06	2.9162965e-07	9.419646e-06
f	0.009361017	0.73801565	0.07667806	0.091964714	0.036614142	0.024054267	2.707912e-05	0.023285015
f	0.011597336	0.91459143	0.016797984	0.026549561	0.014714887	0.0029766548	0.0073690764	0.005403041
ì	0.02623452	0.969177	0.000117519296	0.00010833439	0.0020576525	0.00010001831	8.6362146e-05	0.0021184473
m	0.000580684	0.0011420511	0.38352314	0.3569554	0.13753103	0.10926469	2.4841276e-05	0.010978201
m	0.36407784	0.34492484	0.09460995	0.03382354	0.15501107	0.0032986966	0.0033906796	0.00086342805
u	0.07799739	0.80770576	0.032749213	0.009596006	0.008479581	0.0019014349	0.0001782517	0.061392415
a	0.00048568836	0.0063187988	0.41310844	0.38258287	0.12283039	0.030935433	7.597407e-05	0.043662302
n	0.00018538247	0.00028463398	0.2964755	0.4008073	0.17285441	0.11285187	0.0005141375	0.016026802
k	0.006058158	0.05097293	0.0063941632	0.013095317	0.4902295	0.14354225	0.19780518	0.09190255
ò	0.09216928	0.4497806	0.007217503	0.009169774	0.4113477	0.009784943	0.0062637157	0.014266385
r	0.00043153454	4.3347145e-06	0.38131955	0.1670337	0.3999747	0.0456852	0.00052964466	0.005021308
a	0.06617577	0.0050339205	0.40855277	0.053431876	0.40109745	0.04694978	0.011808812	0.0069496497
e	0.000118159194	2.7905496e-06	0.14497033	0.30692282	0.5406283	0.0046691773	0.0008659457	0.0018225239
n	1.0397221e-05	1.9590932e-06	0.04677839	0.5474535	0.17459069	0.18952617	0.03694225	0.004696594
ì	0.0035834883	0.00075572886	0.0006019963	0.004061147	0.058769204	0.19863065	0.68610734	0.047490466
r	1.33702015e-05	4.0605446e-06	0.016247112	0.036788817	0.92318743	0.0041371426	0.018556109	0.0010660194
t	0.0445447	0.000494411	0.25370306	0.051635113	0.43846148	0.11238446	0.095922396	0.0028543368
e	0.74185395	0.004936509	0.024534207	0.004084522	0.14211631	0.012679346	0.051666975	0.018128198
e	0.000104231876	9.4619713e-07	0.02091804	0.037003867	0.38937545	0.28788078	0.03632855	0.22838816
t	2.2333293e-06	1.1190926e-06	0.0025334961	0.039531443	0.04648359	0.66823256	0.18060182	0.06261377
t	0.0046361005	0.0019766786	6.3751795e-05	0.00020050953	0.013387179	0.034264803	0.9409899	0.0044810995
ù	0.46675685	0.13023204	0.0034841779	0.0018996496	0.2821379	0.02041111	0.03055644	0.06452181
</S>	0.00031288873	8.43715e-07	0.0038409652	0.002559773	0.08697771	0.21456207	0.4097178	0.28202796
