 	il	cibo	vuole	mangiato	appena	lo	cucini	che	è	più	saporito	</S>
o	0.86955595	0.04537175	0.0011630873	0.0008939596	0.02064374	0.025279114	0.0056495247	0.006311264	0.0012967068	0.00091443775	0.0006476458	0.022272883
m	0.17856081	0.751663	0.041643325	0.0034614962	0.012623714	0.003716937	5.7772206e-05	0.00034643264	7.2094634e-05	5.6383513e-05	6.6932075e-06	0.0077913012
a	0.17309467	0.78914684	0.0018645758	0.016404744	0.018154401	0.000791024	1.7867631e-05	6.4722066e-05	5.5653236e-05	0.00015770289	3.50677e-05	0.00021266402
r	0.060364246	0.846134	0.058347873	0.018712629	0.006557409	0.0018943972	5.2156993e-05	0.0001227852	6.2866864e-05	4.097939e-05	1.8093106e-05	0.007692603
ì	0.02245876	0.13587601	0.061606307	0.52485025	0.020023283	0.00682267	0.00061686203	0.0015784476	0.0061763697	0.011647893	0.204285	0.004058079
o	0.0016915132	0.07054812	0.834268	0.092426054	0.00029739208	0.00010117455	0.00049277674	4.3486045e-05	3.4052835e-05	1.7736207e-06	8.5775605e-07	9.483527e-05
t	0.00030356165	0.009917994	0.75448453	0.06863083	0.055282466	0.03004544	0.04001595	0.020901805	0.01265125	0.002321641	0.0024216683	0.0030227972
è	0.004542536	0.0066004065	0.44689402	0.53715867	0.0005825674	0.0015416809	0.00029640002	0.0004469576	0.00067946094	0.00022229609	0.0010298113	5.1739858e-06
l	0.00013186624	0.005611744	0.8833633	0.10568915	0.002240501	0.0006700342	0.0010166387	0.00032948205	0.00034992845	6.80723e-05	4.7273286e-05	0.0004819397
i	0.006707302	0.3550461	0.43715358	0.17017607	0.001838893	0.01306215	0.011944006	0.0028901994	0.0010401097	0.00011978652	1.8081937e-05	3.728459e-06
f	0.00019181945	0.0012885564	0.3982911	0.39477608	0.12580593	0.0359658	0.036844134	0.0045573413	0.0011979088	7.615083e-05	1.3028429e-05	0.0009921512
a	0.002315071	0.00096773007	0.81665903	0.17817122	0.00011976334	0.0005660355	0.0009182666	0.000119232616	0.00013193167	1.3586574e-05	1.4904966e-05	3.3128285e-06
m	0.00010602379	0.000109984234	0.121009104	0.68109506	0.125513	0.042868435	0.021207783	0.0059337937	0.0013078832	7.623466e-05	1.8228271e-05	0.00075445476
è	0.0011087998	0.0025017508	0.056801364	0.15073317	0.5905706	0.18402883	0.00060531835	0.0056362236	0.0017173673	0.003698069	0.0015822864	0.001016207
n	3.6098507e-05	5.4943816e-06	0.27798235	0.03425467	0.29890978	0.1565707	0.1752545	0.0290321	0.009214518	0.0008807731	0.00045828935	0.017400738
o	0.004412905	0.0007610126	0.78026223	0.18264408	0.00014608027	0.0020720486	0.023108017	0.0019426189	0.004020278	0.0003532019	0.00025488588	2.2580334e-05
a	3.251453e-05	1.779111e-05	0.03065267	0.29802346	0.23165317	0.17663626	0.16223449	0.065120496	0.031241037	0.002079476	0.0004145796	0.0018940497
p	4.4176699e-07	4.0856145e-07	0.08538268	0.021725973	0.31301847	0.060017485	0.32102847	0.085650995	0.041845705	0.007199407	0.057679977	0.0064500025
p	0.004677414	0.000241226	0.286484	0.110018164	0.1952623	0.15395881	0.0344964	0.05490063	0.059269387	0.034330368	0.05932696	0.007034318
è	0.029661432	0.0008315815	0.026581662	0.8947795	0.010275539	0.010139885	0.011911561	0.007174433	0.0034489715	0.00032724504	0.0029159845	0.0019522469
n	8.147153e-06	1.6821573e-07	0.00019922531	9.5759606e-05	0.05365074	0.41231284	0.26291275	0.1484332	0.0821504	0.024553644	0.007847475	0.007835707
a	0.004102334	0.0012115806	0.16201486	0.023555145	0.009873556	0.046222616	0.6237463	0.074065976	0.043616716	0.0037802511	0.003996131	0.0038145424
o	3.4053858e-06	5.2938793e-07	0.00068110775	0.0012382129	0.090158045	0.24526763	0.3194947	0.16311124	0.15401515	0.017856212	0.0029852686	0.005188493
m	5.1665047e-08	2.6338347e-08	0.0015352853	0.00033629386	0.11720374	0.061000913	0.38702706	0.13222985	0.09008207	0.026244484	0.17961131	0.0047289166
a	0.0014096181	7.9088735e-05	0.0051053786	0.0026585965	0.39660755	0.38441685	0.024712611	0.06761358	0.03673764	0.051529404	0.02062137	0.008508317
r	1.2263004e-06	6.1704172e-06	0.0023336154	0.008720745	0.4843302	0.26956797	0.087126985	0.09600801	0.034169283	0.0064801145	0.0022386839	0.00901697
è	0.0066337925	0.00042156957	0.06521409	0.045478962	0.0011508032	0.0069868322	0.35781682	0.0633329	0.3016603	0.017421698	0.13008657	0.003795668
i	1.338247e-06	5.4936553e-08	1.7669368e-05	4.401854e-06	0.005627957	0.10105903	0.17098081	0.13198216	0.2563206	0.17020863	0.1574897	0.0063076266
k	5.618393e-08	6.6040773e-09	0.0014437502	0.00011746384	0.020444332	0.012303697	0.14276882	0.043255605	0.08057424	0.048750345	0.6383178	0.012023896
a	0.0012385902	0.00037001053	0.009583589	0.0097727	0.0010700776	0.007977192	0.3995758	0.06862575	0.24902366	0.037190467	0.21352035	0.0020517362
è	3.798346e-07	3.0386653e-07	0.00033136152	0.0003580843	0.0035390828	0.025090491	0.09738988	0.15659042	0.4758827	0.14536323	0.06850375	0.026950326
p	5.6077912e-08	1.4759373e-08	1.6422295e-05	1.6363442e-06	0.0033913073	0.016705267	0.028530741	0.011472168	0.05757799	0.10695112	0.77366763	0.001685662
l	5.4519034e-05	0.00016904912	0.055930138	0.007922599	0.026909491	0.16964827	0.48764682	0.0842668	0.08688282	0.066961415	0.012919466	0.00068854826
è	0.005632326	0.0031936667	0.004765525	0.006407329	0.0013674516	0.022787035	0.06343222	0.07365959	0.20932138	0.11485493	0.4378897	0.056688927
o	9.374135e-05	2.881132e-06	6.187159e-06	3.762603e-06	0.00037909785	0.004189323	0.0038255407	0.006364358	0.027293945	0.077089354	0.67282563	0.20792614
s	1.7239638e-07	1.3661868e-08	0.00016140398	1.5684434e-05	0.00034941148	0.0009814953	0.010859827	0.01038884	0.039827976	0.045920715	0.83591753	0.055576887
a	0.00011075589	0.00011522306	0.0041538733	0.0056612506	6.823277e-05	0.00075068796	0.044661954	0.00829173	0.14564283	0.0574904	0.73078096	0.0022721777
p	3.008457e-07	1.821279e-07	0.00012433431	5.422308e-05	0.0011668244	0.008776955	0.033554833	0.07054603	0.30535996	0.20220095	0.1406966	0.23751885
o	0.000795307	0.00057931925	0.03422761	0.03048879	0.00016315543	0.002754816	0.19091493	0.05026138	0.37531692	0.08451648	0.22484615	0.00513513
r	1.5080068e-06	5.432538e-07	0.00028227913	9.118445e-05	0.0009380119	0.008426366	0.040141713	0.07525112	0.32104048	0.16167924	0.13190639	0.26024115
ì	0.00147647	0.0029643662	0.029654048	0.023571165	5.8160924e-05	0.0027370397	0.10971224	0.034349985	0.4089632	0.25893432	0.1248913	0.0026877278
t	3.2297743e-05	1.9746744e-06	3.4674135e-06	1.5064637e-06	0.00016551044	0.0014327855	0.0010509749	0.0012396397	0.0110739	0.08184284	0.7800131	0.123142004
o	0.0017447926	0.12160056	0.023157416	0.012073857	0.0040237936	0.09424764	0.11434349	0.067408994	0.09970909	0.36385453	0.07223206	0.025603794
</S>	2.8916224e-06	1.7286108e-06	0.00030907147	7.62545e-05	0.0007768844	0.003468192	0.010528903	0.014971427	0.07278446	0.07143511	0.07644561	0.7491995
