 	quando	Giovanni	venne	a	casa	la	sera	andava	molto	stanco	perché	aveva	lavorato	tutta	la	settimana	</S>
m	0.17446707	0.004279886	0.083359726	0.01833963	0.0048116907	0.042215366	0.014977448	0.011994496	0.0174834	0.020599212	0.001497649	0.0028050903	0.0011634057	0.00021497805	0.00016611845	0.0021257482	0.59949917
ò	0.99348104	0.006474826	1.348857e-05	1.14556715e-05	8.7263635e-07	1.4439009e-06	7.722139e-07	4.66553e-07	3.131748e-07	9.1350955e-08	6.313615e-08	1.868995e-07	2.2261988e-06	6.8001605e-06	3.0032356e-06	1.7675428e-06	1.1985267e-06
t	0.09380211	0.9059524	0.00019031789	4.5052624e-05	2.5443144e-06	3.961685e-06	4.1557533e-07	4.2747832e-08	1.420468e-07	4.5575366e-08	9.353338e-10	4.1043964e-09	5.3381974e-08	7.926555e-08	2.5595028e-08	7.801979e-09	2.883757e-06
t	0.98837215	0.0076121115	0.0026802106	0.00087235466	6.5140666e-06	3.4952904e-05	3.9890656e-06	1.3869276e-06	1.5764915e-06	1.1186518e-06	3.449043e-06	1.0577338e-05	2.9967967e-05	5.6438003e-05	3.8414328e-05	0.00027251182	2.2579657e-06
e	0.069295734	0.0027687696	0.0121549815	0.016797557	0.0053501213	0.011216383	0.011638489	0.007511041	0.007707805	0.0043609673	0.018387616	0.028594939	0.07366966	0.10875095	0.082429044	0.52241033	0.016955703
o	0.039188012	0.8829083	0.05847793	0.01894617	9.610732e-05	0.00028708135	1.8015353e-05	1.6681154e-06	5.852825e-06	2.720171e-06	1.7878787e-07	5.030011e-07	4.372528e-06	4.02057e-06	1.0681284e-06	5.832779e-07	5.7371664e-05
G	0.020252932	0.9490156	0.023384241	0.0011195373	6.843655e-05	0.00019832938	1.7895016e-05	1.200974e-06	4.980986e-06	1.8237272e-06	4.350436e-07	7.4607374e-07	2.9135297e-06	3.1860832e-06	1.980891e-06	1.1353641e-05	0.0059145177
i	0.77020395	0.17123452	0.05340122	0.0040207417	0.00015863187	0.000576121	6.689899e-05	1.2636751e-05	1.631756e-05	5.3967683e-06	1.5498546e-05	2.0731535e-05	5.456061e-05	6.975753e-05	3.321615e-05	9.300006e-05	1.6719836e-05
u	0.012415697	0.79356635	0.16942126	0.02218316	0.00010080354	0.0003037954	2.6729796e-05	5.630123e-06	9.448142e-06	4.6315836e-06	3.3119068e-06	5.4080115e-06	1.9842128e-05	1.7408713e-05	4.8093934e-06	5.43987e-06	0.0019063835
v	0.0047855875	0.45594987	0.5072816	0.015500034	0.011699377	0.003987203	0.000253457	1.7396178e-05	2.7263959e-05	7.3794918e-06	6.7381e-07	8.582336e-07	1.6518309e-06	1.4622594e-06	5.7622265e-07	1.2511412e-06	0.00048433704
à	0.3677571	0.23339139	0.38010973	0.012059445	0.0028797835	0.003421643	0.00018615166	2.3401446e-05	2.9442373e-05	9.357074e-06	1.0568419e-05	1.3770572e-05	2.7868835e-05	2.306216e-05	7.044625e-06	1.916645e-05	3.104857e-05
