 	lo	sentii	ee	che	arrivava	</S>
t	0.9858898	0.00057926436	0.00019324296	6.2849445e-05	0.00069019344	0.01258453
o	0.8680415	0.06604423	0.012687277	0.037105214	0.0017839179	0.014337868
n	0.08853619	0.88072807	0.00813576	0.0018285639	0.00021640063	0.020555094
ì	0.035993602	0.054031763	0.23983267	0.36544254	0.24429299	0.06040638
k	0.005955974	0.7448846	0.24534632	0.00336483	0.00032322336	0.00012514098
u	0.87036884	0.11918624	0.010040671	0.00025133605	0.00015141099	1.5058255e-06
s	0.00042113347	0.8051951	0.18808399	0.004922988	0.00086060097	0.0005162422
a	0.027611587	0.2460114	0.51788914	0.19925632	0.004323364	0.004908153
e	0.0031572196	0.0804515	0.8824379	0.029779525	0.0031038432	0.0010700081
e	4.0342817e-05	0.008169857	0.5409546	0.40895975	0.014430797	0.027444642
k	0.00022453952	0.00095449685	0.6038552	0.3707163	0.020686813	0.0035627217
a	0.021229658	0.003238413	0.22744139	0.49536595	0.21875171	0.033972893
è	0.00034000844	0.00027454906	0.30491194	0.4869187	0.16999598	0.03755883
s	2.5277997e-05	4.4004122e-05	0.0727214	0.10346569	0.79772955	0.026014112
t	0.24384737	0.048974395	0.1762147	0.17055844	0.34918258	0.011222462
a	0.00965729	0.0012209535	0.012375245	0.28091154	0.2189636	0.47687137
z	4.3864047e-06	5.614528e-07	0.000838478	0.05424219	0.45308536	0.491829
z	0.008781862	0.003737734	0.019557916	0.104844615	0.8002965	0.062781334
e	0.013701767	0.0045744656	0.035739865	0.15971388	0.38736326	0.39890677
</S>	2.1478836e-06	6.707538e-08	5.349456e-06	0.0006067312	0.12902509	0.8703606
