 	le	melanzane	vogliono	ee	girate	</S>
t	0.85072595	0.066215016	0.0009322413	0.0016829062	0.0031200706	0.077323824
e	0.23759428	0.58958894	0.0037523434	0.010402343	0.10266736	0.055994786
s	0.27198866	0.5994542	0.017796772	0.007797065	0.015525351	0.08743793
m	0.018105071	0.29793411	0.031709526	0.15273291	0.37040916	0.1291092
a	0.5638317	0.35471946	0.006675894	0.005724636	0.004466068	0.06458226
r	0.17714943	0.28353044	0.23457617	0.030889543	0.0051963865	0.26865804
a	0.011333244	0.41406882	0.14336644	0.17683847	0.09480913	0.15958396
n	0.0029851093	0.3062381	0.5755162	0.111081466	0.0009377029	0.0032413455
g	0.0019079848	0.0029494406	0.30588534	0.15883684	0.0059698382	0.52445054
i	0.13503245	0.021627974	0.37228623	0.17649266	0.0087755425	0.28578508
à	6.083082e-05	0.008240753	0.7549466	0.15120481	0.010838419	0.07470864
n	3.117349e-05	0.033566833	0.7198264	0.23408833	0.006085569	0.0064016483
e	0.08619874	0.0024833612	0.47445983	0.21150383	0.0043000807	0.22105417
t	0.0007239169	0.009292202	0.61314416	0.3725885	0.00082374807	0.0034274198
è	0.0075539276	8.595755e-05	0.46338344	0.52219296	0.0019273383	0.0048564146
l	4.1943254e-06	4.259485e-05	0.5364351	0.44643512	0.00976012	0.0073228134
u	0.06869566	0.028773801	0.5687919	0.273695	0.041229565	0.018814085
n	4.518586e-05	0.00035564488	0.13793205	0.80046177	0.03933705	0.021868281
e	0.046576034	0.00078953936	0.15706143	0.77218777	0.021172766	0.0022124732
e	3.6459984e-05	0.00013505004	0.08844845	0.85551685	0.009150698	0.046712585
e	1.2103512e-06	3.1760446e-05	0.057223	0.6711515	0.2156782	0.05591428
v	9.420255e-06	0.00026455702	0.025938855	0.89422256	0.06612718	0.013437376
o	0.0009704529	5.5627694e-05	0.052252565	0.8415135	0.054257788	0.05095011
t	9.074068e-06	0.00018887442	0.06917243	0.84592247	0.009717439	0.07498973
i	0.0125879785	3.4431774e-05	0.02954565	0.8713994	0.020333664	0.066098824
m	4.769143e-06	0.00015674545	0.028498758	0.5059542	0.024853898	0.4405316
m	0.0027287558	0.00017494675	0.0017012432	0.10887829	0.46609956	0.42041716
è	0.00056808104	0.0017876521	0.0087019745	0.19222912	0.12066302	0.6760502
n	0.00019265032	3.4244258e-05	0.00027531033	0.0057602976	0.4845568	0.5091807
e	0.07660727	0.0013591282	0.025409853	0.4089092	0.113630876	0.3740837
</S>	4.8542565e-06	2.4023643e-06	0.0032323017	0.031601027	0.018036943	0.9471225
