 	il	ladro	è	entrato	da	qui	</S>
o	0.97498477	0.0007427	2.5664736e-05	3.641695e-05	3.541318e-05	0.0013401259	0.02283498
l	0.8759697	0.04347619	0.0038373605	0.056734584	0.0058955764	0.00023039537	0.01385633
à	0.0035672947	0.02865709	0.010181586	0.18220167	0.74150544	0.01618874	0.017698204
d	0.0023184726	0.82639986	0.13974372	0.029778657	0.0008012717	4.188917e-05	0.00091620395
r	0.7642449	0.22449386	0.0009898504	0.00615481	0.0041080266	7.4495756e-06	1.0800143e-06
o	0.80336595	0.18342394	0.0054504373	0.00699859	0.00045303334	2.8779335e-05	0.00027928586
i	7.886284e-05	0.1644201	0.5727221	0.22082855	0.02082923	0.0001388985	0.020982321
m	4.2262935e-05	0.01755425	0.53710985	0.3237409	0.08926323	0.02273511	0.009554412
b	0.0010016825	0.011217356	0.008232048	0.5492813	0.41714078	0.0029514402	0.010175451
ì	0.0004712508	0.0013107902	0.90774584	0.020358166	0.020423532	0.0062718107	0.043418527
k	0.0015918426	0.00080577086	0.0142342625	0.008355384	0.055597726	0.01253445	0.90688056
e	0.008495366	0.007731892	0.8278778	0.042800736	0.052060876	0.04563073	0.015402649
a	0.00040788046	0.000603191	0.033227995	0.32586303	0.5374755	0.041118834	0.061303616
p	8.835737e-07	1.1903223e-05	0.0022332396	0.02078193	0.104214154	0.86271006	0.010047767
ò	0.000114772636	0.0003102756	0.0077209254	0.030383205	0.053651042	0.9023768	0.0054430477
t	8.980394e-05	1.7246131e-06	3.0365554e-05	0.0013555699	0.11891025	0.84860396	0.03100836
t	0.013638354	0.0008717461	0.001302253	0.03840152	0.13568957	0.8064315	0.003665141
u	0.01792693	0.0032764436	0.0050486517	0.01788731	0.032055106	0.7478853	0.17592028
</S>	7.0293696e-05	5.5573645e-07	3.6096048e-06	3.06997e-05	0.004292761	0.25766474	0.73793733
