 	voglio	che	Maria	che	venga	domani	</S>
i	0.91501784	0.0023506132	0.00060985476	0.00013777474	0.00079840975	0.0010974597	0.07998799
t	0.789927	0.08665761	0.08687866	0.009571174	0.008155742	0.0126185315	0.006191315
è	0.004270321	0.012076619	0.098429225	0.1060971	0.09406769	0.6814069	0.0036521011
l	0.8977652	0.07226805	0.017798431	0.0028837335	0.0054277563	0.002207923	0.0016489287
o	0.95940495	0.02904659	0.0017658437	0.0009536434	0.0018362079	0.006978831	1.3914154e-05
k	0.0140548805	0.8916781	0.048550554	0.036409933	0.0058396813	0.002803782	0.0006630387
a	0.3434624	0.1995893	0.12694728	0.0493592	0.056034967	0.2240469	0.00055993727
i	0.022803416	0.3169254	0.49571228	0.1195299	0.02852598	0.014984905	0.0015181493
M	0.0001032959	0.0039413357	0.014876272	0.017508931	0.1403802	0.81043714	0.012752872
a	3.3616645e-05	2.5892046e-05	0.0077955695	0.016358418	0.33705243	0.63827753	0.0004565487
r	0.0026538323	0.0029548241	0.8450303	0.062302116	0.060073987	0.017173627	0.00981136
ì	0.0086769	0.00052181736	0.019314071	0.10301438	0.15270779	0.14110726	0.5746578
a	1.2143924e-05	1.9524034e-05	0.049521763	0.33054024	0.23361135	0.38235688	0.0039380593
n	1.0389742e-06	5.214413e-06	0.005951609	0.019952655	0.250463	0.7008444	0.02278203
a	0.0075796773	0.00022108125	0.012717847	0.03547805	0.4907029	0.44536665	0.007933902
r	0.00027549267	0.0003038137	0.35378754	0.3077946	0.17725429	0.08856062	0.07202368
t	0.025979586	0.0013955729	0.012610483	0.09953091	0.5440979	0.3076886	0.008696969
i	0.3710757	0.010730408	0.18259215	0.11392255	0.0069017475	0.0038965016	0.31088096
à	1.1023044e-05	2.2859094e-06	0.0056086513	0.17121622	0.27522215	0.35913995	0.18879968
v	1.5014284e-07	5.6061815e-08	0.00026008117	0.0064052343	0.3490508	0.6441386	0.00014512397
v	0.0009850643	0.00024359729	0.0035197607	0.029749652	0.41405717	0.47285166	0.07859309
r	0.10976215	0.009490149	0.021013184	0.035667464	0.007886778	0.015214337	0.8009659
i	0.19796008	0.0043680826	0.0008989967	0.0036801542	0.009047831	0.012541417	0.77150345
</S>	7.857919e-05	1.9398254e-05	0.011141383	0.049392227	0.019974185	0.02696723	0.892427
