 	non	deve	magniare	la	sera	</S>
e	0.7147252	0.0016018613	0.000181655	0.0019041832	0.0055664843	0.27602065
n	0.92336434	0.04226892	0.014872324	0.0052848514	0.0003600757	0.01384944
è	0.01230488	0.07375356	0.2854351	0.041566722	0.0044689914	0.5824708
n	0.004639327	0.8759752	0.116874844	0.0010121844	2.8869023e-05	0.0014695755
a	0.06699784	0.558589	0.3230415	0.045061994	0.0047742664	0.0015354196
f	0.010866773	0.2215543	0.5487029	0.21378058	0.0012817761	0.0038136975
à	0.00031794715	0.014563868	0.968952	0.015429945	0.00062473695	0.000111477406
i	0.0015279456	0.00064474007	0.48900416	0.29855856	0.1582252	0.052039426
t	0.00022683661	2.725243e-05	0.516135	0.24966983	0.11784006	0.116101004
o	0.0001057805	0.0063314834	0.35687053	0.54427254	0.08423527	0.008184399
v	0.0010532232	0.00035419554	0.0064325775	0.7463889	0.19020766	0.055563483
r	9.451757e-06	0.0077444157	0.033364058	0.44959435	0.43561944	0.07366834
à	0.060403712	0.00881893	0.0006807404	0.86231065	0.036463786	0.03132218
i	0.00249465	8.768179e-07	0.000342929	0.008947971	0.8597892	0.12842444
</S>	1.8310357e-05	9.094585e-07	0.06645378	0.020108115	0.46066362	0.45275527
