 	non	vuole	mangiato	mangiato	tutta	una	volta	</S>
e	0.4786352	0.009624064	0.006653631	0.008994455	0.029379701	0.052024122	0.013952114	0.4007368
t	0.78542984	0.20719582	0.003356412	0.0006744077	0.00075483165	0.00025965806	0.00014804525	0.0021809163
è	0.03712373	0.07677041	0.20987679	0.11302664	0.08336923	0.023685928	0.0623395	0.39380777
l	0.005411976	0.958018	0.023847384	0.0056695496	0.00079498143	0.0022817135	0.00033383592	0.0036425567
i	0.08465556	0.61481357	0.16532888	0.07439514	0.045918897	0.013703431	0.00093504414	0.00024944358
f	0.000750838	0.024942096	0.6947635	0.25101846	0.019908115	0.007661561	5.6772733e-05	0.0008987644
a	0.0038014217	0.6313655	0.3130415	0.04315393	0.0061689927	0.0019637025	0.00031443997	0.00019056439
m	0.0018727363	0.0016921038	0.3835543	0.4460596	0.13246161	0.030650372	0.0009472933	0.002761924
è	0.0026238072	0.0053411163	0.19769657	0.18177143	0.556317	0.01571035	0.029250817	0.011288946
n	0.0034271823	7.160021e-05	0.026002327	0.178202	0.085387506	0.2288595	0.03727777	0.44077215
o	0.00021215407	0.31273556	0.45669708	0.18439884	0.014065706	0.022953447	0.008313467	0.0006237919
o	0.0003427658	3.6435835e-05	0.00683711	0.19508444	0.46880168	0.2568488	0.045806047	0.026242707
l	2.795753e-06	3.9186193e-06	0.0003536527	0.06440553	0.36440548	0.38391548	0.13616085	0.050752234
i	0.00029865108	0.011875725	0.012430322	0.12078249	0.5340974	0.1272857	0.12324523	0.06998446
m	4.6540376e-06	4.4446756e-06	0.00021696396	0.033843867	0.396623	0.36891204	0.14736255	0.05303257
i	5.5764016e-05	0.0005061488	0.0053607384	0.0447407	0.3921222	0.03545728	0.12586047	0.39589667
a	6.6675293e-06	6.912386e-07	0.00010742185	0.035010044	0.2385122	0.2785678	0.07214823	0.37564692
f	2.8044366e-07	1.2772311e-06	1.6243377e-05	0.0033496348	0.13963303	0.39351723	0.28376594	0.17971635
o	2.2791497e-05	0.008371587	0.005368591	0.08730978	0.28368273	0.36227176	0.21545441	0.037518345
r	4.2159814e-07	1.0723238e-06	1.5298163e-05	0.002077047	0.056447096	0.44733742	0.3728209	0.12130075
à	3.6938343e-06	0.011133834	0.0028224385	0.008570978	0.012115338	0.5319206	0.42779344	0.0056397063
</S>	0.0015394633	7.5484904e-06	7.475604e-06	2.5663729e-05	0.0003987945	0.008860651	0.03557613	0.95358425
