 	mi	si	gonfiò	il	dito	</S>
m	0.93629223	0.027427912	0.03488806	0.0004317595	7.283128e-05	0.0008872049
u	0.0013048822	0.012982662	0.9856017	8.613705e-05	1.3427075e-07	2.4583402e-05
b	3.0476274e-05	0.00065670523	0.986161	0.009898606	0.0003179325	0.0029353504
r	9.75639e-05	0.0003439531	0.92260987	0.025307931	0.002430506	0.049210243
i	0.01421798	0.5759737	0.23580228	0.008052348	0.003908902	0.16204484
s	0.00019046645	0.0018671838	0.011140281	0.7636404	0.016330417	0.20683119
t	0.0007645102	0.0006929794	0.5308737	0.114264764	0.28553757	0.067866474
ì	2.6175883e-05	0.0006580632	0.01784333	0.0033652005	0.0017430198	0.9763642
o	0.0009127825	0.00040409065	0.0005888858	0.33564535	0.5932392	0.0692097
d	7.082396e-06	4.8284784e-07	3.2104797e-06	0.2459265	0.71919984	0.034862917
à	0.0007723629	0.00024560394	0.006539568	0.043943956	0.9014746	0.04702395
t	0.0002669288	1.1009087e-05	6.51848e-05	0.09325284	0.90005064	0.0063534863
t	0.00324863	0.0013912868	0.009361437	0.11390759	0.862743	0.0093481215
i	0.23756655	0.013745729	0.0023128167	0.14521404	0.027376082	0.57378477
l	0.00033883736	4.4269577e-06	6.298135e-06	0.026116202	0.89758915	0.07594506
o	0.0013116121	0.0012498146	0.00046813037	0.032674395	0.8874782	0.07681793
</S>	0.00017304586	4.1384933e-06	8.767124e-06	0.02290471	0.35222065	0.6246887
